t_minus_t0_M,NRHybSur3dq8_CCE_delta_h20_real_over_nu,NRHybSur3dq8_CCE_delta_h20_imag_over_nu,NRHybSur3dq8_CCE_perturbative_delta_h20_real_over_nu,NRHybSur3dq8_CCE_perturbative_delta_h20_imag_over_nu,SEOBNRv5EHM_delta_h20_real_over_nu,SEOBNRv5EHM_delta_h20_imag_over_nu,NRHybSur3dq8_CCE_delta_h30_real_over_nu,NRHybSur3dq8_CCE_delta_h30_imag_over_nu,SEOBNRv5EHM_delta_h30_real_over_nu,SEOBNRv5EHM_delta_h30_imag_over_nu
1767751.0,0.05576554344941907,0.0,0.054643723910926485,-4.301479311294622e-25,0.05474545513447862,8.317842922469918e-26,0.0,6.83347874365744e-05,4.071252953353882e-25,6.977010717203032e-05
1767751.4064593397,0.05576933164759972,0.0,0.0546469136226364,-4.275750802760201e-25,0.054748645087514904,8.192744109320857e-26,0.0,6.834767459110628e-05,3.5984502080363718e-25,6.978293522673e-05
1767752.0,0.055774863684647534,0.0,0.05465157303543196,-4.257528370216153e-25,0.054753303282435904,8.010065979139653e-26,0.0,6.83664794534582e-05,2.9080302169511867e-25,6.980166765901624e-05
1767752.9064593397,0.05578331261889461,0.0,0.05465869182006076,-4.214514797103755e-25,0.05476042187031978,8.363332097184247e-26,0.0,6.839517338324098e-05,-3.4184544641619595e-25,6.98303046563144e-05
1767753.0,0.05578418452476286,0.0,0.05465942674372262,-4.214980305067837e-25,0.05476115646191391,8.3997868442548e-26,0.0,6.839813178793807e-05,-4.0713062014649843e-25,6.983325980666718e-05
1767753.9064593397,0.055792633845935635,0.0,0.05466654970407181,-4.237297679811594e-25,0.054768279616091035,9.208518110631496e-26,0.0,6.842679086683102e-05,-1.9624779744272689e-25,6.986192553014973e-05
1767755.0,0.05580282725577532,0.0,0.05467514800946894,-4.222322027348142e-25,0.054776877939375586,1.0418719446656062e-25,0.0,6.846132270921115e-05,-3.4896948332636367e-25,6.989653921468952e-05
1767755.4064593397,0.055806616078339574,0.0,0.054678345219543484,-4.2357192636775405e-25,0.05478007608745196,1.0120382833658603e-25,0.0,6.847414783766963e-05,-4.164769886998209e-26,6.990941882829797e-05
1767756.0,0.05581214876473304,0.0,0.05468301561541984,-4.232036276353668e-25,0.054784746249349814,9.684730621978303e-26,0.0,6.849286394576689e-05,4.071252953353882e-25,6.992822655054746e-05
1767756.4064593397,0.05581593754933966,0.0,0.05468621472469932,-4.243450181490577e-25,0.054787946452282014,9.557298424776037e-26,0.0,6.850567491398293e-05,3.1256474627188616e-25,6.994111908955586e-05
1767757.0,0.05582147011469883,0.0,0.05469088790214767,-4.272356193106115e-25,0.054792619614825594,9.371212922253688e-26,0.0,6.852437079944379e-05,1.7448074805484915e-25,6.995994568638803e-05
1767757.9064593397,0.05582991925251172,0.0,0.05469802778453343,-4.252286524806701e-25,0.054799761088554166,9.367084751307884e-26,0.0,6.855290248428739e-05,2.7992215940673493e-25,6.998872665967982e-05
1767758.0,0.055830791114702995,0.0,0.05469876489348908,-4.260994355337863e-25,0.05480049804181741,9.366658751134059e-26,0.0,6.855584459512311e-05,2.9080302169511867e-25,6.999169666741111e-05
1767758.9064593397,0.05583923977391023,0.0,0.05470590906043024,-4.292585390163958e-25,0.05480764410906321,9.03775495448112e-26,0.0,6.85843474338319e-05,-3.9456615209213884e-25,7.002050653241583e-05
1767760.0,0.05584943130094761,0.0,0.0547145330845468,-4.2714788707429685e-25,0.054816270104444245,1.0982731403725326e-25,0.0,6.861869831201417e-05,4.071252953353882e-25,7.005529428788331e-05
1767760.4064593397,0.05585321915750948,0.0,0.05471773988709773,-4.263050319438453e-25,0.05481947855127642,1.1001726557667747e-25,0.0,6.863145802436414e-05,3.1256474627188616e-25,7.006823868448332e-05
1767761.0,0.05585875010524868,0.0,0.054722424331116015,-4.269664138858059e-25,0.054824163752145494,1.1029464624219752e-25,0.0,6.865008088298842e-05,1.7448074805484915e-25,7.00871410074366e-05
1767761.4064593397,0.05586253753574582,0.0,0.0547256330807638,-4.2668769863572345e-25,0.05482737426608709,1.0174074559210942e-25,0.0,6.866282912764779e-05,-1.4640350072154895e-26,7.010009840305432e-05
1767762.0,0.05586806779570932,0.0,0.054730320376007065,-4.275892316712844e-25,0.054832062485495464,8.924973518858192e-26,0.0,6.868143569549019e-05,-2.908083465062289e-25,7.011901970809214e-05
1767762.9064593397,0.055876512809431324,0.0,0.05473748189287663,-4.243646322072399e-25,0.05483922698153172,8.198867113065998e-26,0.0,6.870983515916972e-05,-3.435290521821718e-25,7.014794548477317e-05
1767763.0,0.055877384181359825,0.0,0.054738221242234125,-4.255532513521173e-25,0.05483996631054616,8.123937692956364e-26,0.0,6.871276407440077e-05,-3.4896948332636367e-25,7.015093043526479e-05
1767763.9064593397,0.05588582785094485,0.0,0.054745387148764924,-4.334976855606741e-25,0.054847135427495565,9.228697518900115e-26,0.0,6.874114069670046e-05,2.8367898478495095e-25,7.017988527414073e-05
1767765.0,0.05589601227435166,0.0,0.05475403752992603,-4.402298327782341e-25,0.05485578925999789,1.0969862063229009e-25,0.0,6.877534683097337e-05,-1.744860728659594e-25,7.021484810381531e-05
1767765.4064593397,0.055899797224375686,0.0,0.05475725416106385,-4.4293031553831265e-25,0.054859008067007865,1.0850562337320815e-25,0.0,6.8788054589974e-05,-1.981262101318349e-25,7.022785765490147e-05
1767766.0,0.05590532359975358,0.0,0.05476195299659191,-4.422583004478017e-25,0.05486370839654093,1.0676352444265545e-25,0.0,6.880660385839793e-05,-2.3264720968609415e-25,7.024685512104119e-05
1767766.4064593397,0.055909107735605784,0.0,0.05476517162104086,-4.398074774103519e-25,0.054866929282991354,1.0253267337794867e-25,0.0,6.881930284225981e-05,-9.080638609084112e-26,7.02598777486014e-05
1767767.0,0.055914632856466584,0.0,0.05476987337499404,-4.346235168076585e-25,0.05487163264907037,9.635448557488087e-26,0.0,6.883783975175638e-05,1.163196112347144e-25,7.027889430993289e-05
1767767.9064593397,0.055923069418441024,0.0,0.05477705704438073,-4.285422544211679e-25,0.054878820304739735,9.724885718398763e-26,0.0,6.886613701804687e-05,-4.184250579311426e-26,7.030796572415444e-05
1767768.0,0.05592393985352096,0.0,0.054777798687317254,-4.285124348050662e-25,0.05487956202367646,9.734115046979024e-26,0.0,6.886905583592998e-05,-5.816379922568988e-26,7.031096570348531e-05
1767768.9064593397,0.05593237420582708,0.0,0.05478498684771746,-4.319817216656504e-25,0.054886754327827636,9.943107777261673e-26,0.0,6.889733626559566e-05,9.999831780213878e-26,7.034006634750661e-05
1767770.0,0.05594254630477503,0.0,0.05479366420163324,-4.287621203447573e-25,0.054895436163518496,1.0387054943698083e-25,0.0,6.893143387624771e-05,2.9080302169511867e-25,7.037520526344226e-05
1767770.4064593397,0.05594632640772577,0.0,0.05479689088905371,-4.2711877207501435e-25,0.05489866539251667,1.0675192716337701e-25,0.0,6.894410314465817e-05,7.804178630223912e-26,7.038828034409915e-05
1767771.0,0.055951845377035334,0.0,0.05480160444716029,-4.324194404279584e-25,0.054903380940973634,1.109595186037261e-25,0.0,6.896259848215437e-05,-2.3264720968609415e-25,7.04073735011503e-05
1767771.4064593397,0.05595562427770716,0.0,0.0548048331724159,-4.348246515739262e-25,0.05490661226181988,1.1188841997124417e-25,0.0,6.89752616679779e-05,-6.716624882496561e-26,7.04204617243082e-05
1767772.0,0.055961141425758205,0.0,0.05480954971367832,-4.343219065016437e-25,0.05491133086494127,1.1324486741202659e-25,0.0,6.899374857840129e-05,1.7448074805484915e-25,7.043957407296837e-05
1767772.9064593397,0.05596956520832838,0.0,0.0548167560347877,-4.418796646060182e-25,0.05491854181845207,1.1361670943996012e-25,0.0,6.90219736710778e-05,-3.640207464892239e-26,7.046879214877753e-05
1767773.0,0.05597043425997396,0.0,0.05481750002253528,-4.424996182247989e-25,0.05491928594157327,1.1365508109913183e-25,0.0,6.90248854898697e-05,-5.816379922568988e-26,7.04718072626226e-05
1767773.9064593397,0.055978854967344484,0.0,0.054824710932226316,-4.414952580199895e-25,0.05492650157142082,9.958584929196808e-26,0.0,6.90530997506764e-05,3.636018461818532e-25,7.050105536068868e-05
1767775.0,0.055989009521005315,0.0,0.05483341585181999,-4.351794590897756e-25,0.054935211577868265,7.71906785140664e-26,0.0,6.908712505799613e-05,-5.816379922568988e-26,7.053637321004366e-05
1767775.4064593397,0.055992782836347316,0.0,0.054836652814740816,-4.308369336450327e-25,0.05493845129143236,6.94366969274673e-26,0.0,6.909976929857558e-05,-5.816379922568988e-26,7.05495152530258e-05
1767776.0,0.05599829156588151,0.0,0.05484138141410375,-4.282932402861296e-25,0.054943182150193635,5.811378488663453e-26,0.0,6.911823036441668e-05,-5.816379922568988e-26,7.056870619319787e-05
1767776.4064593397,0.05600206329083751,0.0,0.05484462045767967,-4.264531225629601e-25,0.05494642396836984,5.487774939529702e-26,0.0,6.913087121496104e-05,-1.763644855550674e-25,7.058186180506884e-05
1767777.0,0.05600756963237178,0.0,0.0548493521024374,-4.202922026364168e-25,0.05495115790043449,5.015226161586336e-26,0.0,6.914932778558383e-05,-3.4896948332636367e-25,7.060107255949156e-05
1767777.9064593397,0.05601597630788101,0.0,0.05485658155549662,-4.25912121397469e-25,0.05495839229306289,6.275949771102256e-26,0.0,6.917751072842142e-05,2.0075456405236526e-26,7.063044164699973e-05
1767778.0,0.05601684352950643,0.0,0.05485732793732661,-4.261682121007202e-25,0.05495913883494734,6.406048181233329e-26,0.0,6.918041864637883e-05,5.815847441457964e-26,7.063347234426197e-05
1767778.9064593397,0.05602524626428467,0.0,0.054864562072721675,-4.272258893469904e-25,0.054966377932677314,7.646883000413827e-26,0.0,6.920859676210167e-05,-2.054450539651348e-25,7.066287176803411e-05
1767780.0,0.056035378051830086,0.0,0.0548732951279452,-4.168100898760893e-25,0.054975116282258554,8.62342387832523e-26,0.0,6.924258598637756e-05,-3.4896948332636367e-25,7.069837234929906e-05
1767780.4064593397,0.05603914263902791,0.0,0.05487654257703542,-4.1779170044445215e-25,0.05497836654475479,8.928831840495378e-26,0.0,6.925521866188519e-05,-3.0168920879461266e-25,7.071158239809426e-05
1767781.0,0.056044638295079684,0.0,0.054881286523836705,-4.160481369996342e-25,0.054983112807812484,9.37481013611051e-26,0.0,6.927366511534378e-05,-2.3264720968609415e-25,7.073087264516188e-05
1767781.4064593397,0.05604840090378442,0.0,0.054884536094683876,-4.117757146699502e-25,0.0549863651878736,9.55026583566675e-26,0.0,6.928629709336814e-05,-9.080638609084112e-26,7.07440963439079e-05
1767782.0,0.05605389360509488,0.0,0.05488928314660751,-4.100011857616886e-25,0.05499111454314923,9.806478651102315e-26,0.0,6.930474298346297e-05,1.163196112347144e-25,7.07634065235986e-05
1767782.9064593397,0.05606227884588647,0.0,0.05489653619270585,-4.1219499019121795e-25,0.05499837251913457,1.0811893159160309e-25,0.0,6.933291380023673e-05,-1.4728391714500003e-25,7.079292763674155e-05
1767783.0,0.05606314379090595,0.0,0.05489728501591216,-4.123686907890208e-25,0.054999121494666826,1.0915645344043468e-25,0.0,6.933582091561638e-05,-1.744860728659594e-25,7.07959740220525e-05
1767783.9064593397,0.05607152422543521,0.0,0.05490454283425274,-4.142660643265205e-25,0.05500638420471553,1.083255198838558e-25,0.0,6.936399291003035e-05,-2.7992748421784517e-25,7.082552565244623e-05
1767785.0,0.05608162802603694,0.0,0.05491330457188689,-4.150118301734206e-25,0.055015151071880326,9.679570711644927e-26,0.0,6.939798227155092e-05,5.815847441457964e-26,7.086121005413989e-05
1767785.4064593397,0.05608538194455513,0.0,0.054916562709193165,-4.1341120244981424e-25,0.05501841194824129,9.827234027711983e-26,0.0,6.94106168447459e-05,8.179861168045514e-26,7.08744885149891e-05
1767786.0,0.05609086169341747,0.0,0.05492132229700992,-4.108139234154535e-25,0.05502317371041454,1.0042862440136201e-25,0.0,6.942906834509463e-05,1.163196112347144e-25,7.089387866217399e-05
1767786.4064593397,0.05609461324533548,0.0,0.054924582595440447,-4.068017342973557e-25,0.05502643671737738,9.955893175691291e-26,0.0,6.944170491335816e-05,-1.881075094663135e-27,7.090717085440689e-05
1767787.0,0.056100089472715074,0.0,0.05492934534557259,-4.0072681159089953e-25,0.05503120159080611,9.828894507901372e-26,0.0,6.946015978219762e-05,-1.744860728659594e-25,7.092658105312894e-05
1767787.9064593397,0.05610844895113235,0.0,0.054936622426489404,-3.9122585606672487e-25,0.05503848329533299,9.703004594959711e-26,0.0,6.948834849668258e-05,3.5272098389346946e-25,7.095625510187928e-05
1767788.0,0.056109311172960086,0.0,0.054937373736370664,-3.9046472931412454e-25,0.05503923471949515,9.690013581384945e-26,0.0,6.949125790774121e-05,4.071252953353882e-25,7.095931726914213e-05
1767788.9064593397,0.05611766497958368,0.0,0.05494465567555255,-3.8239262910279194e-25,0.055046521187235575,1.1363020303822677e-25,0.0,6.951945380462141e-05,3.544045896594453e-25,7.09890220135439e-05
1767790.0,0.05612773557241346,0.0,0.05495344661899458,-3.774401479177391e-25,0.055055316747567695,1.1550429478970014e-25,0.0,6.955347952367519e-05,-4.652917569666332e-25,7.102489133147392e-05
1767790.4064593397,0.05613147688171657,0.0,0.05495671563786042,-3.7778606631110927e-25,0.05505858830314825,1.1022695731135528e-25,0.0,6.956612945731666e-05,-1.343298352443761e-25,7.103823861371686e-05
1767791.0,0.05613693788968243,0.0,0.05496149114754773,-3.731141126109953e-25,0.05506336565987287,1.0252061607108706e-25,0.0,6.958460566382815e-05,3.4896415851525343e-25,7.105772925876585e-05
1767791.4064593397,0.056140676444278274,0.0,0.05496476236515478,-3.6973288929865807e-25,0.05506663935917731,1.0083563915428328e-25,0.0,6.959726028509001e-05,1.5984306038824938e-25,7.107109035438898e-05
1767792.0,0.05614613336401999,0.0,0.05496954109179085,-3.650764265256405e-25,0.0550714198463191,9.837511674953885e-26,0.0,6.961574379194677e-05,-1.1632493604582464e-25,7.109060117071222e-05
1767792.9064593397,0.056154462752406244,0.0,0.054976842629812395,-3.70083303001197e-25,0.055078725425516596,1.05000822903446e-25,0.0,6.964398042791798e-05,-3.272077587495962e-25,7.112042906450083e-05
1767793.0,0.05615532180445644,0.0,0.05497759646965284,-3.6995506429087183e-25,0.05507947931338822,1.0568455233479215e-25,0.0,6.964689523291229e-05,-3.4896948332636367e-25,7.11235071075629e-05
1767793.9064593397,0.05616364465551768,0.0,0.05498490294804101,-3.6397911214467944e-25,0.05508678968513899,1.2367596508865977e-25,0.0,6.96751450560338e-05,2.8367898478495095e-25,7.1153365882421e-05
1767795.0,0.05617367681974721,0.0,0.054993723597077576,-3.6591608256891207e-25,0.05509561411536522,1.1954709697214345e-25,0.0,6.97092433529093e-05,-3.4896948332636367e-25,7.118942122097981e-05
1767795.4064593397,0.0561774035792998,0.0,0.05499700368205884,-3.654972980641086e-25,0.05509889641594567,1.1281143717150126e-25,0.0,6.972192210975644e-05,-6.52878361358576e-26,7.120283773467876e-05
1767796.0,0.05618284301266214,0.0,0.05500179538162484,-3.6686119533088866e-25,0.0551036894632787,1.029755505875745e-25,0.0,6.974044268170327e-05,3.4896415851525343e-25,7.122242947639381e-05
1767796.4064593397,0.05618656662940038,0.0,0.05500507770119661,-3.6851576615472207e-25,0.055106973920790496,9.914241643576648e-26,0.0,6.975312881872265e-05,2.780437467176269e-25,7.123585988757055e-05
1767797.0,0.05619200140779716,0.0,0.05500987266975965,-3.671118823515165e-25,0.05511177011782715,9.354500298347701e-26,0.0,6.977166062286928e-05,1.7448074805484915e-25,7.125547192336509e-05
1767797.9064593397,0.05620029637849572,0.0,0.05501719906748536,-3.720373676372637e-25,0.055119099718775995,9.350667489483415e-26,0.0,6.979997520410185e-05,-8.912278032486527e-26,7.128545458242255e-05
1767798.0,0.05620115181418258,0.0,0.05501795547853458,-3.726242905176965e-25,0.05511985608553485,9.350271968739759e-26,0.0,6.980289850128858e-05,-1.1632493604582464e-25,7.128854859624559e-05
1767798.9064593397,0.056209439382024794,0.0,0.05502528689476608,-3.764346873569506e-25,0.0551271905085678,9.944336149464593e-26,0.0,6.983123227442643e-05,1.9999929800983267e-25,7.1318562319001e-05
1767800.0,0.0562194278968258,0.0,0.055034137725335976,-3.725887303810164e-25,0.055136043986566054,1.1032685082051263e-25,0.0,6.986543936941216e-05,1.7448074805484915e-25,7.135480479062255e-05
1767800.4064593397,0.05622313816609242,0.0,0.05503742905211192,-3.6693188157281205e-25,0.05513933709835544,1.1085238190703653e-25,0.0,6.987816041222414e-05,8.999787193720611e-27,7.136829094916134e-05
1767801.0,0.056228553191144205,0.0,0.05504223719658563,-3.619582184003755e-25,0.05514414593297999,1.1161979954931172e-25,0.0,6.989674500887895e-05,-2.3264720968609415e-25,7.13879843911947e-05
1767801.4064593397,0.05623225992948938,0.0,0.05504553079201382,-3.5833779529067253e-25,0.05514744121499409,1.0294502491953654e-25,0.0,6.990947612441501e-05,-2.7992748421784517e-25,7.140148453015703e-05
1767802.0,0.05623766973283421,0.0,0.05505034225492071,-3.5363811023065905e-25,0.05515225321873419,9.027750578630202e-26,0.0,6.992807588512415e-05,-3.4896948332636367e-25,7.142119838739315e-05
1767802.9064593397,0.05624592595818837,0.0,0.05505769389505792,-3.5687744762854095e-25,0.055159606989472997,7.304865235461411e-26,0.0,6.995649843539312e-05,2.0075456405236526e-26,7.145133673596067e-05
1767803.0,0.056246777330926104,0.0,0.055058452916509765,-3.5727184199660666e-25,0.055160365850395694,7.127074764740829e-26,0.0,6.995943332302899e-05,5.815847441457964e-26,7.145444681592032e-05
1767803.9064593397,0.05625502528789259,0.0,0.0550658096492886,-3.5899307435120556e-25,0.05516772447294197,5.845906941230659e-26,0.0,6.998788106995825e-05,-2.054450539651348e-25,7.148461641144648e-05
1767805.0,0.056264964932436795,0.0,0.0550746911132271,-3.59191338191882e-25,0.055176607177749,5.317554277401273e-26,0.0,7.002223318334271e-05,-2.662405555120915e-30,7.152104713259434e-05
1767805.4064593397,0.056268656770882004,0.0,0.05507799384850462,-3.570473719033256e-25,0.05517991116738779,5.879238818793227e-26,0.0,7.00350099748787e-05,-1.6548362326668366e-25,7.153460335318323e-05
1767806.0,0.05627404455391619,0.0,0.05508281867979791,-3.534062973908677e-25,0.05518473588661701,6.699450291550422e-26,0.0,7.005367825551413e-05,-4.0713062014649843e-25,7.155439910477484e-05
1767806.4064593397,0.05627773247333286,0.0,0.055086123715984286,-3.5362272700213496e-25,0.05518804205986074,7.324347481389777e-26,0.0,7.006646781232602e-05,-3.125700710829964e-25,7.156796938757718e-05
1767807.0,0.05628311446791869,0.0,0.05509095191252561,-3.5360363709171146e-25,0.05519286996774425,8.236866531904832e-26,0.0,7.008515518887029e-05,-1.744860728659594e-25,7.158778567380693e-05
1767807.9064593397,0.05629132762379491,0.0,0.05509832915721184,-3.464308081038929e-25,0.05520024805727738,9.123147842622518e-26,0.0,7.011371572254263e-05,-1.632395583813074e-26,7.161808063910227e-05
1767808.0,0.05629217449353674,0.0,0.05509909082562875,-3.455583774257236e-25,0.0552010094277402,9.214606262678225e-26,0.0,7.011666528142267e-05,-2.662405555120915e-30,7.16212068808813e-05
1767808.9064593397,0.056300378644986784,0.0,0.055106473222865736,-3.396967594381827e-25,0.05520839239899811,9.984237366073432e-26,0.0,7.01452566707145e-05,-2.6360619078526955e-25,7.16515332815331e-05
1767810.0,0.05631026487122675,0.0,0.05511538569597256,-3.380534330369484e-25,0.055217304510819035,1.0166775930847337e-25,0.0,7.017978822620222e-05,-3.4896948332636367e-25,7.168815337391731e-05
1767810.4064593397,0.056313936779802926,0.0,0.05511869996375037,-3.370263395200366e-25,0.05522061944538237,9.973037593469265e-26,0.0,7.019263305027879e-05,-3.4896948332636367e-25,7.170178007395847e-05
1767811.0,0.056319295444953905,0.0,0.05512354163793573,-3.373931471748645e-25,0.05522546014716409,9.690127177888661e-26,0.0,7.021140211636188e-05,-3.4896948332636367e-25,7.172167874462844e-05
1767811.4064593397,0.056322963439528334,0.0,0.055126858207657364,-3.371902762334196e-25,0.05522877727879985,9.223954297132346e-26,0.0,7.022426134844729e-05,-2.5440893426286165e-25,7.173531958992083e-05
1767812.0,0.056328316428712895,0.0,0.05513170324068648,-3.3353886243108126e-25,0.05523362118890204,8.543215702943793e-26,0.0,7.024305162850572e-05,-1.1632493604582464e-25,7.175523891648658e-05
1767812.9064593397,0.056336485571595415,0.0,0.05513910617940349,-3.414898234346168e-25,0.055241023747205735,7.165594156316877e-26,0.0,7.027177113239645e-05,-2.744870530736533e-25,7.178569143280442e-05
1767813.0,0.056337327937586536,0.0,0.05513987049673526,-3.4266086354953974e-25,0.05524178764268524,7.023432645557759e-26,0.0,7.027473727023691e-05,-2.908083465062289e-25,7.178883393281595e-05
1767813.9064593397,0.05634548858912189,0.0,0.055147278553804836,-3.44925394657118e-25,0.055249195112826444,7.29012185516014e-26,0.0,7.030348995308149e-05,2.3639871025319994e-25,7.181931807569152e-05
1767815.0,0.05635532299100898,0.0,0.055156221940003296,-3.4542664179437115e-25,0.055258136813042605,9.709515465380357e-26,0.0,7.033821897287407e-05,-1.1632493604582464e-25,7.185612867123604e-05
1767815.4064593397,0.056358975797341226,0.0,0.05515954768771843,-3.479181242852159e-25,0.05526146276004363,9.804894563927986e-26,0.0,7.035113790019534e-05,1.2007643661293042e-25,7.186982627025854e-05
1767816.0,0.05636430676572339,0.0,0.055164406113482355,-3.5467928631506434e-25,0.05526631954296535,9.944173865964916e-26,0.0,7.037001604898639e-05,4.6528643215552295e-25,7.18898284726329e-05
1767816.4064593397,0.0563679558919363,0.0,0.0551677341487542,-3.5980761913915145e-25,0.05526964770059422,9.012359798252813e-26,0.0,7.038295041591678e-05,1.1068437316739035e-25,7.190354030216232e-05
1767817.0,0.05637328152588369,0.0,0.05517259591277828,-3.666245531573159e-25,0.05527450771163098,7.65165902674861e-26,0.0,7.04018512850988e-05,-4.0713062014649843e-25,7.192356328492887e-05
1767817.9064593397,0.0563814092552092,0.0,0.055180024381957446,-3.7033480566778808e-25,0.055281934889661676,5.557668896224981e-26,0.0,7.043074128497518e-05,1.4635025261044653e-26,7.195417429433532e-05
1767818.0,0.056382247386572645,0.0,0.05518079133164408,-3.695834316520356e-25,0.05528270132573558,5.341582844726441e-26,0.0,7.043372518881447e-05,5.815847441457964e-26,7.195733314979439e-05
1767818.9064593397,0.056390367146140416,0.0,0.055188224889655184,-3.6479753475157874e-25,0.05529013344591293,5.355403926058528e-26,0.0,7.046265066825291e-05,-1.527243482891919e-25,7.198797597074284e-05
1767820.0,0.056400152869867826,0.0,0.0551971990043465,-3.737488852254603e-25,0.055299104917089614,5.671963987255938e-26,0.0,7.049759102946831e-05,-5.816379922568988e-26,7.202497820367195e-05
1767820.4064593397,0.056403787743368176,0.0,0.05520053616511965,-3.7417588586288394e-25,0.05530244194448233,4.777477912667834e-26,0.0,7.051058921803566e-05,6.003688710368765e-26,7.203874712624046e-05
1767821.0,0.05640909272263965,0.0,0.05520541124694151,-3.79587894441316e-25,0.05530731490777527,3.4712861154349056e-26,0.0,7.052958398161287e-05,2.326418848749839e-25,7.205885348029857e-05
1767821.4064593397,0.05641272414990307,0.0,0.055208750683419,-3.7979138205129116e-25,0.05531065415944002,3.494460098630962e-26,0.0,7.05425986413896e-05,2.562820221408594e-25,7.207263671738515e-05
1767822.0,0.05641802413627137,0.0,0.05521362908662489,-3.788455647599542e-25,0.055315530370772206,3.528300387060092e-26,0.0,7.056161763177338e-05,2.9080302169511867e-25,7.209276397451444e-05
1767822.9064593397,0.056426113059986995,0.0,0.05522108295000139,-3.7300115983838104e-25,0.05532298232047209,5.799973526807477e-26,0.0,7.059068963067654e-05,2.7199493315404244e-26,7.212353442022545e-05
1767823.0,0.05642694722584581,0.0,0.05522185251840575,-3.7152183038459505e-25,0.05532375131281983,6.034395299817722e-26,0.0,7.059369248755309e-05,-2.662405555120915e-30,7.212670972846574e-05
1767823.9064593397,0.056435028701393095,0.0,0.05522931144677601,-3.59324376734304e-25,0.0553312082351738,6.707322069567506e-26,0.0,7.062280226662653e-05,2.636008659741593e-25,7.215751217738652e-05
1767825.0,0.05644476889315401,0.0,0.055238316139564696,-3.588743319898719e-25,0.05534020966107089,4.915249802924161e-26,0.0,7.065796784638272e-05,-1.1632493604582464e-25,7.219470719319578e-05
1767825.4064593397,0.056448387003234485,0.0,0.05524166465925074,-3.5940103977756757e-25,0.055343557837253775,4.0398156060326636e-26,0.0,7.06710504541975e-05,1.8757502835528933e-27,7.220854786227659e-05
1767826.0,0.056453667701053395,0.0,0.055246556320230705,-3.600939354301192e-25,0.05534844708079822,2.761444707387399e-26,0.0,7.069016936463903e-05,1.7448074805484915e-25,7.222875898566372e-05
1767826.4064593397,0.05645728259877934,0.0,0.05524990710633322,-3.6029530857087597e-25,0.0553517974949863,2.1765779083884053e-26,0.0,7.070326947526346e-05,1.9812088532072466e-25,7.224261405637194e-05
1767827.0,0.0564625586452267,0.0,0.055254802075570465,-3.582717513338394e-25,0.05535669000662415,1.3225140643222465e-26,0.0,7.072241411892724e-05,2.326418848749839e-25,7.226284621003348e-05
1767827.9064593397,0.05647061137127952,0.0,0.055262281225428374,-3.566936721990569e-25,0.055364166880929086,1.4150656179252893e-26,0.0,7.07516796198983e-05,1.7992117919904103e-25,7.229377704462155e-05
1767828.0,0.056471441840756746,0.0,0.05526305340186446,-3.567011273988786e-25,0.05536493844533264,1.424616331410809e-26,0.0,7.075470261685053e-05,1.7448074805484915e-25,7.229696890394231e-05
1767828.9064593397,0.056479487640230655,0.0,0.05527053759862846,-3.5394726144169443e-25,0.055372420322998835,3.3662743431113325e-26,0.0,7.07840081986001e-05,1.7448074805484915e-25,7.232793193257588e-05
1767830.0,0.05648918544621826,0.0,0.055279572753722625,-3.5745263113830446e-25,0.055381451888577564,5.0328714812140157e-26,0.0,7.081941287401506e-05,-4.652917569666332e-25,7.236532088064895e-05
1767830.4064593397,0.056492787962290916,0.0,0.05528293259105801,-3.5805115091617045e-25,0.055384811282396564,4.6687136418339953e-26,0.0,7.083258505907862e-05,-3.2345093337138015e-25,7.237923372486105e-05
1767831.0,0.056498046086315354,0.0,0.05528784077313128,-3.5716966491601763e-25,0.055389716906726234,4.1369446224948376e-26,0.0,7.085183564846268e-05,-1.1632493604582464e-25,7.239955024347694e-05
1767831.4064593397,0.05650164562391588,0.0,0.05529120287018874,-3.582739043287687e-25,0.05539307855237241,3.2997442139460877e-26,0.0,7.086502636793615e-05,-1.6360521057757565e-25,7.241347756580687e-05
1767832.0,0.05650689943810039,0.0,0.0552961143511857,-3.5823124842178455e-25,0.055397987464979315,2.0772049957810737e-26,0.0,7.088430419695812e-05,-2.3264720968609415e-25,7.243381522639387e-05
1767832.9064593397,0.056514918574437516,0.0,0.05530361870868619,-3.524330102283931e-25,0.05540548941782933,2.2608089604339507e-26,0.0,7.09137747030382e-05,1.8911843572144893e-25,7.246490747739687e-05
1767833.0,0.0565157456166562,0.0,0.055304393485452616,-3.5172733108101696e-25,0.0554062635701743,2.279755685723146e-26,0.0,7.091681902710453e-05,2.326418848749839e-25,7.246811599383327e-05
1767833.9064593397,0.05652375834800384,0.0,0.055311902877584515,-3.517155384977162e-25,0.05541377055737307,3.816516129563223e-26,0.0,7.094633191457137e-05,2.853625905509268e-25,7.249924118443661e-05
1767835.0,0.056533416914411334,0.0,0.05532096841418606,-3.5311091429722928e-25,0.05542283244917371,3.505221879601478e-26,0.0,7.098198956276307e-05,-3.4896948332636367e-25,7.253682695667337e-05
1767835.4064593397,0.05653700500588818,0.0,0.05532433954093407,-3.558384525210642e-25,0.05542620313027179,3.460395564149203e-26,0.0,7.099525648307677e-05,-2.5440893426286165e-25,7.255081348504875e-05
