t_minus_t0_M,NRHybSur3dq8_CCE_delta_h20_real_over_nu,NRHybSur3dq8_CCE_delta_h20_imag_over_nu,NRHybSur3dq8_CCE_perturbative_delta_h20_real_over_nu,NRHybSur3dq8_CCE_perturbative_delta_h20_imag_over_nu,SEOBNRv5EHM_delta_h20_real_over_nu,SEOBNRv5EHM_delta_h20_imag_over_nu,NRHybSur3dq8_CCE_delta_h30_real_over_nu,NRHybSur3dq8_CCE_delta_h30_imag_over_nu,SEOBNRv5EHM_delta_h30_real_over_nu,SEOBNRv5EHM_delta_h30_imag_over_nu
122893.0,0.0002460174028759704,0.0,0.0002459209668312547,-4.504638857324662e-29,0.0002458883042951277,-3.7023505466567215e-30,0.0,1.3955429803352536e-08,8.874685183736383e-31,1.3369705624162282e-08
123600.0,0.0002474964813484089,0.0,0.0002474010875488132,-4.4862330922173636e-29,0.0002473682235433629,-3.8175214206977495e-30,0.0,1.4041331589756374e-08,-7.099748146989106e-30,1.3452016575267633e-08
123777.0,0.00024786707567426403,0.0,0.0002477717647995854,-4.759180774753308e-29,0.00024773885020077264,-3.722660541180534e-30,0.0,1.4062870219769982e-08,0.0,1.3472630358469404e-08
124500.0,0.0002493822098210783,0.0,0.0002492864013713649,-4.8859860780006807e-29,0.0002492532798636626,-4.050273633570403e-30,0.0,1.4150911786108048e-08,3.993608332681372e-30,1.355685576439274e-08
124661.0,0.0002497198697940617,0.0,0.00024962379816062524,-5.222484549078924e-29,0.0002495906304627078,-4.426118122860874e-30,0.0,1.4170520140028379e-08,-4.4373425918681914e-30,1.357561775762442e-08
125380.0,0.00025122854510183806,0.0,0.00025113105805313644,-5.339368262889162e-29,0.00025109768402407305,-4.772472305239336e-30,0.0,1.4258078957653157e-08,-8.430950924549564e-30,1.3659453593542839e-08
125545.0,0.0002515749079285976,0.0,0.0002514770676107108,-5.056557487888261e-29,0.0002514436462045125,-4.791030824079534e-30,0.0,1.427817218385581e-08,-4.437342591868191e-31,1.3678706171859493e-08
126280.0,0.0002531183688038428,0.0,0.0002530189059346583,-5.488609198793042e-29,0.000252985274344977,-5.4488890265313625e-30,0.0,1.4367711991243828e-08,3.106139814307734e-30,1.376453097619222e-08
126430.0,0.00025343344883567074,0.0,0.00025333367199095963,-5.393559851416708e-29,0.0002532999975298372,-5.5213005623871496e-30,0.0,1.438599869962674e-08,2.2186712959340957e-30,1.3782056873622263e-08
127180.0,0.0002550089577622234,0.0,0.0002549080366838686,-4.9784302593495885e-29,0.00025487414873580876,-5.089227865134721e-30,0.0,1.4477501794530469e-08,3.549874073494553e-30,1.3869723679216916e-08
127314.0,0.0002552904213048397,0.0,0.00025518941721010074,-4.8073323339534964e-29,0.0002551554910562212,-5.1685999593393336e-30,0.0,1.4493859205852915e-08,-2.662405555120915e-30,1.388539186683671e-08
128080.0,0.0002568988652004902,0.0,0.00025679845311747554,-4.6397133298614394e-29,0.0002567643085270086,-5.470022822958414e-30,0.0,1.4587413791995796e-08,-7.099748146989106e-30,1.3974985561414334e-08
128198.0,0.0002571465849818803,0.0,0.00025704640324159087,-4.6688736512851484e-29,0.00025701222485171937,-5.298872313983003e-30,0.0,1.4601834231910199e-08,-3.993608332681372e-30,1.3988792687152213e-08
128980.0,0.00025878891988560066,0.0,0.0002586901580164237,-4.3632223873514547e-29,0.0002586557549612352,-4.7895857123428325e-30,0.0,1.469747957002855e-08,3.106139814307734e-30,1.4080348012127705e-08
129082.0,0.00025900333877020297,0.0,0.0002589046326316062,-4.30997216483728e-29,0.00025887020013723005,-4.886478533130486e-30,0.0,1.4709966258740011e-08,0.0,1.4092298412811103e-08
129860.0,0.0002606412517588896,0.0,0.0002605410721498784,-3.8368801207814794e-29,0.0002605064150575127,-4.227486706003063e-30,0.0,1.4805264755869899e-08,-7.987216665362745e-30,1.4183512469979609e-08
129966.0,0.0002608647247996056,0.0,0.00026076410644968205,-3.9896255104726204e-29,0.000260729418699196,-4.001164424826994e-30,0.0,1.4818249359923919e-08,-6.212279628615468e-30,1.4195948117491202e-08
130760.0,0.00026253947200466127,0.0,0.0002624353280785197,-3.078256413907064e-29,0.0002624004116695898,-4.3721693649233316e-30,0.0,1.491546596207643e-08,2.662405555120915e-30,1.4289132078387952e-08
130850.0,0.0002627292640087974,0.0,0.00026262482471888334,-2.990290156968013e-29,0.0002625898823538017,-4.456671981102817e-30,0.0,1.4926480852468693e-08,-2.2186712959340957e-30,1.4299697790013864e-08
131660.0,0.0002644358423774496,0.0,0.0002643308748357262,-3.5086953277689935e-29,0.0002642956999124711,-4.353716898380687e-30,0.0,1.5025660627883986e-08,-7.543482406175925e-30,1.4394818730020463e-08
131734.0,0.00026459161380371337,0.0,0.0002644867884635724,-3.509048947238061e-29,0.0002644515922252427,-4.4037106428788444e-30,0.0,1.503473136249978e-08,-2.662405555120915e-30,1.4403512545313023e-08
132560.0,0.00026633013555836635,0.0,0.00026622771465802705,-3.6367315233320854e-29,0.00026619228109731665,-4.0968121590716736e-30,0.0,1.51361783298978e-08,1.7749370367472766e-30,1.450061530630445e-08
132618.0,0.00026645230295071695,0.0,0.0002663499998800071,-3.552808377029156e-29,0.0002663145496075139,-3.993872687174659e-30,0.0,1.514331498240113e-08,8.874685183736383e-31,1.450743847658621e-08
133440.0,0.0002681862576679032,0.0,0.00026808365481721143,-3.9405314654505677e-29,0.00026804796801609,-3.7621670032011914e-30,0.0,1.5244533194311362e-08,-2.2186712959340957e-30,1.4604203602765323e-08
133503.0,0.00026831931395432265,0.0,0.0002682165708421362,-3.986376112053864e-29,0.0002681808658633396,-3.863758031373474e-30,0.0,1.5252288428499842e-08,1.3312027775604574e-30,1.461162420766867e-08
134340.0,0.0002700883259382945,0.0,0.00026998305806751944,-4.175417571531691e-29,0.0002699471119136288,-3.7569693570395014e-30,0.0,1.535523717882526e-08,-3.549874073494553e-30,1.4710250529110944e-08
134387.0,0.00027018769595314745,0.0,0.0002700822848767009,-4.164327055226467e-29,0.00027004632508023527,-3.811272934490439e-30,0.0,1.5361014293617343e-08,-7.987216665362745e-30,1.4715790332208651e-08
135240.0,0.00027199056520931355,0.0,0.0002718837605802695,-4.3973246391249535e-29,0.0002718475537710121,-4.2087374338871316e-30,0.0,1.54658741256657e-08,-3.993608332681372e-30,1.4816367092467711e-08
135271.0,0.00027205607321129994,0.0,0.0002719492524705998,-4.329815973621472e-29,0.00027191303657194267,-4.197733995665563e-30,0.0,1.5469687656621038e-08,-4.437342591868191e-31,1.4820023824240201e-08
136140.0,0.0002738931062556502,0.0,0.0002737857636289375,-4.483970782475184e-29,0.000273749294891975,-4.154203307582502e-30,0.0,1.5576752780543096e-08,3.106139814307734e-30,1.4922600046877317e-08
136155.0,0.00027392482882037273,0.0,0.00027381747475606853,-4.48390993196642e-29,0.0002737810015960257,-4.2157621532247705e-30,0.0,1.5578603411685543e-08,3.993608332681372e-30,1.4924371868805887e-08
137039.0,0.0002757948549704619,0.0,0.0002756869514317287,-4.411905371466489e-29,0.0002756502220721518,-4.094148224673744e-30,0.0,1.56877670348778e-08,-4.4373425918681914e-30,1.5028861958694485e-08
137040.0,0.00027579697066181874,0.0,0.00027568906691958757,-4.414233243818992e-29,0.00027565233728656324,-4.0812072969002106e-30,0.0,1.568789060363908e-08,1.3312027775604574e-30,1.5028980223985785e-08
137920.0,0.0002776585246032305,0.0,0.00027755133281757977,-4.5103452421448806e-29,0.00027751434979197845,-3.8415547237481036e-30,0.0,1.5796681169350907e-08,-8.874685183736383e-31,1.5133092247155648e-08
137923.0,0.00027766487084586407,0.0,0.0002775576836238692,-4.500569206055509e-29,0.00027752069969400636,-3.8917406625904295e-30,0.0,1.579705217312023e-08,-1.7749370367472766e-30,1.5133447280726105e-08
138807.0,0.00027953642997524935,0.0,0.00027942967477798705,-4.5730154730210426e-29,0.0002793924356337324,-4.035663733947154e-30,0.0,1.5906377984482457e-08,-7.099748146989106e-30,1.5238100884980853e-08
138820.0,0.0002795639835435795,0.0,0.0002794572133960506,-4.543393537806289e-29,0.00027941997055661754,-4.020986628623064e-30,0.0,1.590798562461229e-08,-6.212279628615468e-30,1.5239640616950592e-08
139691.0,0.0002814123771069932,0.0,0.0002813029278738959,-4.259890270351259e-29,0.0002812654312170407,-3.7593262989855824e-30,0.0,1.601568237530138e-08,-2.2186712959340957e-30,1.5342871732087363e-08
139720.0,0.00028147398372778214,0.0,0.0002813644020621072,-4.223922661878946e-29,0.0002813268970027729,-3.7067146936644044e-30,0.0,1.6019267729279067e-08,-2.2186712959340957e-30,1.5346311395761196e-08
140576.0,0.00028329249940390363,0.0,0.0002831795649161792,-3.8215177638869844e-29,0.00028314180928241294,-3.653077784592429e-30,0.0,1.6125186517691155e-08,8.874685183736383e-31,1.5447907151589434e-08
140620.0,0.00028338592107329114,0.0,0.0002832728996100956,-3.8981720871235503e-29,0.0002832351311648899,-3.581917087990829e-30,0.0,1.613063891152342e-08,0.0,1.5453132025021064e-08
141460.0,0.000285167616048554,0.0,0.0002850553445430495,-3.123100524930956e-29,0.00028501733114345623,-3.591216289323924e-30,0.0,1.623490098839345e-08,-4.4373425918681914e-30,1.5552912573489896e-08
141520.0,0.00028529478763723165,0.0,0.00028518270566301466,-2.909343444181856e-29,0.00028514467481634997,-3.429439592304319e-30,0.0,1.6242358373045128e-08,-8.874685183736383e-30,1.556004186434729e-08
142344.0,0.0002870419862400496,0.0,0.0002869323875356592,-2.745578446252074e-29,0.00028689411738767775,-3.553933721048011e-30,0.0,1.6344810955261276e-08,2.662405555120915e-30,1.5657989543755057e-08
142400.0,0.00028716083194508927,0.0,0.00028705133779272915,-2.6207548537944256e-29,0.0002870130514395048,-3.495748549879355e-30,0.0,1.6351772780963302e-08,-1.3312027775604574e-30,1.566464961756573e-08
143228.0,0.0002889206690579973,0.0,0.0002888106966691776,-2.316173690819671e-29,0.000288772169466096,-3.753403303503205e-30,0.0,1.645464532418284e-08,-8.430950924549564e-30,1.5763189907522e-08
143300.0,0.00028907394904819066,0.0,0.00028896373689988767,-2.1579558547378293e-29,0.0002889251887894846,-3.524094263556532e-30,0.0,1.646358601079075e-08,-1.3312027775604574e-30,1.5771764891868672e-08
144112.0,0.00029080388585190833,0.0,0.0002906902745720381,-2.513729130782523e-29,0.00029065148926722873,-4.1150434953019454e-30,0.0,1.656445877035902e-08,-8.430950924549564e-30,1.5868530574991118e-08
144200.0,0.0002909913985224804,0.0,0.0002908774512831386,-2.4777964661093785e-29,0.0002908386403270512,-4.323609504741836e-30,0.0,1.6575401180241617e-08,-8.874685183736383e-31,1.5879023051521206e-08
144996.0,0.0002926870584255857,0.0,0.0002925711222917264,-2.3726499536041647e-29,0.0002925320784902359,-4.094361462701237e-30,0.0,1.667450151529928e-08,-7.099748146989106e-30,1.597396198963942e-08
145100.0,0.0002929085127086916,0.0,0.0002927924819725777,-2.2491241061776892e-29,0.00029275340779285263,-4.23339283898954e-30,0.0,1.6687464115729425e-08,-3.549874073494553e-30,1.5986369630487552e-08
145880.0,0.0002945689277725869,0.0,0.00029445324098652714,-1.7205541778069853e-29,0.0002944139382653164,-4.592056002607485e-30,0.0,1.678476003575988e-08,8.874685183736383e-31,1.6079462885156394e-08
145980.0,0.00029478181095456005,0.0,0.000294666230455689,-1.5964393679780262e-29,0.0002946268983771247,-4.467175677282801e-30,0.0,1.679724124418337e-08,-8.874685183736383e-31,1.609140459893495e-08
146765.0,0.00029645343599732723,0.0,0.0002963387638561163,-1.2231387139397114e-29,0.0002962992009800314,-4.493692648761971e-30,0.0,1.689525998193793e-08,-6.212279628615468e-30,1.618521377983109e-08
146880.0,0.0002966984015478737,0.0,0.0002965838689427931,-1.3767984460420603e-29,0.0002965442723210741,-4.527891435102205e-30,0.0,1.6909624771831003e-08,-4.437342591868191e-31,1.61989669478069e-08
147649.0,0.0002983374279342736,0.0,0.0002982234305507792,-1.0481299136633093e-29,0.0002981836081626993,-5.1792957940472704e-30,0.0,1.7005698380543518e-08,-4.4373425918681914e-30,1.629098504180332e-08
147780.0,0.0002986168553758613,0.0,0.0002985028277031702,-8.513785449378906e-30,0.00029846296703749835,-5.366459523807925e-30,0.0,1.7022065527406096e-08,-3.549874073494553e-30,1.6306667686403093e-08
148533.0,0.00030022464681140167,0.0,0.0003001093717861577,-1.3267468853135454e-29,0.00030006929092322386,-4.677543665260276e-30,0.0,1.7116142211457164e-08,-1.3312027775604574e-30,1.6396840574451878e-08
148680.0,0.00030053886618943977,0.0,0.00030042310786722277,-1.61302468693513e-29,0.00030038298411819706,-4.321546282453481e-30,0.0,1.713451028341113e-08,-7.543482406175925e-30,1.6414449589875404e-08
149417.0,0.0003021155025937613,0.0,0.000301996590082073,-2.1988476094282246e-29,0.0003019562504419722,-4.702143789434604e-30,0.0,1.7226669619900427e-08,-7.987216665362745e-30,1.650277272538941e-08
149580.0,0.0003024642862139201,0.0,0.0003023447122949608,-2.2018202342305658e-29,0.00030230432480278735,-4.4651141996545786e-30,0.0,1.724707997011126e-08,-1.7749370367472766e-30,1.6522318235781606e-08
150301.0,0.00030400614475914006,0.0,0.00030388508817425966,-2.1077114083418537e-29,0.0003038444881813578,-4.567036892463058e-30,0.0,1.7337501113465727e-08,-4.8810768510550105e-30,1.6608836877436153e-08
150460.0,0.000304345846852699,0.0,0.00030422489737988293,-2.1367371332576752e-29,0.00030418425043771016,-4.4639630020676385e-30,0.0,1.7357466209120928e-08,4.437342591868191e-31,1.6627929961020903e-08
151185.0,0.00030589358288961224,0.0,0.00030577486746774323,-2.3617916741449474e-29,0.00030573400616323875,-4.310886797564578e-30,0.0,1.7448514584822474e-08,-8.430950924549564e-30,1.6715039693038185e-08
151360.0,0.0003062671479652861,0.0,0.00030614912724827835,-2.352752673072053e-29,0.0003061082142830614,-4.391754555671326e-30,0.0,1.7470483350163072e-08,-5.768545369428649e-30,1.6736074871084076e-08
152069.0,0.00030778255226575753,0.0,0.00030766592839427914,-2.8804258411656337e-29,0.00030762480596324725,-3.584854045414451e-30,0.0,1.7559433754149793e-08,-8.874685183736383e-31,1.6821323385409774e-08
152260.0,0.00030819144000011553,0.0,0.00030807468571904077,-2.97419123804779e-29,0.000308033506999608,-3.3333725731181975e-30,0.0,1.7583388875145277e-08,-8.874685183736383e-30,1.6844296039147884e-08
152953.0,0.0003096772990576035,0.0,0.00030955827186214085,-3.5101164820505884e-29,0.0003095168887178427,-3.524863690796849e-30,0.0,1.7670368472090607e-08,4.437342591868191e-31,1.692768834404122e-08
153160.0,0.0003101216873153212,0.0,0.00031000157390430647,-3.321232838344861e-29,0.0003099601298402226,-3.6367834758296815e-30,0.0,1.769639140024298e-08,-5.768545369428649e-30,1.6952612950584652e-08
153838.0,0.0003115770893338802,0.0,0.00031145404248876914,-3.2405943424752143e-29,0.00031141239857596873,-3.310570063165418e-30,0.0,1.778175439850534e-08,-4.4373425918681914e-30,1.7034309115962875e-08
154060.0,0.0003120532945360139,0.0,0.00031192979397518433,-3.321351169515818e-29,0.00031188808462203986,-3.226285677295541e-30,0.0,1.7809733945238387e-08,-7.099748146989106e-30,1.706107784812232e-08
154722.0,0.00031347251650325105,0.0,0.00031334895861855224,-3.1772782480424076e-29,0.0003133070538493862,-3.2316233489514016e-30,0.0,1.789318257198702e-08,-6.656013887802287e-30,1.71409457533546e-08
154940.0,0.0003139397290010553,0.0,0.0003138164549490412,-3.203987320310003e-29,0.00031377448579542793,-3.1642642050234714e-30,0.0,1.7920659736646372e-08,2.2186712959340957e-30,1.7167257075403012e-08
155606.0,0.00031536733208710547,0.0,0.0003152451635750321,-3.1220136267807035e-29,0.00031520299724204783,-2.8381945280381392e-30,0.0,1.8004597543071834e-08,-1.7749370367472766e-30,1.7247661858077166e-08
155840.0,0.0003158692295139867,0.0,0.0003157473160039522,-3.410153438271217e-29,0.00031570508035972685,-2.8603703791453896e-30,0.0,1.8034097069022117e-08,-6.656013887802287e-30,1.7275920976296905e-08
156490.0,0.0003172644929697405,0.0,0.00031714265873556335,-3.2097124045813126e-29,0.0003171002298522794,-2.8292892517952306e-30,0.0,1.8116099919259768e-08,0.0,1.735445927866709e-08
156740.0,0.00031780154084912584,0.0,0.00031767951484311776,-3.332563067193639e-29,0.00031763701160109065,-3.0358162645079744e-30,0.0,1.8147667302479096e-08,-1.3312027775604574e-30,1.7384686703224185e-08
157374.0,0.0003191644400561215,0.0,0.00031904144554088337,-3.320850804524669e-29,0.0003189987533431274,-2.665437295232519e-30,0.0,1.822775441455311e-08,0.0,1.7461400217702617e-08
157640.0,0.0003197366097130777,0.0,0.00031961305278561735,-3.5440823955097605e-29,0.00031957028147920125,-3.256383301871396e-30,0.0,1.8261365754381424e-08,-8.874685183736383e-30,1.749360764499565e-08
158258.0,0.0003210665789373552,0.0,0.0003209415245719058,-3.873545664979482e-29,0.000320898569716819,-4.315644196227666e-30,0.0,1.8339497428454457e-08,-9.318419442923202e-30,1.756847287525756e-08
158520.0,0.0003216306947884792,0.0,0.0003215049185012336,-3.970843977300714e-29,0.0003214618860826942,-4.2738768552046546e-30,0.0,1.8372645260736022e-08,-5.32481111024183e-30,1.7600223618829867e-08
159142.0,0.00032297018175203037,0.0,0.00032284289685806047,-4.338452168236582e-29,0.0003227996804976124,-4.4828515830332936e-30,0.0,1.8451417154422763e-08,-5.768545369428649e-30,1.7675622478126042e-08
159420.0,0.0003235686596792127,0.0,0.0003234411074134648,-4.1879596726886313e-29,0.0003233978088433551,-4.5635617380063085e-30,0.0,1.8486663115737583e-08,-3.549874073494553e-30,1.7709333518313536e-08
160026.0,0.00032487262777740697,0.0,0.0003247455653463861,-4.632682167144452e-29,0.0003247020868294106,-4.9400678499771855e-30,0.0,1.85635265567436e-08,2.662405555120915e-30,1.778285822981205e-08
160320.0,0.000325505062017396,0.0,0.000325378641022752,-4.6613225403709145e-29,0.00032533507493573394,-4.761529439135359e-30,0.0,1.8600810585636745e-08,-5.32481111024183e-30,1.7818553997114664e-08
160911.0,0.00032677677092804637,0.0,0.00032665168758063063,-4.0529095484485503e-29,0.0003266079446656798,-4.79329200927934e-30,0.0,1.8675728531902268e-08,1.3312027775604574e-30,1.7890363079901617e-08
161220.0,0.0003274422723104991,0.0,0.00032731752181697075,-4.376683978797247e-29,0.00032727368640270626,-4.7848613613686845e-30,0.0,1.8714897510979567e-08,-6.656013887802287e-30,1.7927932096876877e-08
161795.0,0.0003286824164575254,0.0,0.00032855695669522085,-4.476234707402724e-29,0.0003285129490140773,-5.178503971800872e-30,0.0,1.8787837090567655e-08,-6.656013887802287e-30,1.7997874195031268e-08
162120.0,0.00032938435619034724,0.0,0.0003292577499694187,-4.468377633885086e-29,0.0003292136452127152,-4.8226926247274916e-30,0.0,1.8829115436698238e-08,-3.106139814307734e-30,1.803742045529744e-08
162679.0,0.00033059265908389054,0.0,0.00033046352564956177,-4.8718917462892914e-29,0.00033041925410394793,-4.8672628025143576e-30,0.0,1.8900215546992516e-08,1.7749370367472766e-30,1.810545992373913e-08
163000.0,0.00033128657477893004,0.0,0.00033115616510947436,-5.376703224692599e-29,0.0003311117978918934,-4.993993311259973e-30,0.0,1.8941093268237223e-08,4.437342591868191e-31,1.814454585290275e-08
163563.0,0.0003325030037029932,0.0,0.00033237139628490336,-5.648403491084363e-29,0.00033232686112501865,-5.4225673907666736e-30,0.0,1.901281833463666e-08,-6.212279628615468e-30,1.8213137571463056e-08
163900.0,0.0003332306332607972,0.0,0.00033309906120186075,-5.709380422176006e-29,0.00033305442546496187,-5.4859739538347346e-30,0.0,1.9055749743443913e-08,-1.3312027775604574e-30,1.8254225448384472e-08
164447.0,0.0003344111794045749,0.0,0.0003342805712424998,-5.997205440268956e-29,0.0003342357718398212,-5.578972427739421e-30,0.0,1.912542273388843e-08,1.3312027775604574e-30,1.8320966168581372e-08
164800.0,0.0003351731075625882,0.0,0.0003350433102144109,-5.979149607098753e-29,0.000334998405203152,-6.211943147558375e-30,0.0,1.9170381992653493e-08,-6.212279628615468e-30,1.8364062733144704e-08
165331.0,0.0003363199981884894,0.0,0.00033619105247759893,-5.109064403508041e-29,0.0003361459882862908,-5.865767946030197e-30,0.0,1.92380278533083e-08,3.993608332681372e-30,1.8428917543750943e-08
165700.0,0.0003371177617835326,0.0,0.00033698891372739516,-5.143772421153091e-29,0.00033694373900729744,-5.3063790166952824e-30,0.0,1.9285067205877044e-08,-7.543482406175925e-30,1.8474000387239783e-08
166215.0,0.000338232262953373,0.0,0.00033810284103162434,-5.336079197592169e-29,0.00033805751183782273,-5.1442774971797e-30,0.0,1.9350767100128666e-08,3.549874073494553e-30,1.8536941498513668e-08
166580.0,0.00033902282411372867,0.0,0.00033889259227672965,-6.062098078705765e-29,0.00033884715368209486,-4.644913752244637e-30,0.0,1.9397368380025325e-08,2.662405555120915e-30,1.858157018018566e-08
167099.0,0.000340147643856489,0.0,0.0003400159381818027,-6.297333590297856e-29,0.000339970343771519,-3.905129784691076e-30,0.0,1.946370541824918e-08,-8.430950924549564e-30,1.864506633370122e-08
167480.0,0.0003409737441916606,0.0,0.00034084087852155056,-6.278090511361233e-29,0.00034079516958086776,-3.9853185454917856e-30,0.0,1.9512458426815588e-08,1.7749370367472766e-30,1.8691713704481816e-08
167984.0,0.0003420668077221756,0.0,0.000341932512701898,-6.421226741954781e-29,0.0003418866519393388,-4.0461952758914025e-30,0.0,1.9577005995990767e-08,-4.8810768510550105e-30,1.8753462962888877e-08
168380.0,0.0003429257278745408,0.0,0.0003427905245162614,-6.510430624549928e-29,0.00034274454444584694,-4.2619214485490704e-30,0.0,1.962775114022442e-08,3.106139814307734e-30,1.880200961357293e-08
168868.0,0.0003439839830618839,0.0,0.00034384823494535403,-6.21691519978243e-29,0.00034380210772197873,-4.428071946394462e-30,0.0,1.969028097055602e-08,-8.430950924549564e-30,1.886185714815624e-08
169280.0,0.0003448769814630786,0.0,0.0003447415313280414,-5.944311920706464e-29,0.00034469528015494965,-4.5287284942278844e-30,0.0,1.974303451103879e-08,-4.4373425918681914e-30,1.8912400953861493e-08
169752.0,0.0003458996000237986,0.0,0.00034576527016863816,-6.250659816407594e-29,0.00034571887705948706,-4.393983738112627e-30,0.0,1.980343638975119e-08,1.7749370367472766e-30,1.897032398222414e-08
170180.0,0.00034682693695948456,0.0,0.0003466938994619867,-6.236245047515097e-29,0.00034664737794798856,-5.1555140545057815e-30,0.0,1.985821752643482e-08,-4.8810768510550105e-30,1.9022873758005222e-08
170636.0,0.00034781575803307844,0.0,0.0003476836197610549,-6.062879322052243e-29,0.0003476369612256451,-4.959635982410611e-30,0.0,1.991665735587742e-08,0.0,1.9078897273034845e-08
171060.0,0.00034873638734718394,0.0,0.00034860420050309516,-6.19664989087596e-29,0.0003485574144080557,-4.614875281869121e-30,0.0,1.9971087350590813e-08,2.662405555120915e-30,1.9131027561841156e-08
171520.0,0.0003497367408841804,0.0,0.00034960328708108176,-6.195945231129186e-29,0.00034955636213638815,-4.853775037423826e-30,0.0,2.0030235214070352e-08,1.7749370367472766e-30,1.9187622111824547e-08
171960.0,0.00035069502421807247,0.0,0.0003505592696257896,-6.532241849974402e-29,0.0003505122114799062,-5.335821769755694e-30,0.0,2.0086879126990655e-08,-9.318419442923202e-30,1.9241785952069234e-08
172404.0,0.0003516624477487901,0.0,0.00035152427458211505,-6.315299147339475e-29,0.00035147708173194385,-4.914631833769094e-30,0.0,2.0144056733277312e-08,2.662405555120915e-30,1.929646268748262e-08
172860.0,0.0003526554349587445,0.0,0.0003525157073220158,-6.637874491247795e-29,0.0003524683761900794,-4.8092351386012e-30,0.0,2.020275991152103e-08,-7.987216665362745e-30,1.9352633642521302e-08
173288.0,0.00035358678024313494,0.0,0.0003534465823689905,-6.418076672947207e-29,0.0003533991213801745,-4.263857460457049e-30,0.0,2.0257844354561975e-08,-1.7749370367472766e-30,1.940537340600226e-08
173760.0,0.0003546131879660023,0.0,0.00035447351365798757,-6.679371175059146e-29,0.0003544259097781678,-4.981979025063985e-30,0.0,2.0318590471168042e-08,-3.993608332681372e-30,1.9463566787809074e-08
174172.0,0.0003555087974787634,0.0,0.00035537021092811144,-6.864526428862162e-29,0.00035532248235798703,-5.261919175227392e-30,0.0,2.037162641586405e-08,-6.212279628615468e-30,1.951439783514453e-08
174660.0,0.0003565700888162023,0.0,0.00035643268990891044,-6.928771544127886e-29,0.00035638481401312026,-5.6154761932627565e-30,0.0,2.0434470622118086e-08,1.7749370367472766e-30,1.957465131393307e-08
175057.0,0.00035743418557400566,0.0,0.0003572973404824092,-6.788124127193014e-29,0.000357249344676238,-5.302368852983651e-30,0.0,2.0485624337970707e-08,-4.8810768510550105e-30,1.9623700175820255e-08
175540.0,0.000358486322920859,0.0,0.00035834965615475373,-6.821591297455316e-29,0.0003583015144465858,-5.282463324186896e-30,0.0,2.0547907759575786e-08,-1.3312027775604574e-30,1.9683402580324613e-08
175941.0,0.00035936055154964176,0.0,0.00035922361885031836,-6.564651992209542e-29,0.0003591753557287942,-5.839198498540725e-30,0.0,2.059967563142257e-08,3.549874073494553e-30,1.9732986341425492e-08
176440.0,0.0003604494296294506,0.0,0.000360311550057371,-6.470336807540476e-29,0.000360263135429312,-6.0466714080941485e-30,0.0,2.0664188878794465e-08,8.874685183736383e-31,1.9794707394649963e-08
176825.0,0.00036129040742798063,0.0,0.00036115122528386447,-6.822208417881106e-29,0.0003611026933468243,-6.296116876442985e-30,0.0,2.071403691064534e-08,8.874685183736383e-31,1.984234726134345e-08
177340.0,0.0003624164002678863,0.0,0.00036227482114640683,-6.703532421868816e-29,0.00036222613217532797,-6.338461435248965e-30,0.0,2.0780764356568955e-08,-1.7749370367472766e-30,1.9906109112564602e-08
177709.0,0.00036322355156131857,0.0,0.0003630801605527111,-7.142182628617844e-29,0.0003630313589045626,-6.2072170305195265e-30,0.0,2.0828568566920947e-08,-1.3312027775604574e-30,1.99518274594033e-08
178240.0,0.0003643844950002434,0.0,0.0003642394699652986,-6.983138474372947e-29,0.00036419050651843984,-6.482697788289804e-30,0.0,2.0897305766608313e-08,3.106139814307734e-30,2.0017664766523173e-08
178593.0,0.00036515549000189245,0.0,0.0003650104254311292,-6.894562069744772e-29,0.00036496135441609144,-6.88790443520339e-30,0.0,2.0942961705305613e-08,-8.874685183736383e-31,2.006146051604959e-08
179120.0,0.00036630528543865376,0.0,0.0003661617935587896,-6.925322089648493e-29,0.0003661125622419931,-7.122542718679672e-30,0.0,2.101110265338915e-08,-8.430950924549564e-30,2.0126870931372673e-08
179477.0,0.0003670838103654339,0.0,0.000366942021797065,-6.898310498611705e-29,0.00036689268177865237,-7.615689394541647e-30,0.0,2.1057306735771563e-08,-6.656013887802287e-30,2.0171196302670735e-08
180020.0,0.00036826875601752695,0.0,0.0003681291722831012,-7.29057829131242e-29,0.0003680796670049353,-7.545864494148988e-30,0.0,2.1127703165998288e-08,-2.2186712959340957e-30,2.0238637005656258e-08
180361.0,0.0003690141034936762,0.0,0.00036887495134038125,-6.844217136353022e-29,0.0003688253422340082,-7.45514796160194e-30,0.0,2.1171987809917418e-08,2.662405555120915e-30,2.028100857262126e-08
180920.0,0.00037023829586124474,0.0,0.0003700979337816467,-6.650018729331337e-29,0.000370048154444628,-7.300833802237126e-30,0.0,2.1244686292100998e-08,-2.662405555120915e-30,2.0350510705003016e-08
181245.0,0.0003709511902556756,0.0,0.00037080921578626694,-6.402934444881115e-29,0.0003707593373015988,-6.973992875446675e-30,0.0,2.1286984641080223e-08,3.549874073494553e-30,2.0390947718532845e-08
181820.0,0.0003722135251928824,0.0,0.0003720680805833178,-6.515298591149851e-29,0.00037201802653562163,-6.437379156378079e-30,0.0,2.1361811456010466e-08,8.874685183736383e-31,2.0462540821865496e-08
