nu_t_over_M,FastEMRIWaveforms_R_h20_over_nu_M,arXiv_2407_19017_Fig3_R_h20_over_nu_M
-87.41759935167356,0.07963409905490654,0.07926587281921434
-87.19727577934623,0.07965874990388395,0.07927876065707126
-86.97750747972688,0.07968338983984505,0.07929161601422469
-86.75829305330736,0.07970801884293899,0.07930443897253892
-86.53963110424154,0.07973263689306023,0.07934859084860306
-86.32152024034536,0.07975724396987754,0.07940672426484505
-86.10395907218131,0.07978184005297545,0.07946471116985769
-85.88694621519453,0.07980642512157579,0.07952255193266848
-85.6704802866612,0.07983099915487576,0.07958024692181687
-85.45455990874026,0.07985556213174036,0.0796377965045409
-85.23918370633712,0.07988011403090063,0.07969520104734662
-85.02435030801924,0.07990465483092725,0.07975246091576399
-84.81005834571097,0.07992918451017536,0.07980957647442827
-84.5963064546935,0.07995370304678585,0.07986654808708
-84.38309327421526,0.07997821041877183,0.07992337611640238
-84.17041744627114,0.08000270660396344,0.07998006092434652
-83.95827761682332,0.08002719157995197,0.08003660287180615
-83.74667243488562,0.08005166532423401,0.08009300231886167
-83.53560055313392,0.0800761278140697,0.08014925962461739
-83.32506062729577,0.08010057902662761,0.08020537514736426
-83.11505131706596,0.08012501893881362,0.08026134924433585
-82.90557128458063,0.0801494475274736,0.08031718227211501
-82.69661919624828,0.08017386476919294,0.08037287458614592
-82.48819372183426,0.08019827064044205,0.08042842654097798
-82.28029353385053,0.08022266511925437,0.0804838384904286
-82.07291730786062,0.08024704819268232,0.08053911078750181
-81.86606372431089,0.08027141985038472,0.08059424378390022
-81.65973146578382,0.08029578008184485,0.08064923783075711
-81.45391921760844,0.08032012887625416,0.08070409327847371
-81.24862567030168,0.08034446622248453,0.08075881047606849
-81.04384951621145,0.08036879210920761,0.08081338977207196
-80.83958945104256,0.08039310652477924,0.08086783151411985
-80.635844174467,0.0804174094573296,0.08092213604879055
-80.43261238859813,0.08044170089470618,0.08097630372201173
-80.22989280012688,0.08046598082447531,0.081030334878491
-80.02768411757513,0.08049024923401311,0.08108422986244795
-79.82598505343206,0.0805145061103886,0.0811379890170448
-79.62479432354364,0.08053875144042463,0.08119161268454905
-79.42411064680755,0.08056298521072978,0.08124510120641482
-79.22393274486802,0.08058720740767032,0.08129845492336418
-79.0242593433365,0.08061141801734188,0.08135167417506184
-78.8250891705709,0.08063561702563123,0.08140475930044047
-78.62642095859124,0.08065980441812744,0.0814577106374567
-78.42825344185886,0.08068398018030494,0.08151052852341642
-78.23058535941263,0.08070814429725295,0.0815632132944055
-78.03341545120698,0.08073229675401022,0.0816157652862658
-77.83674246299451,0.08075643753523327,0.08166818483329373
-77.64056514174854,0.08078056662544068,0.0817204722694604
-77.44488223840958,0.0808046840088931,0.08177262792767952
-77.24969250666464,0.08082878966971718,0.08182465214013274
-77.054994704168,0.08085288359169288,0.08187654523794434
-76.8607875904049,0.08087696575853068,0.08192830755175058
-76.66706992943813,0.08090103615356635,0.08197993941096766
-76.47384048716152,0.0809250947601004,0.08203144114452378
-76.28109803313096,0.08094914156112296,0.08208281308037102
-76.08884134056431,0.08097317653946916,0.08213405554548547
-75.8970691845105,0.08099719967772791,0.0821851688663552
-75.7057803442908,0.08102121095833618,0.08223615336832954
-75.51497360166788,0.0810452103635188,0.0822870093761071
-75.3246477420664,0.08106919787528938,0.08233773721341049
-75.13480155274209,0.0810931734755144,0.08238833720347424
-74.945433825223,0.08111713714588357,0.08243880966839423
-74.75654335347858,0.08114108886781704,0.08248915492961556
-74.56812893514027,0.08116502862262341,0.08253937330760734
-74.38018936997575,0.08118895639140719,0.08258946512226929
-74.1927234617199,0.08121287215510142,0.08263943069244377
-74.00573001593857,0.08123677589450093,0.08268927033648509
-73.81920784247002,0.08126066759013677,0.08273898437160884
-73.63315575328872,0.08128454722246772,0.08278857311446126
-73.44757256342078,0.08130841477172313,0.08283803688087522
-73.26245709185956,0.08133227021796745,0.0828873759856262
-73.0778081597346,0.08135611354110145,0.08293659074292031
-72.8936245903116,0.08137994472092787,0.0829856814663943
-72.70990521173904,0.08140376373702433,0.08303464846838354
-72.52664885369117,0.08142757056880862,0.0830834920608167
-72.34385434919915,0.08145136519557208,0.08313221255472772
-72.16152053465099,0.08147514759641647,0.08318081026025587
-71.97964624857092,0.08149891775038427,0.08322928548697103
-71.79823033314516,0.08152267563623355,0.08327763854346705
-71.61727163269614,0.08154642123269805,0.08332586973776838
-71.43676899551353,0.0815701545182613,0.08337397937684216
-71.25672127202311,0.08159387547135281,0.08342196776708609
-71.07712731539725,0.08161758407021906,0.08346983521416587
-70.89798598216517,0.08164128029393848,0.08351758202285249
-70.71929613190778,0.08166496412927192,0.08356520849710357
-70.54105662634218,0.08168863556675196,0.08361271494030735
-70.36326633084751,0.08171229459654601,0.08366010165487603
-70.18592411293909,0.08173594120875852,0.08370736894265246
-70.0090288437943,0.0817595753931032,0.08375451710450343
-69.83257939672666,0.08178319713913565,0.08380154644072639
-69.65657464779628,0.08180680643615605,0.0838484572508867
-69.48101347703042,0.08183040327317725,0.08389524983349239
-69.30589476567702,0.08185398763909309,0.08394192448672615
-69.13121739956165,0.08187755952241324,0.08398848150755053
-68.95698026542527,0.08190111891159878,0.08403492119268414
-68.78318225428129,0.08192466579472946,0.08408124383770688
-68.60982225927928,0.08194820015973939,0.0841274497376292
-68.43689917662054,0.08197172199435211,0.08417353918664827
-68.26441190525284,0.08199523128601446,0.08421951247822917
-68.09235934656536,0.082018728022033,0.08426536990518632
-67.92074040469379,0.08204221218947451,0.08431111175960206
-67.749553987741,0.08206568377516733,0.08435673833250137
-67.57879900472541,0.08208914276577049,0.08440224991466522
-67.40847436863262,0.0821125891477076,0.08444764679581718
-67.23857899519477,0.08213602290720189,0.0844929292649488
-67.06911180197503,0.08215944403034653,0.08453809761056359
-66.90007171050372,0.08218285250290046,0.08458315212010771
-66.73145764383708,0.08220624831059839,0.08462809308062058
-66.56326852869331,0.08222963143880886,0.08467292077816561
-66.39550329362173,0.08225300187284516,0.08471763549831816
-66.22816087052843,0.08227635959779471,0.08476223752575893
-66.06124019406607,0.08229970459848535,0.08480672714443652
-65.89474020071833,0.08232303685969473,0.08485110463781154
-65.72865983093608,0.08234635636590903,0.0848953702882872
-65.56299802700123,0.08236966310146274,0.08493952437777871
-65.39775373363702,0.08239295705054042,0.08498356718755057
-65.23292589922875,0.08241623819714305,0.08502749899789122
-65.06851347368755,0.0824395065250893,0.08507132008868241
-64.90451540997626,0.08246276201805183,0.08511503073899256
-64.74093066410941,0.08248600465948824,0.08515863122707665
-64.5777581945429,0.08250923443271276,0.08520212183053902
-64.41499696217394,0.0825324513209327,0.08524550282633328
-64.25264593003602,0.08255565530710865,0.08528877449084368
-64.09070406482458,0.08257884637409689,0.08533193709947844
-63.92917033537128,0.0826020245045798,0.0853749909270764
-63.76804371294914,0.08262518968106707,0.08541793624782572
-63.607323171272526,0.082648341885968,0.08546077333526383
-63.447007687412686,0.08267148110144999,0.08550350246203349
-63.28709624027188,0.08269460730965411,0.0855461239002894
-63.12758781119372,0.08271772049248159,0.08558863792153559
-62.96848138518385,0.08274082063170213,0.08563104479630002
-62.80977594846861,0.0827639077090274,0.0856733447947853
-62.65147049124154,0.08278698170585969,0.08571553818613668
-62.49356400461167,0.0828100426036537,0.08575762523925538
-62.336055483350094,0.08283309038359266,0.08579960622206657
-62.17894392436407,0.08285612502680648,0.08584148140192606
-62.022228327612574,0.08287914651422759,0.0858832510453763
-61.86590769519076,0.08290215482670103,0.08592491541839035
-61.70998103102479,0.0829251499449492,0.08596647478645328
-61.55444734270288,0.08294813184953619,0.08600792941407409
-61.399305639644254,0.08297110052094207,0.08604927956527376
-61.24455493431983,0.08299405593945379,0.08609052550325991
-61.09019424072638,0.08301699808535055,0.08613166749083344
-60.93622257621755,0.08303992694102781,0.08617270578990058
-60.78263896058833,0.08306284249659839,0.08621364066171683
-60.62944241546473,0.08308574474345373,0.0862544723670497
-60.47663196521928,0.08310863367276454,0.08629520116593462
-60.32420663758141,0.08313150927548225,0.08633582731751233
-60.17216546089085,0.08315437154237781,0.08637635108076092
-60.02050746775973,0.08317722046400602,0.08641677271351972
-59.86923169232601,0.08320005603063216,0.08645709247322138
-59.718337171169026,0.08322287823245786,0.08649731061664788
-59.56782294330945,0.08324568705936064,0.08653742739993048
-59.41768805051451,0.0832684825010826,0.08657744307846837
-59.26793153638243,0.08329126454715702,0.0866173579071728
-59.11855244817346,0.08331403318683402,0.0866571721399789
-58.96954983375823,0.08333678840930844,0.08669688603065913
-58.82092274466937,0.08335953020349489,0.08673649983200994
-58.672670234575705,0.08338225855814224,0.0867760137962584
-58.524791359587425,0.08340497346179712,0.08681542817498088
-58.37728517734057,0.08342767490284353,0.08685474321934705
-58.23015074974354,0.08345036286942745,0.08689395917938789
-58.08338713870475,0.08347303734961134,0.08693307630513433
-57.936993410099824,0.08349569833122263,0.08697209484555998
-57.79096863163539,0.08351834580189278,0.08701101504915039
-57.64531187406977,0.08354097974905869,0.08704983716357771
-57.50002220907682,0.08356360016007934,0.08708856143627013
-57.35509871168723,0.08358620702208329,0.08712718811376109
-57.21054045967825,0.08360880032200808,0.08716571744185202
-57.06634653174262,0.0836313800466789,0.08720414966610032
-56.922516009929936,0.08365394618273249,0.08724248503116869
-56.77904797842601,0.08367649871661813,0.08728072378115048
-56.63594152385798,0.0836990376346766,0.0873188661594883
-56.49319573498921,0.08372156292302457,0.08735691240905544
-56.35080970210887,0.08374407456771174,0.08739486277231849
-56.20878251947337,0.08376657255456596,0.08743271749068665
-56.06711328194943,0.08378905686931151,0.08747047680540646
-55.92580108806584,0.08381152749745255,0.08750814095674837
-55.78484503757204,0.083833984424392,0.08754571018465755
-55.644244232658835,0.08385642763543306,0.08758318472842841
-55.50399777887391,0.08387885711562215,0.08762056482646068
