t_minus_t0_M,FastEMRIWaveforms_delta_h20_real_over_nu,FastEMRIWaveforms_delta_h20_imag_over_nu,effective_0PN_delta_h20_real_over_nu,effective_0PN_delta_h20_imag_over_nu,FastEMRIWaveforms_delta_h30_real_over_nu,FastEMRIWaveforms_delta_h30_imag_over_nu,effective_0PN_delta_h30_real_over_nu,effective_0PN_delta_h30_imag_over_nu,FastEMRIWaveforms_e0_0p8_delta_h20_real_over_nu,FastEMRIWaveforms_e0_0p8_delta_h20_imag_over_nu,FastEMRIWaveforms_e0_0p8_delta_h30_real_over_nu,FastEMRIWaveforms_e0_0p8_delta_h30_imag_over_nu,eccentric_effective_0PN_e0_0p8_delta_h20_real_over_nu,eccentric_effective_0PN_e0_0p8_delta_h20_imag_over_nu,eccentric_effective_0PN_e0_0p8_delta_h30_real_over_nu,eccentric_effective_0PN_e0_0p8_delta_h30_imag_over_nu
199769625428.97067,0.04126512562396308,6.0687177022294e-23,0.06238316840288045,0.0,-1.7116667756902753e-29,9.114221468698806e-10,0.0,3.0290807280098678e-09,0.0027241056802241484,-4.4701581445015003e-23,3.8193682840030997e-32,1.5235938360115361e-12,0.0027329541245091943,0,0,1.5166671059923795e-12
199770296359.35092,0.041305745039715874,6.039873013259497e-23,0.06260565843276866,0.0,-1.8445278477864697e-29,9.14034306467684e-10,0.0,3.062188976669273e-09,0.002724122308198993,-4.470206679393355e-23,3.8197033687484113e-32,1.5236060061551736e-12,0.0027329707826775,0,0,1.5166792296785543e-12
199770965068.45786,0.04134639525328669,6.012983543567996e-23,0.0628308959187749,0.0,-1.9753149621661794e-29,9.166543476181307e-10,0.0,3.095968347327654e-09,0.002724138881123004,-4.470255053599e-23,3.820037344116617e-32,1.5236181360066793e-12,0.0027329873857914575,0,0,1.5166913133360981e-12
199771631563.64554,0.04138707633389206,5.988246656164152e-23,0.06305894769096865,0.0,-2.104122735205508e-29,9.192822746860315e-10,0.0,3.1304399040518195e-09,0.0027241553991784405,-4.4703032676504247e-23,3.82037021378058e-32,1.5236302256994502e-12,0.0027330039340327014,0,0,1.5167033570968127e-12
199772295852.24362,0.0414277883479616,5.96583603160661e-23,0.0632898829680917,0.0,-2.231045783280838e-29,9.219180920362022e-10,0.0,3.1656256135735957e-09,0.0027241718625469562,-4.470351322077855e-23,3.8207019814009693e-32,1.52364227536644e-12,0.0027330204275822674,0,0,1.5167153610920663e-12
199772957941.55756,0.04146853135916961,5.945901968363618e-23,0.06352377347069417,0.0,-2.3561787227685432e-29,9.245618040334592e-10,0.0,3.2015483945416617e-09,0.0027241882714096064,-4.4703992174097644e-23,3.8210326506263675e-32,1.5236542851401643e-12,0.0027330368666205972,0,0,1.516727325452801e-12
199773617838.86862,0.04150930542845,5.928571680733761e-23,0.06376069354086368,0.0,-2.4796161700447264e-29,9.272134150426127e-10,0.0,3.238232170033422e-09,0.002724204625946845,-4.4704469541728784e-23,3.8213622250932866e-32,1.5236662551526992e-12,0.00273305325132754,0,0,1.5167392503095197e-12
199774275551.43396,0.04155011061402315,5.913949594326767e-23,0.06400072026922721,0.0,-2.60145274148563e-29,9.298729294284762e-10,0.0,3.2757019236157103e-09,0.0027242209263385305,-4.470494532892176e-23,3.821690708426181e-32,1.523678185535684e-12,0.0027330695818823521,0,0,1.5167511357923115e-12
199774931086.48666,0.04159094697141661,5.902117639130623e-23,0.0642439336294935,0.0,-2.7217830534673635e-29,9.325403515558602e-10,0.0,3.313983759197208e-09,0.0027242371727639225,-4.4705419540908974e-23,3.822018104237497e-32,1.5236900764203206e-12,0.0027330858584637013,0,0,1.5167629820308308e-12
199775584451.2359,0.04163181455349024,5.893135540175665e-23,0.0644904166214449,0.0,-2.8407017223663034e-29,9.35215685789581e-10,0.0,3.3531049650341233e-09,0.0027242533654016905,-4.470589218290551e-23,3.822344416127729e-32,1.523701927937378e-12,0.0027331020812496666,0,0,1.5167747891543093e-12
199776235652.86697,0.04167271341045362,5.88704110581575e-23,0.06474025542259491,0.0,-2.9583033645588125e-29,9.378989364944545e-10,0.0,3.39309408216397e-09,0.0027242695044299103,-4.47063632601092e-23,3.8226696476854556e-32,1.523713740217192e-12,0.0027331182504177431,0,0,1.5167865572915572e-12
199776884698.5414,0.04171364358989404,5.883850513637039e-23,0.06499353954949388,0.0,-3.0746825964210046e-29,9.405901080352912e-10,0.0,3.4339809776855114e-09,0.0027242855900260696,-4.470683277770067e-23,3.8229938024873803e-32,1.5237255133896667e-12,0.0027331343661448409,0,0,1.5167982865709604e-12
199777531595.39703,0.041754605136795186,5.883558594015243e-23,0.06525036202923166,0.0,-3.189934034328996e-29,9.432892047769018e-10,0.0,3.475796923261243e-09,0.002724301622367068,-4.470730074084339e-23,3.823316884098364e-32,1.5237372475842767e-12,0.0027331504286072913,0,0,1.516809977120481e-12
199778176350.54797,0.04179559809355722,5.886139111333229e-23,0.06551081958189214,0.0,-3.304152294659153e-29,9.45996231084102e-10,0.0,3.5185746792793792e-09,0.0027243176016292186,-4.4707767154683706e-23,3.82363889607144e-32,1.5237489429300665e-12,0.0027331664379808421,0,0,1.5168216290676737e-12
199778818971.08487,0.04183662250002293,5.8915450428759e-23,0.06577501281503438,0.0,-3.417431993787839e-29,9.487111913217087e-10,0.0,3.562348585196818e-09,0.0027243335279882523,-4.4708232024350964e-23,3.823959841947907e-32,1.523760599555655e-12,0.0027331823944406648,0,0,1.5168332425396641e-12
199779459464.07486,0.041877678393497646,5.899708855417867e-23,0.06604304643084422,0.0,-3.5298677480911706e-29,9.514340898545317e-10,0.0,3.6071546565498875e-09,0.0027243494016193164,-4.470869535495751e-23,3.8242797252573277e-32,1.5237722175892341e-12,0.0027331982981613546,0,0,1.516844817663162e-12
199780097836.56168,0.041918765808767314,5.910542779517709e-23,0.06631502944716874,0.0,-3.641554173945388e-29,9.541649310473848e-10,0.0,3.653030689251864e-09,0.002724365222696979,-4.470915715159875e-23,3.8245985495175726e-32,1.5237837971585718e-12,0.0027332141493169328,0,0,1.5168563545644682e-12
199780734095.5658,0.04195988477812764,5.92393908153781e-23,0.06659107543356726,0.0,-3.7525858877266145e-29,9.56903719265078e-10,0.0,3.700016371828486e-09,0.0027243809913952326,-4.4709617419353284e-23,3.8249163182349e-32,1.5237953383910136e-12,0.0027332299480808489,0,0,1.5168678533694669e-12
199781368248.08432,0.042001035331395604,5.939770333397661e-23,0.06687130276326904,0.0,-3.8630575058112105e-29,9.59650458872428e-10,0.0,3.7481534062497945e-09,0.002724396707887489,-4.4710076163282793e-23,3.8252330349038924e-32,1.5238068414134819e-12,0.00273324569462598,0,0,1.5168793142036289e-12
199782000301.09134,0.04204221749593997,5.957889680085946e-23,0.06715583488300093,0.0,-3.973063644575533e-29,9.624051542342504e-10,0.0,3.797485638253596e-09,0.0027244123723465905,-4.4710533388432306e-23,3.8255487030076403e-32,1.5238183063524806e-12,0.0027332613891246382,0,0,1.5168907371920156e-12
199782630261.53775,0.04208343129669417,5.978131104934351e-23,0.06744480060140562,0.0,-4.082698920395705e-29,9.65167809715356e-10,0.0,3.8480591979061765e-09,0.002724427984944804,-4.471098909983008e-23,3.8258633260176517e-32,1.5238297333340937e-12,0.0027332770317485648,0,0,1.5169021224592757e-12
199783258136.35144,0.042124676756183456,6.00030969267996e-23,0.06773833439824058,0.0,-4.192057949647851e-29,9.679384296805554e-10,0.0,3.899922651465306e-09,0.002724443545853827,-4.471144330248773e-23,3.826176907393941e-32,1.5238411224839875e-12,0.0027332926226689381,0,0,1.5169134701296509e-12
199783883932.43747,0.04216595389454391,6.024221890321943e-23,0.06803657675594747,0.0,-4.3012353487083275e-29,9.707170184946646e-10,0.0,3.9531271655869405e-09,0.0027244590552447903,-4.471189600140036e-23,3.826489450585123e-32,1.5238524739274144e-12,0.0027333081620563755,0,0,1.5169247803269784e-12
199784507656.6779,0.04220726272953977,6.049645765788989e-23,0.06833967451520236,0.0,-4.410325733953494e-29,9.735035805224996e-10,0.0,4.007726685004362e-09,0.002724474513288255,-4.4712347201546405e-23,3.8268009590283194e-32,1.5238637877892092e-12,0.0027333236500809298,0,0,1.5169360531746898e-12
199785129315.93207,0.042248603276587055,6.076341264437226e-23,0.06864778125738306,0.0,-4.519423721759473e-29,9.762981201288712e-10,0.0,4.063778125142776e-09,0.0027244899201542203,-4.471279690788794e-23,3.827111436149329e-32,1.5238750641937956e-12,0.0027333390869120956,0,0,1.5169472887958036e-12
199785748917.0366,0.04228997554877386,6.104050463387612e-23,0.06896105771529545,0.0,-4.628623928502504e-29,9.791006416785927e-10,0.0,4.1213415809582e-09,0.00272450527601212,-4.47132451253705e-23,3.8274208853625647e-32,1.5238863032651836e-12,0.002733354472718811,0,0,1.5169584873129457e-12
199786366466.80548,0.04233137955688063,6.132497823719213e-23,0.06927967221587063,0.0,-4.738020970558712e-29,9.819111495364742e-10,0.0,4.180480553839714e-09,0.0027245205810308296,-4.471369185892334e-23,3.8277293100711744e-32,1.5238975051269743e-12,0.0027333698076694576,0,0,1.5169696488483343e-12
199786981972.03015,0.04237281530939855,6.161390440531089e-23,0.06960380115671752,0.0,-4.847709464304456e-29,9.847296480673319e-10,0.0,4.2412621982251704e-09,0.0027245358353786635,-4.471413711345936e-23,3.828036713667014e-32,1.5239086699023585e-12,0.0027333850919318637,0,0,1.5169807735237915e-12
199787595439.47955,0.04241428281280057,6.190414531418038e-23,0.06993362952058155,0.0,-4.9579442293379153e-29,9.87556145383371e-10,0.0,4.303757590135321e-09,0.0027245510392233797,-4.471458089387518e-23,3.8283430995307206e-32,1.5239197977141194e-12,0.0027334003256733034,0,0,1.5169918614607359e-12
199788206875.90024,0.04245578208395284,6.219053723493625e-23,0.07026935143069277,0.0,-5.071517667328732e-29,9.903907117099883e-10,0.0,4.368042019817878e-09,0.0027245661927321812,-4.4715023205051235e-23,3.8286484710317446e-32,1.5239308886846344e-12,0.0027334155090605054,0,0,1.5170029127801886e-12
199788816288.0164,0.04249731315934872,6.246480333616641e-23,0.07061117075142294,0.0,-5.189110123830617e-29,9.932333743104334e-10,0.0,4.43419531116683e-09,0.0027245812960717164,-4.471546405185178e-23,3.8289528315283645e-32,1.5239419429358747e-12,0.0027334306422596437,0,0,1.5170139276027768e-12
199789423682.52994,0.042538876075355274,6.271873371231981e-23,0.07095930173827511,0.0,-5.31031851470093e-29,9.960841359700166e-10,0.0,4.502302170743801e-09,0.002724596349408083,-4.471590343912498e-23,3.8292561843677464e-32,1.523952960589408e-12,0.0027334457254363505,0,0,1.5170249060487283e-12
199790029066.12067,0.04258047086567119,6.29445791403162e-23,0.07131396974253092,0.0,-5.434739755797044e-29,9.989429994740473e-10,0.0,4.572452569745364e-09,0.002724611352906828,-4.4716341371702956e-23,3.8295585328859933e-32,1.5239639417664002e-12,0.0027334607587557115,0,0,1.5170358482378813e-12
199790632445.44614,0.042622097561333276,6.313504552030923e-23,0.07167541197579226,0.0,-5.561970762976069e-29,1.0018099676078308e-09,0.0,4.644742162552285e-09,0.002724626306732949,-4.471677785440178e-23,3.8298598804081105e-32,1.5239748865876141e-12,0.0027334757423822672,0,0,1.5170467542896797e-12
199791233827.14203,0.042663756190755124,6.328328836116126e-23,0.07204387834083775,0.0,-5.691608452095238e-29,1.0046850431566724e-09,0.0,4.719272746080048e-09,0.002724641211050902,-4.471721289202167e-23,3.830160230248176e-32,1.5239857951734161e-12,0.0027334906764800216,0,0,1.5170576243231704e-12
199791833217.82193,0.042705446779745304,6.338290731000933e-23,0.07241963233542062,0.0,-5.823249739011649e-29,1.0075682289058773e-09,0.0,4.796152764596268e-09,0.0027246560660245936,-4.471764648934688e-23,3.8304595857092335e-32,1.5239966676437708e-12,0.0027335055612124348,0,0,1.5170684584570211e-12
199792430624.07758,0.04274716935152705,6.342794072580392e-23,0.07280295203717037,0.0,-5.956491539582673e-29,1.010459527640755e-09,0.0,4.875497865444402e-09,0.00272467087181739,-4.4718078651145847e-23,3.830757950083412e-32,1.5240075041182474e-12,0.0027335203967424311,0,0,1.5170792568095029e-12
199793026052.47882,0.042788923926762916,6.341286029651495e-23,0.07319413117811577,0.0,-6.090930769665698e-29,1.013358942146616e-09,0.0,4.9574315117259845e-09,0.0027246856285921156,-4.471850938217119e-23,3.8310553266519147e-32,1.5240183047160178e-12,0.0027335351832323976,0,0,1.5170900194984962e-12
199793619509.57388,0.04283071052357941,6.333256569969598e-23,0.07359348031897499,0.0,-6.226164345117814e-29,1.0162664752087638e-09,0.0,5.042085658949944e-09,0.0027247003365110573,-4.471893868715986e-23,3.831351718685136e-32,1.5240290695558615e-12,0.0027335499208441891,0,0,1.5171007466415028e-12
199794211001.88922,0.04287252915759151,6.318237930611055e-23,0.07400132813390549,0.0,-6.361789181796113e-29,1.0191821296125027e-09,0.0,5.12960150349299e-09,0.0027247149957359633,-4.4719366570833086e-23,3.831647129442606e-32,1.5240397987561632e-12,0.0027335646097391259,0,0,1.5171114383556368e-12
199794800535.9297,0.042914379841916574,6.295804092620499e-23,0.07441802281914485,0.0,-6.497402195558122e-29,1.0221059081431457e-09,0.0,5.2201303121313224e-09,0.002724729606428046,-4.471979303789645e-23,3.831941562173061e-32,1.5240504924349157e-12,0.0027335792500779985,0,0,1.517122094757623e-12
199795388118.17862,0.042956262587207326,6.265570259903358e-23,0.07484393363926342,0.0,-6.632600302260791e-29,1.0250378135859934e-09,0.0,5.31383434294956e-09,0.002724744168747986,-4.472021809303998e-23,3.8322350201144944e-32,1.5240611507097217e-12,0.0027335938420210682,0,0,1.5171327159638127e-12
199795973755.0979,0.042998177401663715,6.22719234235253e-23,0.0752794526277749,0.0,-6.766980417761641e-29,1.0279778487263598e-09,0.0,5.410887869725215e-09,0.00272475868285593,-4.472064174093819e-23,3.832527506494183e-32,1.5240717736977944e-12,0.0027336083857280695,0,0,1.5171433020901677e-12
199796557453.12796,0.04304012429106402,6.180366443159826e-23,0.0757249964607133,0.0,-6.90013945791777e-29,1.0309260163495479e-09,0.0,5.511478323641154e-09,0.002724773148911495,-4.4721063986250055e-23,3.83281902452869e-32,1.5240823615159585e-12,0.0027336228813582089,0,0,1.5171538532522733e-12
199797139218.68802,0.043082103258781666,6.124828350306023e-23,0.07618100852446874,0.0,-7.031674338586269e-29,1.033882319240862e-09,0.0,5.615807568350279e-09,0.0027247875670737705,-4.4721484833619226e-23,3.833109577423986e-32,1.5240929142806532e-12,0.0027336373290701727,0,0,1.5171643695653346e-12
199797719058.17587,0.0431241143058055,6.060353032192511e-23,0.07664796120228166,0.0,-7.16118197562452e-29,1.0368467601856123e-09,0.0,5.724093326974297e-09,0.0027248019375013172,-4.472190428767384e-23,3.8333991683753404e-32,1.5241034321079294e-12,0.0027336517290221215,0,0,1.5171748511441795e-12
199798296977.96832,0.04316615743077062,5.986754137370584e-23,0.07712635840806391,0.0,-7.288259284889899e-29,1.039819341969109e-09,0.0,5.836570782796048e-09,0.002724816260352173,-4.4722322353026866e-23,3.8336878005675385e-32,1.5241139151134574e-12,0.0027336660813716989,0,0,1.5171852981032603e-12
199798872984.42096,0.04320823262996585,5.903883498393316e-23,0.07761673839894075,0.0,-7.412503182239498e-29,1.042800067376656e-09,0.0,5.953494378647761e-09,0.0027248305357838527,-4.472273903427591e-23,3.833975477174771e-32,1.5241243634125227e-12,0.0027336803862760277,0,0,1.5171957105566518e-12
199799447083.86835,0.04325033989736806,5.811630639685113e-23,0.07811967690506298,0.0,-7.533510583530557e-29,1.04578893919356e-09,0.0,6.07513984477873e-09,0.0027248447639533478,-4.472315433600338e-23,3.834262201360729e-32,1.5241347771200288e-12,0.0027336946438917143,0,0,1.5172060886180563e-12
199800019282.62402,0.043292479224652805,5.709922289487664e-23,0.07863579061935409,0.0,-7.650878404620186e-29,1.048785960205125e-09,0.0,6.201806489696125e-09,0.00272485894501713,-4.472356826277646e-23,3.8345479762786007e-32,1.5241451563504986e-12,0.002733708854374847,0,0,1.5172164324008064e-12
199800589586.98074,0.043334650601226744,5.598721895766419e-23,0.07916574109807495,0.0,-7.764203561365755e-29,1.0517911331966612e-09,0.0,6.3338197949076705e-09,0.002724873079131155,-4.4723980819147325e-23,3.834832805071196e-32,1.5241555012180776e-12,0.0027337230178810048,0,0,1.517226742017852e-12
199801158003.21033,0.043376854014236195,5.4780291461538e-23,0.07971023913084911,0.0,-7.873082969624618e-29,1.054804460953479e-09,0.0,6.4715343617741836e-09,0.0027248871664508605,-4.472439200965298e-23,3.835116690870867e-32,1.5241658118365316e-12,0.0027337371345652521,0,0,1.5172370175817831e-12
199801724537.56387,0.043419089448597535,5.347879491793402e-23,0.08027004964904651,0.0,-7.977113545253885e-29,1.0578259462608818e-09,0.0,6.615337267722329e-09,0.0027249012071311708,-4.4724801838815455e-23,3.83539963679962e-32,1.5241760883192505e-12,0.0027337512045821446,0,0,1.5172472592048211e-12
199802289196.2718,0.04346135688701465,5.208343675143538e-23,0.08084599725358398,0.0,-8.075892204110691e-29,1.0608555919041737e-09,0.0,6.765651900029115e-09,0.0027249152013264963,-4.47252103111418e-23,3.8356816459691255e-32,1.5241863307792491e-12,0.0027337652280857274,0,0,1.5172574669988087e-12
199802851985.5438,0.04350365630999622,5.0595272616878147e-23,0.08143897245735163,0.0,-8.169015862052388e-29,1.0638934006686649e-09,0.0,6.922942348641773e-09,0.002724929149190736,-4.4725617431124105e-23,3.8359627214807204e-32,1.5241965393291665e-12,0.0027337792052295386,0,0,1.5172676410752341e-12
199803412911.56915,0.043545987695885954,4.9015701754768447e-23,0.08204993875502353,0.0,-8.256081434936302e-29,1.0669393753396656e-09,0.0,7.087718455854846e-09,0.0027249430508772803,-4.4726023203239673e-23,3.836242866425531e-32,1.5242067140812714e-12,0.0027337931361666136,0,0,1.5172777815452109e-12
199803971980.51657,0.043588351020870324,4.7346462385986183e-23,0.08267994065442567,0.0,-8.336685838619569e-29,1.06999351870248e-09,0.0,7.2605416408511375e-09,0.002724956906539012,-4.4726427631950926e-23,3.836522083884409e-32,1.524216855147459e-12,0.0027338070210494829,0,0,1.5172878885194933e-12
199804529198.5343,0.043630746259002914,4.5589627144187686e-23,0.08333011282883769,0.0,-8.410425988959427e-29,1.0730558335424143e-09,0.0,7.442031641856056e-09,0.0027249707163283054,-4.472683072170549e-23,3.836800376927995e-32,1.5242269626392536e-12,0.0027338208600301713,0,0,1.5172979621084682e-12
199805084571.75034,0.04367317338223448,4.374759854590867e-23,0.08400169058271699,0.0,-8.476898801813038e-29,1.076126322644773e-09,0.0,7.632874350060914e-09,0.0027249844803970335,-4.4727232476936325e-23,3.837077748616811e-32,1.5242370366678126e-12,0.0027338346532602099,0,0,1.5173080024221654e-12
199805638106.27234,0.043715632360418324,4.18231044994304e-23,0.0846960218598576,0.0,-8.535701193037727e-29,1.0792049887948657e-09,0.0,7.83383094759588e-09,0.002724998198896566,-4.47276329020617e-23,3.837354202001226e-32,1.5242470773439235e-12,0.0027338484008906259,0,0,1.51731800957025e-12
199806189808.18768,0.04375812316133819,3.981919385021693e-23,0.08541458107424103,0.0,-8.586430078490783e-29,1.0822918347780035e-09,0.0,8.045748611500945e-09,0.002725011871977768,-4.4728032001485216e-23,3.837629740121474e-32,1.5242570847780068e-12,0.0027338621030719521,0,0,1.5173279836620278e-12
199806739683.56366,0.04380064575072473,3.773923196408444e-23,0.08615898510175789,0.0,-8.628682374029374e-29,1.0853868633794896e-09,0.0,8.26957310690568e-09,0.0027250254997910088,-4.4728429779595915e-23,3.8379043660077596e-32,1.5242670590801183e-12,0.002733875759954223,0,0,1.5173379248064435e-12
199807287738.44745,0.04384320009227948,3.5586896347005693e-23,0.08693101184754456,0.0,-8.662054995510704e-29,1.0884900773846278e-09,0.0,8.50636367184907e-09,0.002725039082486158,-4.4728826240768314e-23,3.838178082680245e-32,1.524277000359949e-12,0.0027338893716869822,0,0,1.517347833112092e-12
199807833978.86627,0.04388578614769112,3.336617230203951e-23,0.08773262189856691,0.0,-8.686144858792065e-29,1.091601479578728e-09,0.0,8.757310697399907e-09,0.002725052620212591,-4.4729221389362485e-23,3.8384508931491233e-32,1.5242869087268277e-12,0.0027339029384192801,0,0,1.5173577086872039e-12
199808378410.8273,0.043928403876651506,3.1081348622787184e-23,0.08856598389112165,0.0,-8.700548879730699e-29,1.0947210727471013e-09,0.0,9.023756837479893e-09,0.0027250661131191863,-4.4729615229724e-23,3.838722800414573e-32,1.5242967842897202e-12,0.002733916460299675,0,0,1.51736755163966e-12
199808921040.31787,0.0439710532369603,2.8737009193311283e-23,0.08943350437934608,0.0,-8.704504786515762e-29,1.0978488643683408e-09,0.0,9.307222354076808e-09,0.0027250795613543307,-4.473000776618408e-23,3.8389938074668675e-32,1.5243066271572318e-12,0.002733929937476239,0,0,1.5173773620769864e-12
199809461873.30548,0.0440137342148896,2.6336438404508378e-23,0.09033786318753868,0.0,-8.638208166654354e-29,1.1009856524388285e-09,0.0,9.609435727057265e-09,0.0027250929650659197,-4.4730399003059586e-23,3.8392639172863725e-32,1.524316437437608e-12,0.0027339433700965532,0,0,1.517387140106352e-12
199810000915.7379,0.04405644688370413,2.3878528658639042e-23,0.09128205548936726,0.0,-8.463053264332963e-29,1.1041320227758052e-09,0.0,9.932370855503935e-09,0.00272510632440136,-4.473078894465313e-23,3.8395331328436067e-32,1.5243262152387367e-12,0.0027339567583077175,0,0,1.5173968858345775e-12
199810538173.54318,0.04409919133275247,2.1361460262625597e-23,0.0922694421950752,0.0,-8.185938593856958e-29,1.1072879803070378e-09,0.0,1.0278292574810575e-08,0.002725119639507568,-4.473117759525302e-23,3.839801457099214e-32,1.524335960668148e-12,0.0027339701022563428,0,0,1.5174065993681331e-12
199811073652.6297,0.04414196764829333,1.8783699405967645e-23,0.09330381067691723,0.0,-7.813762669531269e-29,1.1104535299602927e-09,0.0,1.0649812751248106e-08,0.002725132920862193,-4.4731569367098415e-23,3.840070392277562e-32,1.5243456855905143e-12,0.0027339834020885584,0,0,1.5174162808131381e-12
199811607358.88638,0.04418477591352367,1.614399450293259e-23,0.09438944846059885,0.0,-7.353424005661546e-29,1.11362867666333e-09,0.0,1.1049959948873647e-08,0.0027251461661634353,-4.473196322008235e-23,3.8403395861010384e-32,1.5243553873269847e-12,0.0027339966579500159,0,0,1.5174259302753692e-12
199812139298.18256,0.044227616208596644,1.3441372565260423e-23,0.09553123331958265,0.0,-6.811821116553816e-29,1.116813425343909e-09,0.0,1.1482266677178188e-08,0.0027251593676129826,-4.473235576912304e-23,3.840607888694836e-32,1.524365056943567e-12,0.0027340098699858832,0,0,1.5174355478602468e-12
199812669476.36823,0.04427048861065737,1.067513560347305e-23,0.09673474431244625,0.0,-6.195852516513006e-29,1.1200077809297975e-09,0.0,1.1950879644674945e-08,0.0027251725253560175,-4.473274701853754e-23,3.840875303009614e-32,1.5243746945466028e-12,0.0027340230383408534,0,0,1.5174451336728494e-12
199813197899.27393,0.04431339319385462,7.844857059198702e-24,0.09800639982897574,0.0,-5.512416719843733e-29,1.1232117483487614e-09,0.0,1.2460700451481176e-08,0.0027251856395372393,-4.473313697262855e-23,3.8411418319862125e-32,1.5243843002420799e-12,0.002734036163159142,0,0,1.5174546878179141e-12
199813724572.71088,0.044356330029376376,4.950378265300473e-24,0.09935363084795132,0.0,-4.7684122408520185e-29,1.1264253325285611e-09,0.0,1.3017567040604752e-08,0.002725198710300869,-4.47335256356845e-23,3.8414074785557265e-32,1.524393874135635e-12,0.0027340492445844869,0,0,1.5174642103998299e-12
199814249502.4712,0.044399299185473265,1.991804935866502e-24,0.10078510065019611,0.0,-3.970737593843268e-29,1.12964853839696e-09,0.0,1.3628490444346966e-08,0.002725211737790653,-4.4733913011979736e-23,3.841672245639616e-32,1.5244034163325574e-12,0.0027340622827601588,0,0,1.5174737015226439e-12
199814772694.32767,0.04444230072747376,-1.0304963142768032e-24,0.10231098661390939,0.0,-3.1262912931238084e-29,1.1328813708817173e-09,0.0,1.4301967623232108e-08,0.002725224722149858,-4.4734299105774336e-23,3.8419361361495973e-32,1.5244129269377853e-12,0.0027340752778289507,0,0,1.5174831612900645e-12
199815294154.0341,0.04448533471782152,-4.115901422847129e-24,0.10394334617691044,0.0,-2.2419718529981958e-29,1.1361238349106004e-09,0.0,1.504840067885874e-08,0.0027252376635212793,-4.473468392131435e-23,3.842199152987797e-32,1.524422406055911e-12,0.0027340882299331905,0,0,1.5174925898054563e-12
199815813887.32507,0.044528401216088184,-7.263532303140838e-24,0.10569659870303083,0.0,-1.324677787770811e-29,1.139375935411376e-09,0.0,1.588066736881546e-08,0.002725250562047236,-4.47350674628317e-23,3.842461299046675e-32,1.524431853791179e-12,0.0027341011392147323,0,0,1.5175019871718457e-12
199816331899.9164,0.0445715002790045,-1.0472260239994666e-23,0.10758816978161545,0.0,-3.813076117479837e-30,1.1426376773118037e-09,0.0,1.6814911018364214e-08,0.0027252634178695796,-4.4735449734544386e-23,3.842722577209195e-32,1.5244412702474908e-12,0.0027341140058149676,0,0,1.5175113534919216e-12
199816848197.50485,0.044614631960483035,-1.3740709257006728e-23,0.10963936764010031,0.0,5.8124016076384614e-30,1.1459090655396434e-09,0.0,1.7871655484426655e-08,0.0027252762311296905,-4.4735830740656384e-23,3.8429829903487136e-32,1.5244506555284025e-12,0.0027341268298748203,0,0,1.5175206888680353e-12
199817362785.76828,0.0446577963116367,-1.7067259455425508e-23,0.11187659860202481,0.0,1.5560670154613415e-29,1.1491901050226656e-09,0.0,1.907741350861399e-08,0.00272528900196848,-4.4736210485357725e-23,3.843242541329077e-32,1.5244600097371268e-12,0.0027341396115347491,0,0,1.5175299934021993e-12
199817875670.36588,0.044700993380811585,-2.0450050326355413e-23,0.11433309024251784,0.0,2.536274438037031e-29,1.1524808006886268e-09,0.0,2.0467064799358023e-08,0.0027253017305263953,-4.473658897282466e-23,3.8435012330046937e-32,1.5244693329765367e-12,0.0027341523509347536,0,0,1.5175392671960986e-12
199818386856.938,0.04474422321360105,-2.3886984033906634e-23,0.1170513966691112,0.0,3.514963914187617e-29,1.1557811574652966e-09,0.0,2.2087473209119004e-08,0.002725314416943416,-4.473696620721952e-23,3.843759068220477e-32,1.5244786253491623e-12,0.002734165048214368,0,0,1.5175485103510749e-12
199818896351.10635,0.04478748585287628,-2.737572867219652e-23,0.12008714885279839,0.0,4.4852369296066485e-29,1.1590911802804356e-09,0.0,2.40031721774171e-08,0.00272532706135906,-4.473734219269092e-23,3.8440160498119493e-32,1.5244878869571961e-12,0.0027341777035126721,0,0,1.5175577229681487e-12
199819404158.4741,0.044830781338804235,-3.091372149412264e-23,0.12351486425711496,0.0,5.44019496998771e-29,1.1624108740618028e-09,0.0,2.630565180318285e-08,0.002725339663912383,-4.473771693337373e-23,3.8442721806052436e-32,1.524497117902492e-12,0.0027341903169682837,0,0,1.5175669051479995e-12
199819910284.62567,0.04487410970887173,-3.449817211354533e-23,0.12743732053413456,0.0,6.372939521026468e-29,1.165740243737166e-09,0.0,2.912924071179636e-08,0.0027253522247419793,-4.473809043338905e-23,3.844527463417089e-32,1.5245063182865644e-12,0.002734202888719364,0,0,1.5175760569909741e-12
199820414735.12726,0.044917470997913676,-3.812606568095247e-23,0.13200144405949116,0.0,7.276572068418491e-29,1.1690792942342916e-09,0.0,3.2679817699060034e-08,0.002725364743985986,-4.473846269684449e-23,3.844781901054977e-32,1.5245154882105955e-12,0.0027342154189036231,0,0,1.5175851785970969e-12
199820917515.52643,0.044960865238128464,-4.1794166031359295e-23,0.13742693544040438,0.0,8.144194097857367e-29,1.172428030480939e-09,0.0,3.7290419124934186e-08,0.002725377221782082,-4.4738833727833905e-23,3.845035496317027e-32,1.5245246277754293e-12,0.0027342279076583136,0,0,1.5175942700660664e-12
