t_minus_t0_M,FastEMRIWaveforms_delta_h20_real_over_nu,FastEMRIWaveforms_delta_h20_imag_over_nu,effective_0PN_delta_h20_real_over_nu,effective_0PN_delta_h20_imag_over_nu,FastEMRIWaveforms_delta_h30_real_over_nu,FastEMRIWaveforms_delta_h30_imag_over_nu,effective_0PN_delta_h30_real_over_nu,effective_0PN_delta_h30_imag_over_nu,FastEMRIWaveforms_e0_0p8_delta_h20_real_over_nu,FastEMRIWaveforms_e0_0p8_delta_h20_imag_over_nu,FastEMRIWaveforms_e0_0p8_delta_h30_real_over_nu,FastEMRIWaveforms_e0_0p8_delta_h30_imag_over_nu,eccentric_effective_0PN_e0_0p8_delta_h20_real_over_nu,eccentric_effective_0PN_e0_0p8_delta_h20_imag_over_nu,eccentric_effective_0PN_e0_0p8_delta_h30_real_over_nu,eccentric_effective_0PN_e0_0p8_delta_h30_imag_over_nu
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
662055408.2822615,7.5780801586900554e-06,6.751800406120511e-28,7.63055865393949e-06,0.0,2.089163213271045e-34,6.59809592563023e-15,0.0,6.694118631785407e-15,5.081100114775913e-06,8.044058105287352e-26,7.397170992668917e-32,2.0966696181107044e-15,5.1307005047837469e-06,0,0,2.0599897717138352e-15
1135369116.932893,1.3015254296207425e-05,1.7625603388824345e-27,1.310545256142944e-05,0.0,6.399969787929303e-33,1.1337213779782953e-14,0.0,1.1505779404862342e-14,8.721848228080289e-06,1.1042445017745126e-25,5.168187104920257e-32,3.600480448283572e-15,8.8075254325673154e-06,0,0,3.5378836640316152e-15
1321918925.9317586,1.5162364383051178e-05,2.2111658950173484e-27,1.5267469668254237e-05,0.0,8.336400029049832e-33,1.3213812712261307e-14,0.0,1.3407720874653416e-14,1.0159629799610977e-05,4.6399201096067196e-26,4.209593740896687e-32,4.194835485686273e-15,1.0258716528847986e-05,0,0,4.1215643580782755e-15
1979597809.7209604,2.27529772293944e-05,3.8016624162248316e-27,2.2910738409645863e-05,0.0,9.154187701788625e-33,1.9877930557049906e-14,0.0,2.014086354038294e-14,1.5235550434109502e-05,-1.2024742967033818e-25,1.4397407196901473e-32,6.29467699395393e-15,1.5384023963034757e-05,0,0,6.1847111080311153e-15
2266975336.5079956,2.608006702479567e-05,4.468573525586151e-27,2.626087710744945e-05,0.0,9.032995667233623e-33,2.280073725391463e-14,0.0,2.3096654385685018e-14,1.7457715016699514e-05,-2.0067343928209282e-25,4.4909940544163865e-33,7.21456494823815e-15,1.7628051907015041e-05,0,0,7.0888622343121e-15
2635099292.3943214,3.0349990740568717e-05,5.2759860986616915e-27,3.0560370249641525e-05,0.0,8.810737916014912e-33,2.6552198001458455e-14,0.0,2.6893603607026218e-14,2.0308927838255834e-05,-3.6422089389061515e-25,-3.30808284663032e-33,8.395768840329099e-15,2.050659870790752e-05,0,0,8.2494173325101762e-15
3288430582.753361,3.795333263603086e-05,6.490838720179364e-27,3.82163705646654e-05,0.0,8.232644659452288e-33,3.323487157827961e-14,0.0,3.3665998219456716e-14,2.5380764860100993e-05,-6.803648456636869e-25,9.8127613105787e-33,1.0499221977774843e-14,2.5626416626896673e-05,0,0,1.031567029147382e-14
3394831129.911182,3.9195025825965735e-05,6.650719198275655e-27,3.946666874471226e-05,0.0,8.11741070284284e-33,3.4326735533588613e-14,0.0,3.477352524144347e-14,2.6207569670089755e-05,-7.272041604147803e-25,1.417258048980637e-32,1.0842196843529424e-14,2.6461569236334009e-05,0,0,1.0652972827165188e-14
3939598865.7303457,4.5562942897639675e-05,7.330683000749115e-27,4.587874473598306e-05,0.0,7.474899281503205e-33,3.9928431782688824e-14,0.0,4.045810468980671e-14,3.0449887429219606e-05,-8.45782358473288e-25,4.670510189653729e-32,1.2603614998327426e-14,3.0743453666613065e-05,0,0,1.2383457227136073e-14
4518948926.9920435,5.2360198488013325e-05,7.685264178486051e-27,5.272322577187107e-05,0.0,6.690682695868037e-33,4.5914139942379627e-14,0.0,4.6537303017824706e-14,3.497137966830694e-05,-8.54597204987791e-25,7.490121613202772e-32,1.4483882808228876e-14,3.5308066869919969e-05,0,0,1.4230252554197377e-14
4588611302.472972,5.317877831118374e-05,7.707840191364502e-27,5.354749814976769e-05,0.0,6.592493131567328e-33,4.663535910988927e-14,0.0,4.72699804980167e-14,3.551626046703103e-05,-8.509213710265037e-25,7.682245398676219e-32,1.47107317330576e-14,3.5857685853770891e-05,0,0,1.4452765363359874e-14
5235475030.417426,6.080081224589764e-05,7.562128780967593e-27,6.122263619704051e-05,0.0,5.640417559047759e-33,5.3358134055055165e-14,0.0,5.4101683292273045e-14,4.058024591488625e-05,-8.306992985956263e-25,9.445707239078231e-32,1.6818918041780557e-14,4.0969089292007301e-05,0,0,1.652358190500964e-14
5639341116.40451,6.557577630046949e-05,7.185569793585277e-27,6.603094970386116e-05,0.0,5.033500131658616e-33,5.757621857530902e-14,0.0,5.838890963526036e-14,4.374913069012076e-05,-8.528889060061222e-25,1.0489445747567618e-31,1.813835257729289e-14,4.4167534368919765e-05,0,0,1.7820738653181196e-14
5880197163.372525,6.84290344359327e-05,6.860506172631337e-27,6.890416427374358e-05,0.0,4.6736639133437474e-33,6.009923711339061e-14,0.0,6.095327088956103e-14,4.564230131333444e-05,-8.902601930192737e-25,1.106478639095113e-31,1.8927010884848617e-14,4.6077640158915209e-05,0,0,1.8595894037369769e-14
6522784791.593097,7.606345076351422e-05,5.5967133093941015e-27,7.659208778069211e-05,0.0,3.747223543857625e-33,6.686114878007691e-14,0.0,6.78248012761164e-14,5.0701491474216035e-05,-1.0594899496537552e-24,1.242877054973654e-31,2.103633596471576e-14,5.1183314703114514e-05,0,0,2.0669688925549303e-14
6756020045.747123,7.88424182986714e-05,4.998186024224873e-27,7.939056923113163e-05,0.0,3.4314895288551785e-33,6.932688984926774e-14,0.0,7.0329713073116e-14,5.2540754111882845e-05,-1.1458798581978464e-24,1.2854570747275513e-31,2.1803929034188034e-14,5.3039961367899186e-05,0,0,2.1424468478286858e-14
7163244981.859959,8.370408304397709e-05,3.79092223027487e-27,8.428641212359572e-05,0.0,2.9160877999915484e-33,7.364634955029598e-14,0.0,7.471633260794327e-14,5.575778403216422e-05,-1.3405838638703253e-24,1.3428563598505127e-31,2.314848653572098e-14,5.6286089241495524e-05,0,0,2.2744953713941252e-14
7801584777.559765,9.135096881258903e-05,1.4893865370907013e-27,9.198714271309804e-05,0.0,2.235248031145027e-33,8.045731991925193e-14,0.0,8.162792321134052e-14,6.0812031980186064e-05,-1.710142952676283e-24,1.391804843972926e-31,2.526588402348891e-14,6.1385940156578981e-05,0,0,2.4821675525699507e-14
7868998021.691607,9.21607663029276e-05,1.2145272973962945e-27,9.280264749453192e-05,0.0,2.176810248057371e-33,8.118015377881373e-14,0.0,8.23608709634829e-14,6.134625468031806e-05,-1.7510878352407967e-24,1.3951842190218574e-31,2.5489908416900765e-14,6.1925337527592872e-05,0,0,2.5041479487677152e-14
8437811198.757672,9.900416111306544e-05,-1.2359052471421772e-27,9.969428496472122e-05,0.0,1.759695586720731e-33,8.729654038211897e-14,0.0,8.855963158334768e-14,6.586382771545584e-05,-2.108214416839808e-24,1.3899321260772395e-31,2.7387599500249457e-14,6.6482843893933471e-05,0,0,2.6899841462232544e-14
8978287310.122555,0.00010553103081571808,-3.823459680156942e-27,0.00010626716460997175,0.0,1.5619156736653796e-33,9.314926385493931e-14,0.0,9.448276223027545e-14,7.01657139695571e-05,-2.4465432991755296e-24,1.3676716082093774e-31,2.919475729197961e-14,7.0823652489257973e-05,0,0,2.867180923134799e-14
9071931242.27992,0.00010666372828796758,-4.2875734474217946e-27,0.0001074078442989347,0.0,1.5444218161189304e-33,9.416649143410089e-14,0.0,9.551151639231626e-14,7.091266993182582e-05,-2.5046096427720634e-24,1.3612938027191838e-31,2.9508557904351656e-14,7.15767769597836e-05,0,0,2.8979438602739809e-14
9703951881.78545,0.0001143297425384729,-7.55586781815184e-27,0.00011512782614110096,0.0,1.542481178929164e-33,1.0106354579800955e-13,0.0,1.0248363647834916e-13,7.595865782579805e-05,-2.894179046970026e-24,1.311758608580999e-31,3.162856697310114e-14,7.6667715918639655e-05,0,0,3.1060454003750544e-14
10083900136.275707,0.00011895393569637594,-9.612144247019675e-27,0.00011978453574329332,0.0,1.5530238444602843e-33,1.0522870101329238e-13,0.0,1.0669635504656115e-13,7.899907088090421e-05,-3.124344000389018e-24,1.2729420003086756e-31,3.2906292940500154e-14,7.973489583050142e-05,0,0,3.231549533921648e-14
10333880067.847916,0.00012200221123021362,-1.099873953237268e-26,0.00012285423592154167,0.0,1.562735150825877e-33,1.0797614157076537e-13,0.0,1.094760508538695e-13,8.1002812290129e-05,-3.273380855812925e-24,1.2436408564692514e-31,3.374860696037344e-14,8.1755637391117268e-05,0,0,3.3142874698708118e-14
10961722728.02678,0.00012968111002183833,-1.4610745019128305e-26,0.00013058707907548215,0.0,1.597495945412965e-33,1.149043116141042e-13,0.0,1.1648881870407337e-13,8.604386815708346e-05,-3.640687626833377e-24,1.1620159277346314e-31,3.586855460972565e-14,8.6840518051772774e-05,0,0,3.522668769756108e-14
11185848684.86584,0.00013243016463801457,-1.5943750585619692e-26,0.00013335544102074712,0.0,1.6133052811025347e-33,1.173871056727728e-13,0.0,1.1900298564087207e-13,8.784622163811505e-05,-3.769367897174524e-24,1.130462199696136e-31,3.662681776097573e-14,8.8659057022476157e-05,0,0,3.5972575509373028e-14
11587486766.948885,0.00013736641680025136,-1.8386319236067633e-26,0.00013832636104312278,0.0,1.645712060093454e-33,1.2184849592756964e-13,0.0,1.2352199938749586e-13,9.108178118673095e-05,-3.994515061923833e-24,1.0700438348498772e-31,3.79888101270643e-14,9.1922334627124775e-05,0,0,3.7311879986390909e-14
12211179066.379652,0.0001450581120831445,-2.2319299972754564e-26,0.0001460720872695822,0.0,1.706331992270265e-33,1.2880913451068477e-13,0.0,1.3057565243647019e-13,9.61174673212641e-05,-4.332634976303996e-24,9.705922101559249e-32,4.011035469064554e-14,9.7001063893690267e-05,0,0,3.9398438527048565e-14
12284145100.224512,0.0001459604571625078,-2.2792339012187094e-26,0.0001469807731875404,0.0,1.714345276889355e-33,1.2962657822651657e-13,0.0,1.3140429300148296e-13,9.670710153763127e-05,-4.3716600298751446e-24,9.587519617517261e-32,4.035885603164182e-14,9.7596125388577768e-05,0,0,3.9643087496598525e-14
12832806485.300768,0.0001527561789837808,-2.640293609996725e-26,0.0001538242632049329,0.0,1.7783042393462663e-33,1.3578666736297103e-13,0.0,1.3764983755766584e-13,0.00010115040564132965,-4.654682589557015e-24,8.675472358008724e-32,4.223337456450726e-14,0.00010207668267616999,0,0,4.1486350256822114e-14
13378801486.437502,0.00015954443253389863,-3.0121875742110417e-26,0.00016066027514821847,0.0,1.85041144997248e-33,1.4194927260265603e-13,0.0,1.439003545070991e-13,0.0001055816849304829,-4.925759346503735e-24,7.763310418548378e-32,4.4104932030745454e-14,0.00010654609006453066,0,0,4.3327069101095435e-14
13452375859.987717,0.00016046060317607638,-3.0629895749817047e-26,0.00016158289430423303,0.0,1.8605772987245635e-33,1.4278153448397302e-13,0.0,1.4474461463262864e-13,0.00010618010353020113,-4.960858518784232e-24,7.642088107382222e-32,4.435799093962767e-14,0.00010714916784572622,0,0,4.3575602088132927e-14
14069894004.080162,0.00016817137285989045,-3.4992274427097874e-26,0.00016934798602746826,0.0,1.9520996678079335e-33,1.497941758732063e-13,0.0,1.5186004371823566e-13,0.00011120701567197208,-5.2507361998939634e-24,6.63802855827838e-32,4.648492745853515e-14,0.00011221849659626854,0,0,4.5666180985463738e-14
14469829907.471064,0.0001731824153189536,-3.7894228675209566e-26,0.00017439437615969692,0.0,2.0160146460938082e-33,1.5435819741554295e-13,0.0,1.564921869285787e-13,0.00011446998470567417,-5.4306397877788764e-24,6.017191953854177e-32,4.786757003652271e-14,0.00011550894071120539,0,0,4.7024558366392478e-14
14685367708.66224,0.00017588847872673384,-3.948160305243927e-26,0.00017711954383962977,0.0,2.051819843999524e-33,1.5682503153021426e-13,0.0,1.5899618504728534e-13,0.00011623161643174543,-5.524375430391656e-24,5.700794083286663e-32,4.8614989375007793e-14,0.00011728464614870184,0,0,4.7758073883806881e-14
15298803742.332027,0.00018361191392563596,-4.408885593757711e-26,0.00018489757321065337,0.0,2.1586863247020748e-33,1.6387454145451282e-13,0.0,1.6615309902894764e-13,0.00012125291359334243,-5.7838032950541326e-24,4.8581262049512654e-32,5.0747894714046945e-14,0.00012234759346155288,0,0,4.9851267608103907e-14
15557242387.308428,0.00018687570347358082,-4.606886875247277e-26,0.00018818446629255954,0.0,2.205771200222615e-33,1.6685766436354896e-13,0.0,1.6918214282974033e-13,0.0001233720517779375,-5.889651858482867e-24,4.5343617772337934e-32,5.1649294327208296e-14,0.00012448466683734425,0,0,5.0735593392661238e-14
15910208851.281128,0.0001913416740294295,-4.880445869334245e-26,0.0001926820796154857,0.0,2.2716476073187663e-33,1.7094314564564593e-13,0.0,1.7333084624934716e-13,0.00012627100328891798,-6.0301997311195355e-24,4.1403187089129976e-32,5.288410086250747e-14,0.00012740731559288167,0,0,5.1945748973784256e-14
16519589759.364372,0.00019907775700120063,-5.361829607067411e-26,0.00020047306853404194,0.0,2.3896521892524388e-33,1.78031284103136e-13,0.0,1.805294874720401e-13,0.00013128715032230403,-6.2644624398596586e-24,3.595443521367793e-32,5.5025061171544543e-14,0.0001324637896973603,0,0,5.4041504786221487e-14
16641050910.085958,0.00020062396018250456,-5.459189739048873e-26,0.0002020302615716651,0.0,2.4137875226509617e-33,1.7944985877577856e-13,0.0,1.8197027800948218e-13,0.00013228797457974227,-6.310464681917287e-24,3.500017442481638e-32,5.545262918105e-14,0.00013347325691268199,0,0,5.4460212088268589e-14
17126953168.175625,0.00020682016316110317,-5.851971973521982e-26,0.00020827054545122952,0.0,2.51164856790591e-33,1.8513939682650478e-13,0.0,1.8774908363855138e-13,0.0001362999617103008,-6.489885318751981e-24,3.2258560193984284e-32,5.716977306254601e-14,0.00013751699302314523,0,0,5.6138521840144105e-14
17721267420.217865,0.00021442740561163046,-6.340626088361049e-26,0.00021593201692802897,0.0,2.6342902182299192e-33,1.9213766875021232e-13,0.0,1.9485739233616772e-13,0.0001412178659897088,-6.704205847270015e-24,2.9384593398198223e-32,5.927666416580484e-14,0.00014247469963512088,0,0,5.8198452521516886e-14
17732305757.12355,0.00021456889515345857,-6.349755597592875e-26,0.00021607451585697857,0.0,2.6365852406823936e-33,1.922679238152978e-13,0.0,1.949896958689287e-13,0.0001413094150631286,-6.708094099306225e-24,2.9332035932155694e-32,5.931590551144345e-14,0.00014256690290886853,0,0,5.8236786919065778e-14
18335654183.500423,0.0002223239579140506,-6.854011334801879e-26,0.00022388498524619706,0.0,2.7634107049845743e-33,1.994173050690288e-13,0.0,2.0225138546221778e-13,0.000146316874665761,-6.919149753297302e-24,2.64735285507707e-32,6.146264222027959e-14,0.00014761349678068842,0,0,6.0336286794718808e-14
18797903822.533005,0.00022828755710972018,-7.245180411050776e-26,0.0002298912757681458,0.0,2.8614909842670452e-33,2.0492580065100903e-13,0.0,2.0784609087114814e-13,0.0001501617429700053,-7.077295507616808e-24,2.4319141236507425e-32,6.311184498451087e-14,0.00015148898388600787,0,0,6.1950352909349352e-14
18937005082.56059,0.00023008535863782508,-7.363519025089443e-26,0.00023170195911883544,0.0,2.8910734582156762e-33,2.0658798058724302e-13,0.0,2.0953421389704747e-13,0.00015132105490893156,-7.123951724792697e-24,2.368096038171905e-32,6.360936243242753e-14,0.00015265675214953339,0,0,6.2437008226547781e-14
19536365067.58825,0.0002378531067467328,-7.877008244128556e-26,0.00023952544297982864,0.0,3.0185219977783787e-33,2.1378039036945508e-13,0.0,2.1683824283210582e-13,0.0001563217639523994,-7.322852609070823e-24,2.0956105219856752e-32,6.575601303780135e-14,0.00015769664660836858,0,0,6.4538937961189328e-14
19870971982.403305,0.00024220403121124197,-8.165710999293117e-26,0.00024390763671667986,0.0,3.0893554348624874e-33,2.178163344597036e-13,0.0,2.20936279530307e-13,0.00015911955176414405,-7.43158846685075e-24,1.9462964632253245e-32,6.695769117011699e-14,0.0001605160986794177,0,0,6.5715951604195396e-14
20133740729.975277,0.00024562721385797934,-8.39315904822147e-26,0.0002473554423391726,0.0,3.144704821075907e-33,2.2099497441520933e-13,0.0,2.2416353410672943e-13,0.00016132023892784502,-7.515663491849987e-24,1.8307666246690582e-32,6.790331916490193e-14,0.00016273315782965459,0,0,6.6642062732019995e-14
20729138639.288692,0.00025340769375241807,-8.910602712805264e-26,0.00025519196271185565,0.0,3.268570425510943e-33,2.28232172724021e-13,0.0,2.315101497413744e-13,0.00016631547839691716,-7.703036858744311e-24,1.573396512956653e-32,7.005079531593204e-14,0.00016776626356282545,0,0,6.8746369258674623e-14
20940483725.87943,0.0002561773562911606,-9.094738472323533e-26,0.00025798159736037244,0.0,3.3118673077494715e-33,2.3081260548082567e-13,0.0,2.341291213876344e-13,0.0001680912419331521,-7.768626186065455e-24,1.4833810185317224e-32,7.081451884530544e-14,0.00016955603311308873,0,0,6.9495287081065205e-14
21322565343.347954,0.0002611945623433438,-9.427922464626463e-26,0.00026303500961794306,0.0,3.389067308486703e-33,2.354924252954344e-13,0.0,2.388781519382205e-13,0.00017130713318001605,-7.88531811008009e-24,1.3235814252995516e-32,7.219829826580256e-14,0.00017279594163195256,0,0,7.08518442466408e-14
21914027368.29246,0.000268987836088346,-9.943529144772147e-26,0.000270884588582511,0.0,3.5167723313487974e-33,2.4277516991181e-13,0.0,2.462676030816439e-13,0.00017629642578688133,-8.062323782342188e-24,1.0822621513024487e-32,7.434655928088387e-14,0.00017782216993342706,0,0,7.2958474386838123e-14
22006450839.814106,0.00027020899977806136,-1.0023926431301918e-25,0.0002721145829489768,0.0,3.53904655619968e-33,2.4391793320682403e-13,0.0,2.4742709949142617e-13,0.00017707676823638463,-8.089757337078654e-24,1.0449424495596636e-32,7.468264413274523e-14,0.00017860877632081297,0,0,7.3288397924856424e-14
22503531218.655403,0.00027678752544212315,-1.0455269551351942e-25,0.00027874070513569005,0.0,3.665668513183494e-33,2.500792051330103e-13,0.0,2.536785657387912e-13,0.0001812824245227786,-8.234573593903939e-24,8.49231535749609e-33,7.649511624545292e-14,0.00018284492643379398,0,0,7.5066246355233251e-14
23068885071.995487,0.0002842983081834993,-1.0941932792316285e-25,0.00028630589449662146,0.0,3.826408540988548e-33,2.5712722211925123e-13,0.0,2.6082971088174613e-13,0.00018607609056285553,-8.396140259342334e-24,6.327554162987696e-33,7.856238315510673e-14,0.00018767431742643589,0,0,7.7095322817914707e-14
23091083377.436916,0.00028459363824415043,-1.0960969372527687e-25,0.0002866033648126853,0.0,3.8329467943407474e-33,2.5740455637768e-13,0.0,2.611111026601298e-13,0.00018626472963275282,-8.402360941298316e-24,6.245099138993214e-33,7.864379090674595e-14,0.00018786418916767723,0,0,7.7175146812485102e-14
23676690306.171238,0.00029240618197166847,-1.1458664836022065e-25,0.0002944725731537349,0.0,4.015689887207461e-33,2.6475125767558513e-13,0.0,2.685652767799477e-13,0.0001912446564727987,-8.565466009298624e-24,4.091752737686221e-33,8.079338183911954e-14,0.00019287993623574694,0,0,7.928516240359214e-14
24127798131.279922,0.0002984468956417413,-1.1836467861907787e-25,0.0003005571487652284,0.0,4.1657496935729606e-33,2.704424601055458e-13,0.0,2.7433973537455923e-13,0.00019508917386314075,-8.688745396764965e-24,2.4859457873735172e-33,8.245405203507159e-14,0.00019675264549934502,0,0,8.0916100527837515e-14
24260358445.002647,0.00030022516374891476,-1.1946600684012421e-25,0.0003023483357041715,0.0,4.210980504171284e-33,2.7211934305652253e-13,0.0,2.760411512169509e-13,0.0001962211284411096,-8.724357082588986e-24,2.0285634125702676e-33,8.294332964598794e-14,0.00019789214580285294,0,0,8.1396279757581958e-14
24842094212.75131,0.00030805059034937104,-1.2423227541745845e-25,0.0003102306580143782,0.0,4.415901357619065e-33,2.795088465502583e-13,0.0,2.835387892747528e-13,0.00020119380205372206,-8.879248260372362e-24,5.57050155318985e-35,8.509348051710264e-14,0.00020290079609616189,0,0,8.3508485487196914e-14
25183201687.7144,0.0003126545539650407,-1.2697493076386842e-25,0.00031486812736922936,0.0,4.539755201756607e-33,2.838636644069639e-13,0.0,2.8795736091300155e-13,0.00020411598808176823,-8.968357714575668e-24,-1.0576540313493867e-33,8.63579668953091e-14,0.00020584374951133219,0,0,8.4750769895456283e-14
25421904006.988834,0.0003158824681981349,-1.2887199307582514e-25,0.0003181195456398415,0.0,4.6275351599384976e-33,2.86919802186589e-13,0.0,2.9105825444247816e-13,0.00020616419333493137,-9.029849109052178e-24,-1.8137723080954944e-33,8.724476595890672e-14,0.0002079058654034638,0,0,8.5621766188633899e-14
25999794204.10431,0.0003237208033741569,-1.3337370564310514e-25,0.00032601500414111033,0.0,4.842964623516626e-33,2.943522439952899e-13,0.0,2.9859961039525725e-13,0.00021113086549150794,-9.17664002233759e-24,-3.586931404120738e-33,8.939639974290505e-14,0.00021290733207148216,0,0,8.7736108441260562e-14
26235107372.668472,0.00032692215623488944,-1.3516782532145364e-25,0.0003292397071451908,0.0,4.931311200285767e-33,2.973923917432083e-13,0.0,3.0168434195914334e-13,0.0002131565080902575,-9.235579096367459e-24,-4.2854986932857825e-33,9.027444385848921e-14,0.00021494761829496658,0,0,8.8599369823084281e-14
26575771159.376293,0.0003315656016125519,-1.3772794011605278e-25,0.00033391703908382925,0.0,5.0592724607404726e-33,3.018062060061326e-13,0.0,3.0616292099480203e-13,0.00021609376623178006,-9.319706310414482e-24,-5.2618552636217504e-33,9.154839244341409e-14,0.0002179051745043178,0,0,8.9851498807390477e-14
27149841207.04458,0.00033941686830690163,-1.4192717919489147e-25,0.00034182565603876354,0.0,5.273541383997762e-33,3.092817222489162e-13,0.0,3.1374825028998345e-13,0.00022105433726314695,-9.458749332395781e-24,-6.824981032014945e-33,9.370165051407733e-14,0.00022289937116197145,0,0,9.196792383206173e-14
27283526778.96569,0.0003412502729238355,-1.4288240365716287e-25,0.00034367246328775625,0.0,5.322879067165175e-33,3.110297816599822e-13,0.0,3.155220147541714e-13,0.00022221071362072138,-9.490830721447242e-24,-7.17984159855064e-33,9.420379904729368e-14,0.00022406424050336454,0,0,9.246193926298409e-14
27722010660.375435,0.0003472746085114625,-1.4596583602648468e-25,0.00034974086058175264,0.0,5.482854105675296e-33,3.1677882675340577e-13,0.0,3.2135566251732634e-13,0.0002260109486433133,-9.594225579538806e-24,-8.286007451592353e-33,9.585525046713587e-14,0.00022788990055888891,0,0,9.4085370042816776e-14
28292285811.736065,0.00035513882694349243,-1.4984022915482413e-25,0.00035766265829377406,0.0,5.6842933381607836e-33,3.2429755354939853e-13,0.0,3.2898522210162397e-13,0.000230964069787633,-9.726047716431188e-24,-9.638946063385652e-33,9.800951533563615e-14,0.00023287674126266174,0,0,9.6203823949543537e-14
28328471461.00474,0.0003556392143563353,-1.5007958141029268e-25,0.0003581667122813302,0.0,5.696673552554257e-33,3.2477661298209354e-13,0.0,3.294713530393117e-13,0.00023127858919994235,-9.734355422620246e-24,-9.722936147248376e-33,9.814634858439262e-14,0.00023319360457124013,0,0,9.6338517206010046e-14
28860672932.658882,0.0003630095279854336,-1.5354855767732756e-25,0.0003655910547608982,0.0,5.8749417938410545e-33,3.3183793666666077e-13,0.0,3.3663699365644443e-13,0.00023591442517405744,-9.854051693001708e-24,-1.0875100724272259e-32,1.0016493403657814e-13,0.0002378598718927154,0,0,9.832327204428026e-14
29369952934.890266,0.0003700899051980258,-1.5673822659679894e-25,0.0003727233946522454,0.0,6.034505552353816e-33,3.3863455295500145e-13,0.0,3.4353424084222733e-13,0.00024036012408408907,-9.96622002454326e-24,-1.1897035739484923e-32,1.0210240859245486e-13,0.00024233569867737931,0,0,1.0022914267050347e-13
29427178273.91528,0.0003708867156872181,-1.5709087660572697e-25,0.00037352605557434374,0.0,6.051882185103776e-33,3.394000101349895e-13,0.0,3.443110419847386e-13,0.00024086072600496775,-9.978558014549817e-24,-1.2002705504641911e-32,1.0232076535781103e-13,0.00024283927111915117,0,0,1.0044370080109078e-13
29991808065.579636,0.00037877039376843405,-1.6046907243006521e-25,0.0003814676663304304,0.0,6.212197224335833e-33,3.4698380798415036e-13,0.0,3.520074320793433e-13,0.000245803930320935,-1.0099313716440195e-23,-1.3011155751478865e-32,1.0447763951719084e-13,0.00024781491767868907,0,0,1.0256509668075159e-13
30407982678.562817,0.00038460252321387674,-1.6286146796756194e-25,0.0003873427009746925,0.0,6.318100711672049e-33,3.526042112029509e-13,0.0,3.577114890079195e-13,0.0002494553121939822,-1.018631766277217e-23,-1.3684393775372987e-32,1.060722951941631e-13,0.00025149051107012404,0,0,1.0413385479380511e-13
30554568517.102596,0.0003866605656206137,-1.6368683888458353e-25,0.00038941589263064615,0.0,6.352969623924828e-33,3.545893642439412e-13,0.0,3.5972622912360947e-13,0.0002507438275610214,-1.0216339145195212e-23,-1.3899563402924767e-32,1.0663547461747903e-13,0.00025278679087612757,0,0,1.0468744627302149e-13
31115465817.37515,0.00039455723430938827,-1.6674965291404768e-25,0.00039737074008159304,0.0,6.471282096257834e-33,3.622167129441354e-13,0.0,3.674674984919016e-13,0.00025567957839667255,-1.0329811051629878e-23,-1.4673273651497357e-32,1.0879378746229264e-13,0.00025775486978296653,0,0,1.0681073607059075e-13
31442572131.91905,0.00039917791110062015,-1.6847018609954628e-25,0.00040202549712075236,0.0,6.528617159952529e-33,3.6668716174522526e-13,0.0,3.720048978128631e-13,0.0002585641520508256,-1.0394370083629907e-23,-1.506726365501809e-32,1.1005632451218653e-13,0.0002606580313918366,0,0,1.0805269320894669e-13
31674506134.798447,0.00040246040257671577,-1.6966475083927887e-25,0.0004053322142950295,0.0,6.564217353722026e-33,3.698658881145065e-13,0.0,3.7523130575019753e-13,0.0002606127397322458,-1.043926153282736e-23,-1.5315308611629076e-32,1.1095359760794222e-13,0.00026271913330913783,0,0,1.0893495248905328e-13
32231695617.35359,0.00041037007284310407,-1.7244110472053056e-25,0.0004133003208878862,0.0,6.628858108704856e-33,3.7753692378485226e-13,0.0,3.830177166566707e-13,0.0002655419461066732,-1.0544979533955207e-23,-1.5836010801464594e-32,1.1311408980537561e-13,0.00026767956046711976,0,0,1.1106008194179106e-13
32473732696.940697,0.00041381655588226585,-1.7360794599519342e-25,0.00041677229405385455,0.0,6.647038281430583e-33,3.808844803591421e-13,0.0,3.864157646393546e-13,0.00026768664671256116,-1.058992992502584e-23,-1.6027898778527478e-32,1.1405481266919456e-13,0.00026983824756314219,0,0,1.1198569716344481e-13
32787040392.664875,0.0004182862472097352,-1.7508939891736938e-25,0.00042127506548222525,0.0,6.662287073593455e-33,3.8522985398493753e-13,0.0,3.9082679716220674e-13,0.00027046733979678417,-1.0646851743375936e-23,-1.6231905364927305e-32,1.152753902459517e-13,0.00027263613036918884,0,0,1.1318611083948369e-13
33340546568.07207,0.0004262089277072512,-1.776218338829347e-25,0.0004292564537053087,0.0,6.655137802038805e-33,3.929448312221387e-13,0.0,3.9865861341103983e-13,0.00027538991961397445,-1.0744487812557949e-23,-1.649044110217031e-32,1.1743818163353987e-13,0.00027758882222485293,0,0,1.1531302558967577e-13
33501475737.823997,0.0004285187714623184,-1.783389455793365e-25,0.0004315834310387916,0.0,6.638628406303963e-33,3.9519729463879226e-13,0.0,4.0094514237657493e-13,0.00027682280371077195,-1.0772382978350798e-23,-1.6548552546011266e-32,1.1806807578786981e-13,0.00027903114743371401,0,0,1.1593290598421913e-13
