t_over_M,linear_h20_real_over_nu_M_over_R,linear_h20_imag_over_nu_M_over_R,delta_hD20_real_over_nu_M_over_R,delta_hD20_imag_over_nu_M_over_R,delta_hS20_real_over_nu_M_over_R,delta_hS20_imag_over_nu_M_over_R,nonlinear_null_total_h20_real_over_nu_M_over_R,nonlinear_null_total_h20_imag_over_nu_M_over_R,total_h20_real_over_nu_M_over_R,total_h20_imag_over_nu_M_over_R,linear_h30_real_over_nu_M_over_R,linear_h30_imag_over_nu_M_over_R,delta_hD30_real_over_nu_M_over_R,delta_hD30_imag_over_nu_M_over_R,delta_hS30_real_over_nu_M_over_R,delta_hS30_imag_over_nu_M_over_R,nonlinear_null_total_h30_real_over_nu_M_over_R,nonlinear_null_total_h30_imag_over_nu_M_over_R,total_h30_real_over_nu_M_over_R,total_h30_imag_over_nu_M_over_R
-1010.5,-0.022371778182156656,-0.00011703217548478424,-4.402149269117423e-13,-3.2134813648502663e-32,-4.9816874313498e-32,2.5803058343009125e-14,-4.402149269117423e-13,2.5803058343009125e-14,-0.02237177818259687,-0.00011703217545898118,0.0010750684893082773,-1.4857893161634994e-07,1.9130164044306204e-14,-3.6184705919131034e-33,-5.353468947814312e-32,-2.264516619167754e-15,1.9130164044306204e-14,-2.264516619167754e-15,0.0010750684893274074,-1.4857893388086656e-07
-1010.0,-0.022381483386002352,-0.00011710523190836854,-4.409071247088893e-13,-3.1596554594655546e-32,7.808706070677381e-32,-8.401740982769635e-15,-4.409071247088893e-13,-8.401740982769635e-15,-0.02238148338644326,-0.00011710523191677028,0.0010755225060609687,-1.3922833753715787e-07,1.9160521871950903e-14,-3.680859888755313e-33,9.811395878928114e-32,-3.662172404737509e-15,1.9160521871950903e-14,-3.662172404737509e-15,0.0010755225060801292,-1.3922834119933028e-07
-1009.5,-0.02239123967190298,-0.000117113064269668,-4.41606172487948e-13,-3.155863141007183e-32,9.759072214199003e-34,-3.92515095095694e-14,-4.41606172487948e-13,-3.92515095095694e-14,-0.022391239672344587,-0.0001171130643089195,0.0010759786620262207,-1.195712805534925e-07,1.9191450878336017e-14,-3.889661389235378e-33,4.8311567468964936e-33,-5.051171862556854e-15,1.9191450878336017e-14,-5.051171862556854e-15,0.0010759786620454122,-1.1957128560466438e-07
-1009.0,-0.022401041342862277,-0.00011706392371913822,-4.4231102333489996e-13,-3.170941115695258e-32,-2.2880047739320363e-33,-6.488218321582983e-14,-4.4231102333489996e-13,-6.488218321582983e-14,-0.022401041343304586,-0.0001170639237840204,0.001076436430001049,-8.962030008440123e-08,1.9222835433255078e-14,-4.037688966614089e-33,1.2038448821980183e-31,-6.250615940508649e-15,1.9222835433255078e-14,-6.250615940508649e-15,0.0010764364300202718,-8.962030633501716e-08
-1008.5,-0.02241087946541113,-0.00011696917115230562,-4.430202102633298e-13,-3.1834356015476785e-32,-8.884854093842748e-33,-8.398541085573092e-14,-4.430202102633298e-13,-8.398541085573092e-14,-0.022410879465854152,-0.00011696917123629104,0.0010768954557302303,-5.060214939233386e-08,1.9254500940553898e-14,-4.0071966807695775e-33,1.7413488185171634e-32,-7.132714431217486e-15,1.9254500940553898e-14,-7.132714431217486e-15,0.0010768954557494848,-5.060215652504829e-08
-1008.0,-0.022420742121441198,-0.00011684217137447779,-4.437319365425579e-13,-3.226328958423916e-32,1.3607542466271354e-32,-9.585364106599942e-14,-4.437319365425579e-13,-9.585364106599942e-14,-0.02242074212188493,-0.00011684217147033143,0.0010773554117108925,-4.771116906827737e-09,1.928624365852047e-14,-3.9799995406892914e-33,7.095742212704781e-32,-7.636435981054681e-15,1.928624365852047e-14,-7.636435981054681e-15,0.0010773554117301787,-4.7711245432637175e-09
-1007.5,-0.022430615011625615,-0.00011669717720337938,-4.444442067608626e-13,-3.2699088065859933e-32,-3.116308724414099e-33,-1.0036303963715335e-13,-4.444442067608626e-13,-1.0036303963715335e-13,-0.022430615012070058,-0.00011669717730374242,0.0010778158787393675,4.4942714537334755e-08,1.9317871118724186e-14,-3.938050379088107e-33,-3.353275144771504e-33,-7.762121815977996e-15,1.9317871118724186e-14,-7.762121815977996e-15,0.0010778158787586854,4.494270677521294e-08
-1007.0,-0.02244048238041575,-0.00011654830455508532,-4.451549808257646e-13,-3.2896727659487517e-32,-3.8841846969610673e-32,-9.790377811031661e-14,-4.451549808257646e-13,-9.790377811031661e-14,-0.022440482380860903,-0.0001165483046529891,0.0010782762908099599,9.537319870726695e-08,1.934924022849397e-14,-3.8432001348863586e-33,-2.341006366001573e-32,-7.552679195064325e-15,1.934924022849397e-14,-7.552679195064325e-15,0.0010782762908293092,9.537319115458776e-08
-1006.5,-0.022450328190832713,-0.00011640867193931509,-4.4586233161270826e-13,-3.3104074226444574e-32,5.4724143811796675e-33,-8.927314656464756e-14,-4.4586233161270826e-13,-8.927314656464756e-14,-0.022450328191278575,-0.00011640867202858824,0.0010787359577755055,1.4355289475772963e-07,1.938028020598984e-14,-3.97930680776242e-33,2.129308146514528e-33,-7.0699448671062166e-15,1.938028020598984e-14,-7.0699448671062166e-15,0.0010787359577948859,1.4355288768778477e-07
-1006.0,-0.022460137440678134,-0.00011628974546143596,-4.4656458896270204e-13,-3.348696947881565e-32,8.871603695825363e-34,-7.555010747532436e-14,-4.4656458896270204e-13,-7.555010747532436e-14,-0.022460137441124697,-0.00011628974553698607,0.0010791941554407854,1.8705495385116545e-07,1.941099252891436e-14,-4.068364215803316e-33,-4.280618116713736e-32,-6.374547891655808e-15,1.941099252891436e-14,-6.374547891655808e-15,0.0010791941554601963,1.8705494747661757e-07
-1005.5,-0.02246989748547019,-0.00011620089874477858,-4.4726045709433014e-13,-3.3855573772392765e-32,1.705880892661328e-32,-5.796986726496686e-14,-4.4726045709433014e-13,-5.796986726496686e-14,-0.02246989748591745,-0.00011620089880274845,0.0010796502518107052,2.2417977224998675e-07,1.9441428494138712e-14,-4.0983792321334836e-33,-5.604918361353509e-32,-5.514678945370194e-15,1.9441428494138712e-14,-5.514678945370194e-15,0.0010796502518301467,2.241797667353078e-07
-1005.0,-0.022479599224131397,-0.00011614917046883291,-4.4794909812120203e-13,-3.406238035619841e-32,-1.6864983337010147e-33,-3.781416760948443e-14,-4.4794909812120203e-13,-3.781416760948443e-14,-0.022479599224579348,-0.00011614917050664708,0.001080103828177777,2.539640277625377e-07,1.947165352673049e-14,-4.288516064040006e-33,3.227365548727244e-32,-4.524640095432907e-15,1.947165352673049e-14,-4.524640095432907e-15,0.0010801038281972486,2.539640232378976e-07
-1004.5,-0.022489238012251434,-0.00011613918390468436,-4.486301794490643e-13,-3.4258016527142385e-32,2.972002645541052e-32,-1.632780223418795e-14,-4.486301794490643e-13,-1.632780223418795e-14,-0.022489238012700065,-0.00011613918392101216,0.0010805547571810967,2.760330615631532e-07,1.9501712362104353e-14,-4.346473314597694e-33,-6.571272970249249e-32,-3.429678976503885e-15,1.9501712362104353e-14,-3.429678976503885e-15,0.0010805547572005985,2.7603305813347423e-07
-1004.0,-0.022498814192137097,-0.00011617318474970405,-4.493038858725482e-13,-3.4618955140273726e-32,3.3841824685190306e-32,5.3346658647922814e-15,-4.493038858725482e-13,5.3346658647922814e-15,-0.0224988141925864,-0.00011617318474436938,0.0010810032135871682,2.9035353101578096e-07,1.9531608353702193e-14,-4.3270635518769166e-33,-6.873566934320269e-33,-2.251715333501429e-15,1.9531608353702193e-14,-2.251715333501429e-15,0.0010810032136067,2.9035352876406564e-07
-1003.5,-0.022508333168441075,-0.00011625115514083718,-4.4997089847319687e-13,-3.548573744147154e-32,-5.876058482644122e-32,2.6134379577505128e-14,-4.4997089847319687e-13,2.6134379577505128e-14,-0.022508333168891045,-0.0001162511551147028,0.00108144961306241,2.9696467914873577e-07,1.9561304017260645e-14,-4.342042472019388e-33,3.3421817882918336e-33,-1.0118990049080187e-15,1.9561304017260645e-14,-1.0118990049080187e-15,0.0010814496130819714,2.9696467813683675e-07
-1003.0,-0.022517805008518615,-0.00011637097092177112,-4.5063234315103764e-13,-3.5854050515743387e-32,2.929601371885423e-32,4.515330615348434e-14,-4.5063234315103764e-13,4.515330615348434e-14,-0.022517805008969247,-0.00011637097087661781,0.0010818944956743047,2.9576849715771177e-07,1.9590741542410927e-14,-4.342980159161062e-33,-1.0245947304140095e-32,2.71055866156092e-16,1.9590741542410927e-14,2.71055866156092e-16,0.0010818944956938953,2.9576849742876766e-07
-1002.5,-0.022527243598962497,-0.00011652858364240119,-4.5128971248234565e-13,-3.524755531726369e-32,5.724141128630857e-32,6.15896288491728e-14,-4.5128971248234565e-13,6.15896288491728e-14,-0.022527243599413785,-0.00011652858358081157,0.0010823383876138097,2.864396197954861e-07,1.961987473273383e-14,-4.401327560995765e-33,-2.341006366001573e-32,1.5848244037715292e-15,1.961987473273383e-14,1.5848244037715292e-15,0.0010823383876334297,2.864396213803105e-07
-1002.0,-0.022536665438326654,-0.00011671822519982063,-4.5194476570195735e-13,-3.523020227937601e-32,-1.415022330228101e-31,7.475469589283687e-14,-4.5194476570195735e-13,7.475469589283687e-14,-0.022536665438778598,-0.00011671822512506593,0.0010827816798120553,2.684803506091066e-07,1.9648699932230898e-14,-4.425873989526811e-33,2.8003945837763714e-32,2.925604494399093e-15,1.9648699932230898e-14,2.925604494399093e-15,0.001082781679831704,2.684803535347111e-07
-1001.5,-0.022546088187400556,-0.00011693264732680342,-4.5259941274603627e-13,-3.534621986721549e-32,8.519389627595825e-33,8.40806133289834e-14,-4.5259941274603627e-13,8.40806133289834e-14,-0.022546088187853155,-0.00011693264724272281,0.0010832245549586294,2.4140603889749156e-07,1.9677274039234255e-14,-4.3088287568854916e-33,5.492382422843075e-32,4.294133236760333e-15,1.9677274039234255e-14,4.294133236760333e-15,0.0010832245549783066,2.414060431916248e-07
-1001.0,-0.02255552912638323,-0.00011716341688103142,-4.5325558893176796e-13,-3.578292335798247e-32,7.90928583609306e-32,8.914310687542273e-14,-4.5325558893176796e-13,8.914310687542273e-14,-0.022555529126836487,-0.00011716341679188832,0.0010836669794480238,2.0501126073494119e-07,1.9705712426840832e-14,-4.298430089355293e-33,4.9494858826796454e-33,5.6840442957139964e-15,1.9705712426840832e-14,5.6840442957139964e-15,0.0010836669794677296,2.0501126641898548e-07
-1000.5,-0.022565003678200194,-0.00011740128880521374,-4.539151268534549e-13,-3.5745521279388787e-32,-5.906904176633428e-33,8.969899573670842e-14,-4.539151268534549e-13,8.969899573670842e-14,-0.02256500367865411,-0.00011740128871551474,0.0010841087581450442,1.5964475991864235e-07,1.9734166645325e-14,-4.255914283053283e-33,-1.2449272790277315e-31,7.065485786136184e-15,1.9734166645325e-14,7.065485786136184e-15,0.0010841087581647784,1.5964476698412814e-07
-1000.0,-0.022574524149362975,-0.00011763667151322432,-4.5457963221773246e-13,-3.556548699580925e-32,-1.8745615409105396e-32,8.573254294540101e-14,-4.5457963221773246e-13,8.573254294540101e-14,-0.022574524149817556,-0.00011763667142749178,0.0010845496315052292,1.0641651172521756e-07,1.9762788606934736e-14,-4.230598535787421e-33,1.8458728884589474e-32,8.370484969139108e-15,1.9762788606934736e-14,8.370484969139108e-15,0.001084549631524992,1.0641652009570253e-07
-999.5,-0.02258409881654841,-0.00011786018465313394,-4.552503714173701e-13,-3.638324001508511e-32,-2.4898730469829287e-32,7.750072812463675e-14,-4.552503714173701e-13,7.750072812463675e-14,-0.02258409881700366,-0.00011786018457563322,0.0010849893826125727,4.7275767601877294e-08,1.979169243161983e-14,-4.1447140973299026e-33,-9.561055801036884e-32,9.487632287062346e-15,1.979169243161983e-14,9.487632287062346e-15,0.0010849893826323643,4.727577708950958e-08
-999.0,-0.022593731449323178,-0.00011806328896485536,-4.559281803680284e-13,-3.6312867087092144e-32,-7.430114465929516e-32,6.556514917017244e-14,-4.559281803680284e-13,6.556514917017244e-14,-0.022593731449779105,-0.00011806328889929022,0.0010854279203927036,-1.5070361307403107e-08,1.9820925996115975e-14,-3.795843924966307e-33,-1.1664356189582407e-31,1.0271776923521404e-14,1.9820925996115975e-14,1.0271776923521404e-14,0.0010854279204125245,-1.5070351035626184e-08
-998.5,-0.02260342131078589,-0.00011823894571477873,-4.566134053682897e-13,-3.553805960748411e-32,-4.010402441796429e-32,5.079837997675017e-14,-4.566134053682897e-13,5.079837997675017e-14,-0.022603421311242503,-0.00011823894566398035,0.0010858653136749403,-7.739094526283598e-08,1.9850461175858746e-14,-3.4283873249331596e-33,-1.0847453744371116e-32,1.0569609715978258e-14,1.9850461175858746e-14,1.0569609715978258e-14,0.0010858653136947907,-7.739093469322626e-08
-998.0,-0.0226131636253348,-0.00011838224315885784,-4.573058862218976e-13,-3.511666236963769e-32,5.291253706890826e-32,3.4355193015111135e-14,-4.573058862218976e-13,3.4355193015111135e-14,-0.022613163625792104,-0.00011838224312450265,0.0010863017658393282,-1.3627524701113718e-07,1.988020575489794e-14,-3.2493715347492584e-33,-7.224055369319636e-32,1.025573961085383e-14,1.988020575489794e-14,1.025573961085383e-14,0.0010863017658592083,-1.3627523675539756e-07
-997.5,-0.022622950451656076,-0.00011849091405743278,-4.580049887133273e-13,-3.506497047630473e-32,6.014047511299579e-32,1.760378296014302e-14,-4.580049887133273e-13,1.760378296014302e-14,-0.02262295045211408,-0.000118490914039829,0.0010867375382969016,-1.8851778108930437e-07,1.9910032985419762e-14,-3.335865650404797e-33,1.727303396618736e-31,9.268882759262658e-15,1.9910032985419762e-14,9.268882759262658e-15,0.0010867375383168116,-1.8851777182042162e-07
-997.0,-0.02263277185311272,-0.00011856566524027362,-4.587096880354717e-13,-3.497283402132222e-32,-1.6102931376615008e-32,2.0183296294250575e-15,-4.587096880354717e-13,2.0183296294250575e-15,-0.022632771853571428,-0.0001185656652382553,0.0010871728478139644,-2.3146582947921636e-07,1.9939819076510445e-14,-3.4482966257332626e-33,1.4352276464606563e-31,7.636123978769882e-15,1.9939819076510445e-14,7.636123978769882e-15,0.0010871728478339042,-2.314658218430924e-07
-996.5,-0.022642617223183496,-0.00011861024974593216,-4.59418698258795e-13,-3.4911664230458906e-32,-3.283941666773564e-33,-1.0959228803510688e-14,-4.59418698258795e-13,-1.0959228803510688e-14,-0.022642617223642914,-0.00011861024975689139,0.001087607772499428,-2.632596569003857e-07,1.9969476485513616e-14,-3.579861715059216e-33,-2.132297189788217e-31,5.475665562867939e-15,1.9969476485513616e-14,5.475665562867939e-15,0.0010876077725193974,-2.6325965142472015e-07
-996.0,-0.022652476606144705,-0.0001186312344429695,-4.601306361851388e-13,-3.481257173946221e-32,-4.940549567737689e-33,-2.007438121532775e-14,-4.601306361851388e-13,-2.007438121532775e-14,-0.022652476606604837,-0.00011863123446304388,0.001088042202153453,-2.82920316366838e-07,1.9998972848745254e-14,-3.718061633043583e-33,-1.485234032280682e-31,2.9748568499802684e-15,1.9998972848745254e-14,2.9748568499802684e-15,0.001088042202173452,-2.8292031339198114e-07
-995.5,-0.022662341853568194,-0.00011863744979128885,-4.608442008845528e-13,-3.4779328437089915e-32,2.3557050633371364e-32,-2.4413584747695043e-14,-4.608442008845528e-13,-2.4413584747695043e-14,-0.022662341854029038,-0.00011863744981570244,0.001088475860042061,-2.902755686747709e-07,2.0028331045843523e-14,-3.773004803238305e-33,5.174865908491618e-32,3.486007075011303e-16,2.0028331045843523e-14,3.486007075011303e-16,0.0010884758600620892,-2.902755683261702e-07
-995.0,-0.02267220747541023,-0.00011863914955867298,-4.615583440795991e-13,-3.480619152461798e-32,-5.295536975087144e-33,-2.3535029887852746e-14,-4.615583440795991e-13,-2.3535029887852746e-14,-0.022672207475871786,-0.00011863914958220802,0.0010889084055748898,-2.8575284345515317e-07,2.0057612983636285e-14,-3.791930676060555e-33,-1.7848594278207597e-32,-2.2098627997394778e-15,2.0057612983636285e-14,-2.2098627997394778e-15,0.0010889084055949474,-2.8575284566501597e-07
-994.5,-0.022682071081584897,-0.00011864695079761255,-4.622724042550925e-13,-3.4892550264370065e-32,2.497700026276919e-32,-1.755618016650848e-14,-4.622724042550925e-13,-1.755618016650848e-14,-0.02268207108204717,-0.00011864695081516872,0.0010893396054847731,-2.700992470457174e-07,2.0086895528092608e-14,-3.778157869545756e-33,-2.005290584047634e-31,-4.570586258837518e-15,2.0086895528092608e-14,-4.570586258837518e-15,0.00108933960550486,-2.7009925161630366e-07
-994.0,-0.02269193336151911,-0.00011867066172295895,-4.629861808214565e-13,-3.468917291151367e-32,3.796084957585017e-33,-7.181449717274664e-15,-4.629861808214565e-13,-7.181449717274664e-15,-0.022691933361982098,-0.0001186706617301404,0.0010897695410678864,-2.4410580937639023e-07,2.0116249414725402e-14,-3.684755082067836e-33,4.1325834374683556e-32,-6.687119779269464e-15,2.0116249414725402e-14,-6.687119779269464e-15,0.0010897695410880027,-2.4410581606351e-07
-993.5,-0.02270179760704337,-0.00011871813135685277,-4.636999329932445e-13,-3.444026460492679e-32,-1.0354107529816882e-32,6.340199945532835e-15,-4.636999329932445e-13,6.340199945532835e-15,-0.022701797607507068,-0.00011871813135051258,0.0010901988039188838,-2.0841340188360296e-07,2.0145729907074902e-14,-3.6970377002881656e-33,4.5349024991310717e-32,-8.587729792893799e-15,2.0145729907074902e-14,-8.587729792893799e-15,0.0010901988039390296,-2.0841341047133276e-07
-993.0,-0.022711668843057663,-0.00011879426465189434,-4.644142989918216e-13,-3.442995677657577e-32,4.900490224894434e-33,2.132934842738803e-14,-4.644142989918216e-13,2.132934842738803e-14,-0.022711668843522076,-0.000118794264630565,0.0010906286252593924,-1.634589732952066e-07,2.0175382330364708e-14,-3.7464455522204586e-33,-1.406206193314674e-32,-1.033974107929397e-14,2.0175382330364708e-14,-1.033974107929397e-14,0.0010906286252795679,-1.6345898363494768e-07
-992.5,-0.022721552684764425,-0.00011890033704670816,-4.651301428669253e-13,-3.4272816305672783e-32,1.6760212748035483e-33,3.585365504721623e-14,-4.651301428669253e-13,3.585365504721623e-14,-0.022721552685229556,-0.0001189003370108545,0.001091060889055707,-1.0958540072006796e-07,2.0205258822861522e-14,-3.7196973193268194e-33,-2.409680405586555e-31,-1.1998286998483685e-14,2.0205258822861522e-14,-1.1998286998483685e-14,0.001091060889075912,-1.0958541271835495e-07
-992.0,-0.02273145407978139,-0.00011903371310257108,-4.65848347975866e-13,-3.4465175607510305e-32,-1.8766261378109227e-34,4.7951106075956245e-14,-4.65848347975866e-13,4.7951106075956245e-14,-0.02273145408024724,-0.00011903371305461997,0.0010914979976016847,-4.72957137533786e-08,2.0235437270571293e-14,-3.7437666288067994e-33,-3.3053333558518616e-31,-1.3556037380950038e-14,2.0235437270571293e-14,-1.3556037380950038e-14,0.00109149799762192,-4.729572730941598e-08
-991.5,-0.022741376111726535,-0.00011918802821237785,-4.665695877817681e-13,-3.488086613495218e-32,-1.173738745307357e-33,5.5873184467272184e-14,-4.665695877817681e-13,5.5873184467272184e-14,-0.022741376112193106,-0.00011918802815650467,0.0010919425857025744,2.2406771772970173e-08,2.0266031279756286e-14,-3.712383600363009e-33,-8.73866830734398e-32,-1.4910768187386502e-14,2.0266031279756286e-14,-1.4910768187386502e-14,0.0010919425857228405,2.2406756862201986e-08
-991.0,-0.02275131903961065,-0.0001193538354971619,-4.672941140236361e-13,-3.468681025927225e-32,-4.0530810493640505e-33,5.8316853587717e-14,-4.672941140236361e-13,5.8316853587717e-14,-0.022751319040077943,-0.00011935383543884505,0.001092397110611886,9.767919780130901e-08,2.0297182300250964e-14,-3.866323180817881e-33,-1.38666955995881e-34,-1.5862982356305424e-14,2.0297182300250964e-14,-1.5862982356305424e-14,0.001092397110632183,9.767918193832665e-08
-990.5,-0.022761279721892354,-0.00011951965967534929,-4.680216048315707e-13,-3.43543173928098e-32,9.791427837264708e-33,5.461304848856096e-14,-4.680216048315707e-13,5.461304848856096e-14,-0.022761279722360375,-0.00011951965962073624,0.0010928633751789451,1.7559846986268772e-07,2.0329031344328828e-14,-4.249443609829973e-33,3.9324099827685235e-32,-1.6147118740667554e-14,2.0329031344328828e-14,-1.6147118740667554e-14,0.0010928633751992741,1.7559845371556897e-07
-990.0,-0.022771251526090604,-0.00011967334417127551,-4.687511076824465e-13,-3.4193584667839424e-32,8.963123886782645e-33,4.484303131541443e-14,-4.687511076824465e-13,4.484303131541443e-14,-0.022771251526559354,-0.00011967334412643247,0.001093342065068915,2.521053093480037e-07,2.0361675846111544e-14,-4.4473930969265234e-33,4.624635427099962e-32,-1.5489858894649515e-14,2.0361675846111544e-14,-1.5489858894649515e-14,0.0010933420650892768,2.5210529385814477e-07
-989.5,-0.022781224762152916,-0.00011980353536271242,-4.694810955696248e-13,-3.399986123753977e-32,5.420337235483437e-34,2.986240597018767e-14,-4.694810955696248e-13,2.986240597018767e-14,-0.0227812247626224,-0.00011980353533285001,0.0010938323905834394,3.2218621308756704e-07,2.0395123653250886e-14,-4.3050018739006834e-33,-3.1702963926151615e-32,-1.368106811157854e-14,2.0395123653250886e-14,-1.368106811157854e-14,0.0010938323906038345,3.221861994064989e-07
-989.0,-0.02279118760996796,-0.00011990112503723442,-4.702096340507086e-13,-3.42778119376079e-32,3.326003976758981e-32,1.1224848974365415e-14,-4.702096340507086e-13,1.1224848974365415e-14,-0.02279118761043817,-0.00011990112502600957,0.0010943319153642853,3.8029934801189335e-07,2.0429258270771503e-14,-4.188497556739839e-33,-1.445100733727563e-31,-1.0639335521659693e-14,2.0429258270771503e-14,-1.0639335521659693e-14,0.0010943319153847145,3.802993373725578e-07
-988.5,-0.022801127444931655,-0.00011996047228574058,-4.709346366920326e-13,-3.468506924711033e-32,-1.722705816655495e-32,-8.988059872534541e-15,-4.709346366920326e-13,-8.988059872534541e-15,-0.02280112744540259,-0.00011996047229472865,0.0010948366289375978,4.209994527739052e-07,2.0463826753393373e-14,-4.308357806828778e-33,-1.7153842013789122e-31,-6.455604179532095e-15,2.0463826753393373e-14,-6.455604179532095e-15,0.0010948366289580617,4.2099944631830103e-07
-988.0,-0.022811032409153817,-0.00011998024922604648,-4.716541703037756e-13,-3.4694139448346047e-32,-1.1527538126333138e-32,-2.841057129972533e-14,-4.716541703037756e-13,-2.841057129972533e-14,-0.02281103240962547,-0.00011998024925445705,0.001095341282190338,4.3967205116425805e-07,2.049845568761759e-14,-4.3802720309521974e-33,-2.6538328557524586e-31,-1.404129176915821e-15,2.049845568761759e-14,-1.404129176915821e-15,0.0010953412822108364,4.396720497601289e-07
-987.5,-0.022820893039521943,-0.00011996379835073692,-4.723667615894064e-13,-3.4765248212415137e-32,1.6464389908577602e-33,-4.467841174181844e-14,-4.723667615894064e-13,-4.467841174181844e-14,-0.02282089303999431,-0.00011996379839541534,0.00109583996040253,4.332575890803698e-07,2.0532693968778507e-14,-4.340872319114896e-33,9.188195763803515e-32,4.082025843000304e-15,2.0532693968778507e-14,4.082025843000304e-15,0.0010958399604230626,4.3325759316239565e-07
-987.0,-0.022830703750941008,-0.00011991894758961626,-4.730716552720672e-13,-3.4808590739045726e-32,-4.920828045107163e-33,-5.5718058579299965e-14,-4.730716552720672e-13,-5.5718058579299965e-14,-0.02283070375141408,-0.00011991894764533431,0.001096326824799794,4.00838272247633e-07,2.056607540087869e-14,-4.4291617625904674e-33,-3.3665255427888885e-32,9.465865475987376e-15,2.056607540087869e-14,9.465865475987376e-15,0.00109632682482036,4.0083828171349846e-07
-986.5,-0.022840463984131996,-0.00011985729446008751,-4.73768981740002e-13,-3.463514650910734e-32,-2.5148022841830772e-33,-6.000079924011269e-14,-4.73768981740002e-13,-6.000079924011269e-14,-0.022840463984605767,-0.00011985729452008832,0.0010967969197288165,3.4397645831706937e-07,2.059819044112962e-14,-4.561627224165422e-33,-3.1616065967060867e-34,1.4180863629073849e-14,2.059819044112962e-14,1.4180863629073849e-14,0.0010967969197494146,3.43976472497933e-07
-986.0,-0.02285017886228442,-0.00011979303466797334,-4.74459808879506e-13,-3.423481403789954e-32,8.903959318891069e-33,-5.6728280134507255e-14,-4.74459808879506e-13,-5.6728280134507255e-14,-0.02285017886275888,-0.00011979303472470161,0.0010972469254176063,2.667298793520125e-07,2.0628755021689797e-14,-4.787885474032034e-33,1.0643644133936283e-31,1.7711482291856588e-14,2.0628755021689797e-14,1.7711482291856588e-14,0.001097246925438235,2.6672989706349476e-07
-985.5,-0.02285985925606445,-0.00011974146533675484,-4.751460737613447e-13,-3.388671229809249e-32,-2.771182078379906e-33,-4.5926913191973164e-14,-4.751460737613447e-13,-4.5926913191973164e-14,-0.0228598592565396,-0.00011974146538268175,0.0010976757382968668,1.7531899893733632e-07,2.0657665206356724e-14,-4.557216844592775e-33,-7.123475603903957e-32,1.9666763093918342e-14,2.0657665206356724e-14,1.9666763093918342e-14,0.0010976757383175245,1.7531901860409942e-07
-985.0,-0.02286952122332885,-0.00011971733181753881,-4.758304094231129e-13,-3.359784560985237e-32,7.858718619473228e-33,-2.8442384205420266e-14,-4.758304094231129e-13,-2.8442384205420266e-14,-0.02286952122380468,-0.0001197173318459812,0.0010980847818643016,7.747741954142011e-08,2.0685028945709286e-14,-4.241306555814937e-33,1.2284474816795986e-31,1.9836260374508006e-14,2.0685028945709286e-14,1.9836260374508006e-14,0.0010980847818849867,7.747743937768048e-08
-984.5,-0.022879184859793355,-0.00011973320521162407,-4.765158959356754e-13,-3.340120004148356e-32,3.874971048107119e-33,-5.83977759393692e-15,-4.765158959356754e-13,-5.83977759393692e-15,-0.02287918486026987,-0.00011973320521746386,0.0010984779885930803,-1.843201173797309e-08,2.0711169588801074e-14,-4.67630672270396e-33,-9.528515288696517e-32,1.8221020470913972e-14,2.0711169588801074e-14,1.8221020470913972e-14,0.0010984779886137914,-1.843199351695262e-08
-984.0,-0.022888872663276317,-0.0001197980740624046,-4.77205771763329e-13,-3.3575191133071257e-32,7.649947813501652e-32,1.97734062067973e-14,-4.77205771763329e-13,1.97734062067973e-14,-0.022888872663753522,-0.00011979807404263119,0.00109886144094728,-1.0441387775792302e-07,2.073659933816867e-14,-5.12417210162149e-33,-4.958983028421408e-31,1.5036047487028394e-14,2.073659933816867e-14,1.5036047487028394e-14,0.0010988614409680167,-1.0441386272187553e-07
-983.5,-0.022898607569535514,-0.00011991630925400378,-4.779031414700393e-13,-3.4134034982014814e-32,-6.882842212932439e-32,4.5976327336095516e-14,-4.779031414700393e-13,4.5976327336095516e-14,-0.022898607570013416,-0.00011991630920802745,0.0010992427087246205,-1.738077574519768e-07,2.0761964218488184e-14,-5.132911008744147e-33,-3.038303939434549e-31,1.0684062393621631e-14,2.0761964218488184e-14,1.0684062393621631e-14,0.0010992427087453825,-1.738077467679144e-07
-983.0,-0.022908410855080257,-0.00012008711876101627,-4.786107103597392e-13,-3.44572836409472e-32,2.2146961765288805e-32,7.028747393957836e-14,-4.786107103597392e-13,7.028747393957836e-14,-0.022908410855558867,-0.0001200871186907288,0.0010996299636315636,-2.2208530061924164e-07,2.078796569785119e-14,-4.929239102300335e-33,-2.7565819886574955e-31,5.703412484543519e-15,2.078796569785119e-14,5.703412484543519e-15,0.0010996299636523517,-2.2208529491582915e-07
-982.5,-0.022918300118650436,-0.00012030455341648962,-4.793305677180954e-13,-3.449439498885396e-32,6.491308358958291e-32,9.04129912845765e-14,-4.793305677180954e-13,9.04129912845765e-14,-0.022918300119129768,-0.00012030455332607663,0.00110003098460909,-2.473569588482081e-07,2.081526813162072e-14,-4.8551774662889246e-33,-4.892971394391546e-32,6.961087088429665e-16,2.081526813162072e-14,6.961087088429665e-16,0.001100030984629905,-2.4735695815209937e-07
