t_minus_t0_M,qnm_delta_hD20_real_over_abs_A220_squared_M_over_R,qnm_delta_hD20_imag_over_abs_A220_squared_M_over_R,qnm_delta_hS20_real_over_abs_A220_squared_M_over_R,qnm_delta_hS20_imag_over_abs_A220_squared_M_over_R,qnm_delta_hD30_real_over_abs_A220_squared_M_over_R,qnm_delta_hD30_imag_over_abs_A220_squared_M_over_R,qnm_delta_hS30_real_over_abs_A220_squared_M_over_R,qnm_delta_hS30_imag_over_abs_A220_squared_M_over_R,analytic_delta_hD20_real_over_abs_A220_squared_M_over_R,analytic_delta_hD20_imag_over_abs_A220_squared_M_over_R,analytic_delta_hS20_real_over_abs_A220_squared_M_over_R,analytic_delta_hS20_imag_over_abs_A220_squared_M_over_R,analytic_delta_hD30_real_over_abs_A220_squared_M_over_R,analytic_delta_hD30_imag_over_abs_A220_squared_M_over_R,analytic_delta_hS30_real_over_abs_A220_squared_M_over_R,analytic_delta_hS30_imag_over_abs_A220_squared_M_over_R
33.046875,0.07935641003925559,-8.352042669095125e-20,-3.4737569885871445e-21,-0.06637331277127384,0.013859355859637356,-1.2650517932182433e-20,-2.561883283161633e-20,-0.011455860976903993,0.07935614657287667,2.13138083712077e-18,-3.69977170615501e-21,-0.06637331277127384,0.013859309846034855,1.2424100092067773e-21,-2.549371618350224e-20,-0.011455860976903993
33.0859375,0.07935881646465992,-8.351949083687919e-20,-3.885436030104535e-21,-0.06637532549369844,0.01385977613452141,-1.2647050944197802e-20,-2.5504108885208178e-20,-0.011456208367554222,0.07935855299029157,2.131445469694121e-18,-3.699883899040494e-21,-0.06637532549369844,0.013859730119523581,1.2424476843864794e-21,-2.5494489261899362e-20,-0.011456208367554222
33.125,0.07936120774867979,-8.35765837640114e-20,-3.7290042213370005e-21,-0.06637732555194323,0.013860193765008683,-1.2646439324260929e-20,-2.573032984871581e-20,-0.011456553572399986,0.07936094426637229,2.1315096955951357e-18,-3.699995386001077e-21,-0.06637732555194323,0.013860147748624303,1.2424851225115114e-21,-2.549525747603716e-20,-0.011456553572399986
33.1640625,0.07936358398658579,-8.359299427215571e-20,-3.589336879624196e-21,-0.06637931302569205,0.013860608767737889,-1.2656797597315096e-20,-2.558615948689629e-20,-0.011456896605194508,0.07936332049638907,2.1315735173826233e-18,-3.7001061714784866e-21,-0.06637931302569205,0.013860562749975686,1.2425223250734369e-21,-2.549602085652186e-20,-0.011456896605194508
33.203125,0.07936594527304902,-8.359088649723009e-20,-3.784019061161979e-21,-0.06638128799412735,0.013861021159243054,-1.2668497093573926e-20,-2.571064464693343e-20,-0.01145723747960448,0.07936568177501274,2.131636937599291e-18,-3.700216259886499e-21,-0.06638128799412735,0.013860975140111694,1.2425592935544338e-21,-2.5496779433767124e-20,-0.01145723747960448
33.2421875,0.07936829170214493,-8.366420580803912e-20,-3.6823673971336425e-21,-0.0663832505359334,0.013861430955954167,-1.2673802918813377e-20,-2.553484464212042e-20,-0.01145757620921059,0.07936802819631843,2.1316999587718496e-18,-3.70032565561112e-21,-0.0663832505359334,0.013861384935462262,1.2425960294273547e-21,-2.5497533237995242e-20,-0.01145757620921059
33.28125,0.07937062336735706,-8.370132596757501e-20,-3.612521315972857e-21,-0.06638520072929932,0.013861838174197838,-1.2666753773010064e-20,-2.5692013686206862e-20,-0.011457912807508087,0.07937035985378932,2.13176258341111e-18,-3.700434363010758e-21,-0.06638520072929932,0.013861792152353955,1.2426325341557847e-21,-2.5498282299238353e-20,-0.011457912807508087
33.3203125,0.0793729403615807,-8.369903110659798e-20,-3.831551397362233e-21,-0.0663871386519223,0.013862242830197956,-1.2649685163057491e-20,-2.5606054893460538e-20,-0.011458247287907303,0.07937267684032047,2.1318248140120854e-18,-3.7005423864164e-21,-0.0663871386519223,0.0138621968070106,1.2426688091941001e-21,-2.549902664733962e-20,-0.011458247287907303
33.359375,0.07937524277712665,-8.374176003065129e-20,-3.7663357837891364e-21,-0.06638906438101069,0.01386264494007632,-1.263046477196633e-20,-2.5688998596673207e-20,-0.01145857966373419,0.0793749792482223,2.13188665305409e-18,-3.7006497301317795e-21,-0.06638906438101069,0.013862598915553942,1.2427048559875251e-21,-2.5499766311954443e-20,-0.01145857966373419
33.3984375,0.07937753070572492,-8.373328979579669e-20,-3.7143081984171546e-21,-0.06639097799328696,0.013863044519853292,-1.262683734469766e-20,-2.552223917029191e-20,-0.011458909948230855,0.07937726716922457,2.1319481030008383e-18,-3.700756398433551e-21,-0.06639097799328696,0.013862998494004297,1.2427406759721923e-21,-2.5500501322551615e-20,-0.011458909948230855
33.4375,0.07937980423852832,-8.374006215915671e-20,-3.768929509282263e-21,-0.06639287956499088,0.013863441585448437,-1.2634899764983476e-20,-2.5635295552827734e-20,-0.01145923815455608,0.07937954069447974,2.132009166300543e-18,-3.700862395571461e-21,-0.06639287956499088,0.013863395558281168,1.2427762705751965e-21,-2.550123170841452e-20,-0.01145923815455608
33.4765625,0.0793820634661161,-8.373196279344331e-20,-3.6583063350762826e-21,-0.0663947691718825,0.013863836152681148,-1.263313891920254e-20,-2.569365401933077e-20,-0.011459564295785858,0.0793817999145668,2.132069845386012e-18,-3.700967725768517e-21,-0.0663947691718825,0.013863790124203898,1.242811641214654e-21,-2.5501957498642286e-20,-0.011459564295785858
33.515625,0.07938430847849763,-8.367014063838237e-20,-3.5748647187503735e-21,-0.06639664688924522,0.013864228237271282,-1.2643595119582801e-20,-2.5756562477639786e-20,-0.0114598883849139,0.0793840449194948,2.1321301426747465e-18,-3.7010723932211536e-21,-0.06639664688924522,0.013864182207492297,1.2428467892997578e-21,-2.5502678722150945e-20,-0.0114598883849139
33.5546875,0.0793865393651159,-8.362209609583873e-20,-3.693900092223215e-21,-0.06639851279188873,0.01386461785483979,-1.2651048378630927e-20,-2.5524246906565068e-20,-0.011460210434852165,0.07938627579870644,2.132190060569037e-18,-3.7011764020994005e-21,-0.06639851279188873,0.01386457182376726,1.242881716230835e-21,-2.550339540767459e-20,-0.011460210434852165
33.59375,0.07938875621485111,-8.366321653836847e-20,-3.604304555266376e-21,-0.066400366954152,0.013865005020909333,-1.2646113278190882e-20,-2.5634979199990552e-20,-0.011460530458431366,0.07938849264108164,2.1322496014560564e-18,-3.701279756547051e-21,-0.066400366954152,0.013864958988551394,1.2429164233993997e-21,-2.5504107583766513e-20,-0.011460530458431366
33.6328125,0.07939095911602427,-8.371120663923826e-20,-3.5583048816133744e-21,-0.06640220944990624,0.013865389750904894,-1.2643304422163999e-20,-2.5646790963086833e-20,-0.011460848468401487,0.07939069553494105,2.132308767707959e-18,-3.7013824606818254e-21,-0.06640220944990624,0.013865343717269638,1.2429509121882128e-21,-2.550481527880036e-20,-0.011460848468401487
33.671875,0.0793931481564006,-8.370076582505431e-20,-3.554484243780594e-21,-0.0664040403525579,0.013865772060154413,-1.2644516271236156e-20,-2.5614480405301608e-20,-0.011461164477432284,0.07939288456804967,2.1323675616819744e-18,-3.7014845185955334e-21,-0.0664040403525579,0.013865726025249877,1.2429851839713335e-21,-2.5505518520971233e-20,-0.011461164477432284
33.7109375,0.07939532342319315,-8.376653235603213e-20,-3.698745215437968e-21,-0.06640585973505153,0.013866151963889382,-1.2652158774016587e-20,-2.5703513733436546e-20,-0.011461478498113797,0.07939505982762027,2.132425985720499e-18,-3.70158593435424e-21,-0.06640585973505153,0.01386610592772355,1.243019240114176e-21,-2.5506217338296828e-20,-0.011461478498113797
33.75,0.07939748500306619,-8.380608022979934e-20,-3.56273395019532e-21,-0.06640766766987272,0.013866529477245452,-1.2651711617629376e-20,-2.5525480456391255e-20,-0.011461790542956854,0.07939722140031678,2.1324840421511895e-18,-3.7016867119984276e-21,-0.06640766766987272,0.01386648343982626,1.2430530819735627e-21,-2.550691175861857e-20,-0.011461790542956854
33.7890625,0.07939963298213872,-8.377379127022009e-20,-3.6286062548822976e-21,-0.06640946422905095,0.013866904615263041,-1.265320994374077e-20,-2.5628685716884244e-20,-0.011462100624393552,0.07939936937225793,2.1325417332870596e-18,-3.701786855543152e-21,-0.06640946422905095,0.013866858576598378,1.2430867108977787e-21,-2.550760180960268e-20,-0.011462100624393552
33.828125,0.07940176744598784,-8.372501719674248e-20,-3.608944499620511e-21,-0.0664112494841625,0.013867277392887938,-1.2654360077408485e-20,-2.5616830192734365e-20,-0.011462408754777774,0.07940150382902056,2.132599061426567e-18,-3.7018863689782095e-21,-0.0664112494841625,0.013867231352985638,1.2431201282266264e-21,-2.5508287518741316e-20,-0.011462408754777774
33.8671875,0.07940388847965223,-8.369590988358758e-20,-3.6784801105239606e-21,-0.0664130235063333,0.013867647824971881,-1.2645164186763364e-20,-2.548993286574527e-20,-0.011462714946385667,0.07940362485564303,2.132656028853709e-18,-3.7019852562682905e-21,-0.0664130235063333,0.013867601783839728,1.243153335291477e-21,-2.5508968913353662e-20,-0.011462714946385667
33.90625,0.07940599616763547,-8.37063557238802e-20,-3.705356088877213e-21,-0.06641478636624173,0.013868015926273167,-1.2640467825628161e-20,-2.5588357825006732e-20,-0.011463019211416138,0.07940573253662868,2.132712637838111e-18,-3.702083521353139e-21,-0.06641478636624173,0.013867969883918906,1.2431863334153258e-21,-2.5509646020586984e-20,-0.011463019211416138
33.9453125,0.07940809059390945,-8.369506367037565e-20,-3.58266196333114e-21,-0.06641653813412149,0.01386838171145723,-1.2641458232517428e-20,-2.5767925729072974e-20,-0.011463321561991337,0.07940782695594907,2.1327688906351183e-18,-3.7021811681477106e-21,-0.06641653813412149,0.013868335667888549,1.2432191239128428e-21,-2.5510318867417752e-20,-0.011463321561991337
33.984375,0.0794101718419177,-8.367725675202088e-20,-3.695154961968726e-21,-0.06641827887976431,0.013868745195097234,-1.2638074534822203e-20,-2.5618452900019685e-20,-0.011463622010157142,0.0794099081970475,2.132824789485884e-18,-3.70227820054233e-21,-0.06641827887976431,0.013868699150321772,1.2432517080904262e-21,-2.55109874806527e-20,-0.011463622010157142
34.0234375,0.07941223999457873,-8.367952787219837e-20,-3.8222133298983145e-21,-0.06642000867252286,0.013869106391674638,-1.2630747257922218e-20,-2.5663557958980888e-20,-0.011463920567883633,0.07941197634284221,2.1328803366174613e-18,-3.702374622402839e-21,-0.06642000867252286,0.01386906034569999,1.2432840872462546e-21,-2.5511651886929877e-20,-0.011463920567883633
34.0625,0.07941429513428931,-8.363032668306616e-20,-3.604266671218487e-21,-0.06642172758131336,0.013869465315579792,-1.2628381548584498e-20,-2.5647281003129945e-20,-0.011464217247065579,0.07941403147572963,2.1329355342428908e-18,-3.702470437570759e-21,-0.06642172758131336,0.0138694192684135,1.2433162626703379e-21,-2.5512312112719745e-20,-0.011464217247065579
34.1015625,0.07941633734292777,-8.360923947833468e-20,-3.849760600834621e-21,-0.06642343567461846,0.013869821981112496,-1.2626943800195658e-20,-2.5678400710222634e-20,-0.0114645120595229,0.07941607367758786,2.132990384561286e-18,-3.702565649863438e-21,-0.06642343567461846,0.01386977593276206,1.2433482356445696e-21,-2.551296818432619e-20,-0.0114645120595229
34.140625,0.07941836670185726,-8.358871096517711e-20,-3.55842485338197e-21,-0.0664251330204899,0.013870176402482575,-1.2631137517022774e-20,-2.5641876303643834e-20,-0.011464805017001154,0.07941810302977981,2.1330448897579278e-18,-3.7026602630742066e-21,-0.0664251330204899,0.013870130352955446,1.2433800074427774e-21,-2.551362012788761e-20,-0.011464805017001154
34.1796875,0.07942038329192895,-8.354175315056272e-20,-3.570387692139914e-21,-0.06642681968655119,0.013870528593810445,-1.2640673893104501e-20,-2.5592256125767128e-20,-0.011465096131171986,0.07942011961315634,2.1330990520043424e-18,-3.7027542809725275e-21,-0.06642681968655119,0.013870482543114026,1.2434115793307735e-21,-2.5514267969377932e-20,-0.011465096131171986
34.21875,0.07942238719348535,-8.349803599576766e-20,-3.741262820653266e-21,-0.06642849574000043,0.013870878569127673,-1.264595415257175e-20,-2.5575393308217518e-20,-0.011465385413633606,0.07942212350805972,2.133152873458396e-18,-3.702847707304145e-21,-0.06642849574000043,0.013870832517269324,1.2434429525664063e-21,-2.551491173460765e-20,-0.011465385413633606
34.2578125,0.0794243784863634,-8.345154999464863e-20,-3.584134895407233e-21,-0.06643016124761285,0.013871226342377549,-1.265514454339153e-20,-2.558309336187928e-20,-0.011465672875911246,0.0794241147943266,2.1332063562643756e-18,-3.7029405457912344e-21,-0.06643016124761285,0.013871180289364576,1.243474128399609e-21,-2.5515551449224858e-20,-0.011465672875911246
34.296875,0.07942635724989773,-8.34822422064626e-20,-3.601942127192114e-21,-0.06643181627574353,0.013871571927415616,-1.2660393255903507e-20,-2.556447736642677e-20,-0.011465958529457624,0.07942609355129135,2.1332595025530772e-18,-3.703032800132552e-21,-0.06643181627574353,0.01387152587325529,1.2435051080724508e-21,-2.5516187138716274e-20,-0.011465958529457624
34.3359375,0.07942832356292379,-8.351594082971823e-20,-3.653308290847802e-21,-0.06643346089033005,0.01387191533801025,-1.2656097514078343e-20,-2.5628526346757323e-20,-0.011466242385653394,0.07942805985778917,2.1333123144418893e-18,-3.703124474003581e-21,-0.06643346089033005,0.013871869282709788,1.2435358928191852e-21,-2.5516818828408257e-20,-0.011466242385653394
34.375,0.07943027750378097,-8.350250010820577e-20,-3.63733186323165e-21,-0.06643509515689512,0.013872256587843187,-1.2651570591633809e-20,-2.552900954226537e-20,-0.011466524455807599,0.0794300137921592,2.1333647940348775e-18,-3.7032155710566774e-21,-0.06643509515689512,0.013872210531409761,1.2435664838663e-21,-2.5517446543467793e-20,-0.011466524455807599
34.4140625,0.07943221915031577,-8.348920568182858e-20,-3.796241788380737e-21,-0.06643671914054913,0.013872595690510081,-1.2652698556861544e-20,-2.561890994947728e-20,-0.011466804751158131,0.07943195543224765,2.133416943422869e-18,-3.703306094921218e-21,-0.06643671914054913,0.013872549632950823,1.2435968824325655e-21,-2.5518070308903527e-20,-0.011466804751158131
34.453125,0.07943414857988486,-8.348978563711577e-20,-3.814741633061627e-21,-0.06643833290599285,0.013872932659521038,-1.2652725492957037e-20,-2.5636204203315068e-20,-0.01146708328287217,0.07943388485541096,2.1334687646835342e-18,-3.7033960492037415e-21,-0.06643833290599285,0.013872886600843029,1.2436270897290838e-21,-2.551869014956676e-20,-0.01146708328287217
34.4921875,0.07943606586935817,-8.349693207322203e-20,-3.796895724830739e-21,-0.0664399365175199,0.01387326750830116,-1.2649509192498504e-20,-2.5746615415696833e-20,-0.011467360062046628,0.0794358021385188,2.1335202598814728e-18,-3.703485437488094e-21,-0.0664399365175199,0.01387322144851144,1.2436571069593366e-21,-2.5519306090152403e-20,-0.011467360062046628
34.53125,0.07943797109512198,-8.348857579285942e-20,-3.635553675704572e-21,-0.06644153003901941,0.013873600250191078,-1.2652543717590717e-20,-2.5641150991304634e-20,-0.011467635099708601,0.07943770735795717,2.133571431068291e-18,-3.703574263335575e-21,-0.06644153003901941,0.013873554189296642,1.243686935319233e-21,-2.5519918155200003e-20,-0.011467635099708601
34.5703125,0.07943986433308191,-8.343973440483596e-20,-3.61284609050743e-21,-0.06644311353397847,0.013873930898447477,-1.2660667083852933e-20,-2.560852788757522e-20,-0.011467908406815797,0.07943960058963148,2.1336222802826887e-18,-3.7036625302850716e-21,-0.06644311353397847,0.013873884836455278,1.243716575997158e-21,-2.552052636909469e-20,-0.011467908406815797
34.609375,0.07944174565866602,-8.340256225237571e-20,-3.695016653397177e-21,-0.0664446870654847,0.013874259466243643,-1.266545153070813e-20,-2.5651226030558932e-20,-0.011468179994256977,0.07944148190896952,2.133672809550537e-18,-3.703750241853208e-21,-0.0664446870654847,0.013874213403160583,1.2437460301740179e-21,-2.5521130756068176e-20,-0.011468179994256977
34.6484375,0.07944361514682775,-8.340486452447445e-20,-3.5988293043370214e-21,-0.06644625069622882,0.013874585966669958,-1.2666980501803458e-20,-2.5680840732518728e-20,-0.011468449872852393,0.07944335139092447,2.1337230208849603e-18,-3.703837401534477e-21,-0.06644625069622882,0.013874539902502904,1.24377529902329e-21,-2.5521731340199686e-20,-0.011468449872852393
34.6875,0.07944547287204892,-8.340583632805249e-20,-3.8444682166613064e-21,-0.06644780448850707,0.013874910412734451,-1.2665993185116668e-20,-2.552633813312087e-20,-0.011468718053354213,0.07944520910997792,2.1337729162864165e-18,-3.7039240128013895e-21,-0.06644780448850707,0.013874864347490225,1.2438043837110677e-21,-2.5522328145416958e-20,-0.011468718053354213
34.7265625,0.07944731890834271,-8.34000998169166e-20,-3.6637939274789055e-21,-0.06644934850422368,0.0138752328173633,-1.2661634828810747e-20,-2.551626994480779e-20,-0.011468984546446953,0.0794470551401428,2.1338224977427766e-18,-3.704010079104602e-21,-0.06644934850422368,0.01387518675104868,1.2438332853961064e-21,-2.5522921195497164e-20,-0.011468984546446953
34.765625,0.07944915332925662,-8.339855947685258e-20,-3.6920317854288125e-21,-0.06645088280489343,0.013875553193401351,-1.2658441473928077e-20,-2.553088218534707e-20,-0.011469249362747898,0.07944888955496636,2.1338717672294022e-18,-3.704095603873062e-21,-0.06645088280489343,0.013875507126023066,1.2438620052298718e-21,-2.552351051406786e-20,-0.011469249362747898
34.8046875,0.07945097620787536,-8.339476298126622e-20,-3.880221775590544e-21,-0.06645240745164403,0.013875871553612626,-1.2657143154114991e-20,-2.5724407785768265e-20,-0.01146951251280753,0.07945071242753307,2.1339207267092282e-18,-3.704180590514142e-21,-0.06645240745164403,0.013875825485177372,1.2438905443565833e-21,-2.552409612460796e-20,-0.01146951251280753
34.84375,0.0794527876168238,-8.337708381976682e-20,-3.72255166203703e-21,-0.06645392250521856,0.013876187910680836,-1.2658127033878662e-20,-2.5555245737821977e-20,-0.011469774007109948,0.07945252383046757,2.133969378132837e-18,-3.704265042413774e-21,-0.06645392250521856,0.013876141841195264,1.243918903913262e-21,-2.5524678050448616e-20,-0.011469774007109948
34.8828125,0.07945458762826986,-8.336943923146965e-20,-3.5542137253489175e-21,-0.06645542802597791,0.013876502277209891,-1.2659496395076088e-20,-2.563784108037468e-20,-0.011470033856073286,0.07945432383593751,2.1340177234385385e-18,-3.704348962936584e-21,-0.06645542802597791,0.013876456206680612,1.2439470850297736e-21,-2.552525631477421e-20,-0.011470033856073286
34.921875,0.07945637631392735,-8.337144438550577e-20,-3.71367985520586e-21,-0.06645692407390315,0.013876814665724392,-1.2659119074857012e-20,-2.562673067098724e-20,-0.01147029207005012,0.07945611251565649,2.1340657645524467e-18,-3.7044323554260315e-21,-0.06645692407390315,0.013876768594157969,1.2439750888288756e-21,-2.5525830940623226e-20,-0.01147029207005012
34.9609375,0.07945815374505887,-8.336572953602552e-20,-3.622838628914584e-21,-0.066458410708598,0.013877125088670133,-1.26592715384106e-20,-2.562214139395959e-20,-0.011470548659327897,0.07945788994088689,2.134113503388555e-18,-3.704515223204536e-21,-0.066458410708598,0.013877079016073093,1.2440029164262605e-21,-2.552640195088919e-20,-0.011470548659327897
35.0,0.07945991999247863,-8.336094982544236e-20,-3.794961151827253e-21,-0.06645988798929106,0.013877433558414599,-1.2660043304920134e-20,-2.5479822341326276e-20,-0.01147080363412932,0.07945965618244263,2.134160941848816e-18,-3.704597569573613e-21,-0.06645988798929106,0.013877387484793427,1.2440305689306007e-21,-2.5526969368321597e-20,-0.01147080363412932
35.0390625,0.07946167512655526,-8.336182484253983e-20,-3.787480172369248e-21,-0.06646135597483838,0.013877740087247459,-1.2660079622970215e-20,-2.5636351243981885e-20,-0.011471057004612786,0.07946141131069213,2.1342080818232128e-18,-3.704679397814003e-21,-0.06646135597483838,0.013877694012608601,1.2440580474435933e-21,-2.5527533215526775e-20,-0.011471057004612786
35.078125,0.07946341921721464,-8.336236574172533e-20,-3.734727924620151e-21,-0.06646281472372557,0.013878044687381057,-1.2658798357068724e-20,-2.5566799841380645e-20,-0.011471308780872765,0.07946315539556106,2.1342549251898393e-18,-3.704760711185807e-21,-0.06646281472372557,0.013877998611730915,1.2440853530600028e-21,-2.5528093514968828e-20,-0.011471308780872765
35.1171875,0.07946515233394268,-8.335979938915514e-20,-3.8027274400378935e-21,-0.06646426429407032,0.013878347370950892,-1.2657927510466706e-20,-2.5632327787671983e-20,-0.011471558972940213,0.07946488850653509,2.13430147381497e-18,-3.704841512928611e-21,-0.06646426429407032,0.01387830129429583,1.2441124868677063e-21,-2.5528650288970516e-20,-0.011471558972940213
35.15625,0.07946687454578803,-8.335881159970943e-20,-3.6091167253294e-21,-0.0664657047436246,0.013878648150016108,-1.2658351615699359e-20,-2.5686490705359414e-20,-0.011471807590782975,0.07946661071266264,2.1343477295531368e-18,-3.704921806261617e-21,-0.0664657047436246,0.013878602072362448,1.2441394499477345e-21,-2.5529203559714138e-20,-0.011471807590782975
35.1953125,0.07946858592136495,-8.336053443554945e-20,-3.728480167321277e-21,-0.06646713612977702,0.01387894703655997,-1.2657908800285775e-20,-2.5700177529746634e-20,-0.011472054644306172,0.07946832208255773,2.1343936942472046e-18,-3.705001594383774e-21,-0.06646713612977702,0.013878900957913998,1.2441662433743176e-21,-2.552975334924242e-20,-0.011472054644306172
35.234375,0.07947028652885593,-8.335960592336439e-20,-3.691730566035745e-21,-0.06646855850955509,0.013879244042490347,-1.2658571811558921e-20,-2.5719264369392104e-20,-0.011472300143352604,0.0794700226844026,2.1344393697284407e-18,-3.7050808804738996e-21,-0.06646855850955509,0.013879197962858301,1.2441928682149256e-21,-2.5530299679459386e-20,-0.011472300143352604
35.2734375,0.07947197643601446,-8.335569476667122e-20,-3.845312169044379e-21,-0.0664699719396275,0.01387953917964018,-1.2659143971429057e-20,-2.565913768909261e-20,-0.01147254409770314,0.07947171258595061,2.1344847578165926e-18,-3.705159667690812e-21,-0.0664699719396275,0.01387949309902827,1.244219325530313e-21,-2.5530842572131256e-20,-0.01147254409770314
35.3125,0.07947365571016775,-8.335037821398447e-20,-3.7872883774428015e-21,-0.06647137647630638,0.013879832459767956,-1.266072137509491e-20,-2.5548221630148302e-20,-0.011472786517077109,0.07947339185452863,2.134529860319954e-18,-3.7052379591734546e-21,-0.06647137647630638,0.013879786378182343,1.2442456163745585e-21,-2.5531382048887284e-20,-0.011472786517077109
35.3515625,0.07947532441821932,-8.335057920727811e-20,-3.570126364546823e-21,-0.06647277217554953,0.013880123894558177,-1.26607644024835e-20,-2.558655610814823e-20,-0.01147302741113268,0.07947506055704003,2.1345746790354444e-18,-3.705315758041019e-21,-0.06647277217554953,0.01388007781200499,1.24427174179511e-21,-2.5531918131220632e-20,-0.01147302741113268
35.390625,0.07947698262665179,-8.336862035102229e-20,-3.747052768428571e-21,-0.06647415909296268,0.013880413495621831,-1.2658799435742111e-20,-2.5601431347005822e-20,-0.011473266789467257,0.07947671875996717,2.134619215748675e-18,-3.705393067393072e-21,-0.06647415909296268,0.013880367412107159,1.2442977028328236e-21,-2.5532450840489232e-20,-0.011473266789467257
35.4296875,0.07947863040152944,-8.34014575087698e-20,-3.597305829877826e-21,-0.06647553728380166,0.013880701274496842,-1.2657811867597068e-20,-2.5585612629532497e-20,-0.011473504661617853,0.07947836652937416,2.134663472234022e-18,-3.705469890309676e-21,-0.06647553728380166,0.013880655190026733,1.2443235005220071e-21,-2.5532980197916622e-20,-0.011473504661617853
35.46875,0.07948026780850087,-8.341720543246543e-20,-3.827494406295258e-21,-0.06647690680297468,0.013880987242648538,-1.2655217854681898e-20,-2.559756784353359e-20,-0.011473741037061476,0.07948000393090934,2.134707450254698e-18,-3.705546229851515e-21,-0.06647690680297468,0.013880941157229001,1.24434913589046e-21,-2.5533506224592802e-20,-0.011473741037061476
35.5078125,0.07948189491280162,-8.339799962170961e-20,-3.560626364998842e-21,-0.06647826770504435,0.013881271411470107,-1.2656881177330004e-20,-2.5775275327186305e-20,-0.011473975925215502,0.07948163102980804,2.1347511515628204e-18,-3.705622089060014e-21,-0.06647826770504435,0.013881225325107119,1.2443746099595148e-21,-2.5534028941475073e-20,-0.011473975925215502
35.546875,0.07948351177925676,-8.33791982980196e-20,-3.6281700783223376e-21,-0.0664796200442301,0.01388155379228305,-1.2660799453890997e-20,-2.5653494714787307e-20,-0.011474209335438055,0.07948324789089511,2.134794577899483e-18,-3.705697470957461e-21,-0.0664796200442301,0.013881507704982548,1.2443999237440777e-21,-2.5534548369388883e-20,-0.011474209335438055
35.5859375,0.07948511847228347,-8.339540512143113e-20,-3.697946511347985e-21,-0.06648096387441013,0.013881834396337635,-1.2661379090823058e-20,-2.5742016821340675e-20,-0.011474441277028374,0.07948485457858755,2.134837730994823e-18,-3.705772378547128e-21,-0.06648096387441013,0.013881788308105518,1.244425078252669e-21,-2.5535064529028622e-20,-0.011474441277028374
35.625,0.07948671505589364,-8.340636557690448e-20,-3.815239291100435e-21,-0.06648229924912365,0.013882113234813342,-1.2661750409255563e-20,-2.5679691330705013e-20,-0.01147467175922719,0.07948645115689698,2.1348806125680927e-18,-3.705846814813392e-21,-0.06648229924912365,0.01388206714565547,1.2444500744874634e-21,-2.5535577440958493e-20,-0.01147467175922719
35.6640625,0.07948830159369634,-8.34168168128396e-20,-3.704040941959004e-21,-0.06648362622157301,0.013882390318819304,-1.2661263340453645e-20,-2.55860746984828e-20,-0.01147490079121709,0.07948803768943233,2.1349232243277278e-18,-3.705920782721848e-21,-0.06648362622157301,0.013882344228741504,1.2444749134443304e-21,-2.5536087125613288e-20,-0.01147490079121709
35.703125,0.07948987814890048,-8.344723811883529e-20,-3.6610794903335004e-21,-0.0664849448446258,0.01388266565939476,-1.2661353105419597e-20,-2.5730972322226304e-20,-0.011475128382122878,0.07948961423940223,2.134965567971412e-18,-3.7059942852194354e-21,-0.0664849448446258,0.013882619568402818,1.2444995961128723e-21,-2.5536593603299234e-20,-0.011475128382122878
35.7421875,0.07949144478431718,-8.346981447283454e-20,-3.7071229899547296e-21,-0.06648625517081698,0.013882939267509489,-1.2660056545302139e-20,-2.5565349880581108e-20,-0.01147535454101195,0.07949118086961764,2.135007645186148e-18,-3.7060673252345486e-21,-0.06648625517081698,0.013882893175609158,1.2445241234764656e-21,-2.5537096894194787e-20,-0.01147535454101195
35.78125,0.07949300156236241,-8.347221920925053e-20,-3.808947390976645e-21,-0.06648755725235092,0.013883211154064245,-1.2657444872453494e-20,-2.5609727705047718e-20,-0.011475579276894651,0.07949273764249432,2.135049457648325e-18,-3.706139905677157e-21,-0.06648755725235092,0.013883165061261239,1.2445484965122993e-21,-2.5537597018351443e-20,-0.011475579276894651
35.8203125,0.07949454854505938,-8.345270790081756e-20,-3.694474013097058e-21,-0.06648885114110353,0.013883481329891196,-1.2657194164554964e-20,-2.5656705671995318e-20,-0.011475802598724624,0.07949428462005526,2.1350910070237822e-18,-3.706212029438922e-21,-0.06648885114110353,0.013883435236191193,1.2445727161914131e-21,-2.553809399569452e-20,-0.011475802598724624
35.859375,0.07949608579404106,-8.345886927989087e-20,-3.73517441597776e-21,-0.06649013688862435,0.013883749805754348,-1.2663398145294647e-20,-2.5706835560399768e-20,-0.011476024515399186,0.0794958218639332,2.135132294967879e-18,-3.706283699393308e-21,-0.06649013688862435,0.013883703711162996,1.244596783478738e-21,-2.5538587846023972e-20,-0.011476024515399186
35.8984375,0.07949761337055261,-8.346402743306558e-20,-3.813114441667702e-21,-0.06649141454613851,0.013884016592349988,-1.2667665239898946e-20,-2.5625450130923595e-20,-0.011476245035759662,0.07949734943537315,2.135173323125559e-18,-3.7063549183957e-21,-0.06649141454613851,0.013883970496872892,1.2446206993331326e-21,-2.553907858901518e-20,-0.011476245035759662
35.9375,0.07949913133545386,-8.342145534460122e-20,-3.570964625081186e-21,-0.06649268416454887,0.01388428170030709,-1.2658332142465226e-20,-2.5539557840802548e-20,-0.011476464168591752,0.07949886739523468,2.1352140931314137e-18,-3.706425689283518e-21,-0.06649268416454887,0.013884235603949828,1.244644464707423e-21,-2.5539566244219716e-20,-0.011476464168591752
